"TID","DE"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>BEREIT</c>"
"TID_TEAM_STATUS_IN_MATCH","BRAWLT"
"TID_TEAM_STATUS_IN_MATCHMAKING","IST IM MATCHMAKING"
"TID_TEAM_STATUS_FULL","<cff1e00>IN EINEM VOLLEN TEAM</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","OFFEN"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Um diese Funktion zu nutzen, musst du einem Club beitreten."
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Um diese Funktion zu nutzen, musst du Freunde in deiner Freundesliste haben."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Einladung kann nicht gepostet werden. Das Team ist bereits voll."
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Das kann nur der Ersteller eines Teams tun."
"TID_TEAM_LOC_INFO","<MODE> auf der Map <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","TEAMS"
"TID_STREAM_EVENT_1","Tschüss! <target> wurde von <sender> aus dem Club gekickt."
"TID_STREAM_EVENT_2","Willkommen! <target> wurde von <sender> in den Club aufgenommen."
"TID_STREAM_EVENT_3","Willkommen! <sender> ist dem Club beigetreten!"
"TID_STREAM_EVENT_4","Tschüss! <sender> hat den Club verlassen!"
"TID_STREAM_EVENT_5","Glückwunsch! <target> wurde von <sender> befördert."
"TID_STREAM_EVENT_6","Nichts für ungut! <target> wurde von <sender> herabgestuft."
"TID_STREAM_EVENT_101","Team von <sender>"
"TID_STREAM_EVENT_102","<sender> ist beigetreten."
"TID_STREAM_EVENT_103","<sender> ist gegangen."
"TID_STREAM_EVENT_104","Tschüss! <sender> hat <target> gekickt."
"TID_STREAM_EVENT_105","Matchmaking gestartet"
"TID_STREAM_EVENT_106","Matchmaking abgebrochen"
"TID_STREAM_EVENT_107","Spiel gestartet"
"TID_STREAM_EVENT_108","Spiel gewonnen"
"TID_STREAM_EVENT_109","Spiel verloren"
"TID_STREAM_EVENT_110","Training gestartet"
"TID_STREAM_EVENT_111","Training beendet"
"TID_STREAM_EVENT_112","Spiel ist unentschieden"
"TID_STREAM_EVENT_113","Showdown beendet"
"TID_STREAM_EVENT_114","Textchat stummgeschaltet"
"TID_STREAM_EVENT_115","Stummschaltung aufgehoben"
"TID_CHAT_BOTTOM_BUTTON","Nach unten scrollen"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> neue Nachrichten!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Neue Nachricht!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Upgrade auf Lvl. <LVL>"
"TID_HERO_INFO_ITEMS","UPGRADES"
"TID_HERO_INFO_SKINS","BRAWLER"
"TID_HERO_INFO_SKIN_OWNED","Du besitzt diesen Skin."
"TID_HERO_INFO_SKIN_ACTIVE","AUSGEWÄHLT"
"TID_HERO_INFO_SKIN_ACTIVATE","AUSWÄHLEN"
"TID_HERO_INFO_LEADERBOARD","Bestenliste"
"TID_HERO_INFO_LEADERBOARD_LABEL","Die besten <HERO>-Spieler"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","SUCHE"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Stick bewegen, um Superskill zu zielen!"
"TID_HINT_SHOOT","Bewege den Stick, um zu zielen und lasse los, um anzugreifen!"
"TID_HERO_SCORE_SUM_LEADERBOARD","Topspieler"
"TID_ALLIANCE_LEADERBOARD","Topclubs"
"TID_HINT_MAKE_GOAL","Bewege den Stick, um zu zielen und lasse los, um den Ball zu schießen!"
"TID_BATTLE_ROYALE_INTRO_TEXT","Sei der letzte Überlebende!"
"TID_HINT_COLLECT_BUFFS","Sammle <c50d050>Powerwürfel</c> aus Kisten und von besiegten Gegnern, um stärker zu werden!"
"TID_PLAYERS_LEFT","Übrige Brawler: <num>"
"TID_AVOID_POISON","Halte dich von den wachsenden <c90ee90>Giftwolken</c> fern!"
"TID_CLAN_CREATE_COOLDOWN","Du kannst noch keinen Club gründen. Probiere es in <TIME> erneut."
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Du musst Erfahrungslevel <LEVEL> erreichen, um einen Club zu gründen."
"TID_PLAYER_DATA_MISSING","Spielerdaten nicht gefunden."
"TID_ALLIANCE_DATA_MISSING","Clubdaten nicht gefunden."
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Warte, bis nachgeladen wurde!"
"TID_EVENT_EXPIRED","Ereignis vorbei."
"TID_DOUBLE_COINS_INFO","Hier bekommst du die doppelte Menge an Marken."
"TID_DOUBLE_XP_INFO","Hier bekommst du die doppelte Menge an Erfahrungspunkten."
"TID_SETTINGS_TITLE","EINSTELLUNGEN"
"TID_SETTINGS_CONTROL_MODE_TITLE","STEUERUNGSMODUS"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Zum Bewegen tippen"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Tippe auf einen Punkt auf dem Bildschirm, um deinen Brawler dorthin zu bewegen. Bewege den Joystick, um zu zielen, und lass ihn los, um anzugreifen."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Joystick-Bewegung (Rechtshänder)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Bewege deinen Brawler mit einem virtuellen Joystick in der linken unteren Ecke des Bildschirms. Tippe auf ein Ziel, um anzugreifen."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Joystick-Bewegung (Linkshänder)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Bewege deinen Brawler mit einem virtuellen Joystick in der rechten unteren Ecke des Bildschirms. Tippe auf ein Ziel, um anzugreifen."
"TID_CHANGE_NAME_TITLE","NAMEN ÄNDERN"
"TID_SETTINGS_PLAYERNAME_CURRENT","Aktueller Name:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Neuen Namen eingeben:"
"TID_ERROR_NAMES_DONT_MATCH","Namen stimmen nicht überein. Bitte versuche es erneut."
"TID_CONTINUE","Weiter"
"TID_NAMECHANGE_WARNING","HINWEIS: Du kannst deinen Namen nur EINMAL ändern!"
"TID_CONFIRM","Bestätigen"
"TID_INVALID_NAME","Ungültiger Name! Bitte versuche es mit einem anderen."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Namen erneut eingeben:"
"TID_NAME_ALREADY_CHANGED","Der Name kann nur einmal geändert werden."
"TID_NAME_CHANGE_ALREADY_USED","Du hast deinen Namen bereits einmal geändert."
"TID_NAME_CHANGED_SUCCESS","Dein Name wurde geändert!"
"TID_NAME_CHANGE_IN_PROGRESS","Name kann nicht geändert werden. Namensänderung wird bereits ausgeführt."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","Der Namenswechsel ist ab EP-Level <level> verfügbar."
"TID_CONFIRM_CONFIRM","Bitte gib \q<confirmword>\q ein und drücke den Okay-Button, um diese Aktion abzuschließen."
"TID_CONFIRM_WORD","BESTÄTIGEN"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Möchtest du deinen Namen wirklich ändern?\nDein neuer Name:"
"TID_BUTTON_CONFIRM","Okay"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Nächstes Ereignis in"
"TID_EVENTS_TIME_LEFT","Verbleibende Zeit"
"TID_EVENTS_NEW","NEU!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Sämtliche verfügbaren EP wurden eingesammelt."
"TID_EVENTS_EVENT_LOCKED","GESPERRT"
"TID_EVENTS_TROPHY_REQ","Erreiche <c00ffff><COUNT></c> Trophäen, um dies freizuschalten."
"TID_EVENTS_PRO_LEAGUE_REQ","Hierfür brauchst du einen Brawler mit einer Starpower."
"TID_GAME_STARTING","Ein Spiel auf der Map <LOCATION> hat begonnen. Mach mit!"
"TID_WEEKEND_EVENT","Ereignis mit doppelten EP"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_TEMPORARILY_DISABLED","Der Shop ist vorübergehend geschlossen."
"TID_GATCHA_TEMPORARILY_DISABLED","Das Öffnen von Brawlboxen ist vorübergehend deaktiviert."
"TID_SHOP_WELCOME_TITLE","WILLKOMMEN IM SHOP"
"TID_SHOP_WELCOME","Durch Fortschritte im Spiel schaltest du neue Bereiche des Shops frei!\n\nSchau hier regelmäßig vorbei, um kein Angebot zu verpassen!"
"TID_SHOP_SPECIAL_OFFER","SONDERANGEBOT"
"TID_SHOP_COIN_BOOSTERS","BOOSTER"
"TID_SHOP_GEM_PACKS","JUWELENPAKETE"
"TID_SHOP_PURCHASED","Gekauft"
"TID_SHOP_OBTAINED","Bereits im Besitz"
"TID_SHOP_INVALIDATED","Abgelaufen"
"TID_SHOP_ACTIVE","Aktiviert"
"TID_SHOP_DOUBLE_COINS_TITLE","MARKENVERDOPPLER"
"TID_SHOP_DOUBLE_COINS_INFO","Verdoppelt die nächsten"
"TID_SHOP_DOUBLE_COINS_INFO_2","die du in Kämpfen verdienst."
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Verdoppelt die nächsten <AMOUNT> Marken, die du in Kämpfen verdienst."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Verbleibende Marken:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Nicht genug Juwelen"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Du hast dieses Angebot bereits gekauft."
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Du kannst dieses Angebot nicht kaufen, da du bereits eines oder mehrere der angebotenen Dinge besitzt."
"TID_SHOP_OFFER_TITLE","Zeitlich begrenztes Angebot"
"TID_SHOP_GEM_PACK_1_TITLE","Handvoll Juwelen"
"TID_SHOP_GEM_PACK_2_TITLE","Juwelenbeutel"
"TID_SHOP_GEM_PACK_3_TITLE","Juwelentasche"
"TID_SHOP_GEM_PACK_4_TITLE","Eimerladung Juwelen"
"TID_SHOP_GEM_PACK_5_TITLE","Kiste Juwelen"
"TID_SHOP_GEM_PACK_6_TITLE","Juwelenbeute"
"TID_SHOP_HEROES_OF_RARITY","GARANTIERTE BRAWLER"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c>"
"TID_SHOP_HERO_OF_RARITY_BOX","Brawlerbox"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> POWER"
"TID_SHOP_GATCHA_BOXES","BOXEN"
"TID_SHOP_GATCHA_BOX_1","GROSSE BOX"
"TID_SHOP_GATCHA_BOX_2","BRAWLBOX"
"TID_SHOP_GATCHA_BOX_3","MEGABOX"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Du kannst heute keine weiteren Boxen kaufen."
"TID_SHOP_TICKETS","EREIGNISTICKETS"
"TID_SHOP_TICKET_PACK_0","Ticketpaket"
"TID_SHOP_TICKET_PACK_1","Tickethaufen"
"TID_SHOP_TICKET_PACK_2","Ticketrolle"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","MÜNZENPAKETE"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Handvoll Münzen"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Münzensäckchen"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Münzenbeutel"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> Münzen gekauft."
"TID_SHOP_DAILY_OFFERS","TÄGL. ANGEBOTE"
"TID_SHOP_SKINS","SKINS"
"TID_SHOP_BRAWLIDAYS_SKINS","BRAWLIDAYS-SKINS"
"TID_SHOP_LUNAR_BRAWL_SKINS","MONDBRAWL-SKINS"
"TID_SHOP_LEGENDARY_SKINS","STARSHOP"
"TID_SHOP_STAR_BOXES","STARBOXEN"
"TID_SHOP_FREE","GRATIS"
"TID_SHOP_CLAIM","EINFORDERN"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT> %"
"TID_SHOP_OFFER_TITLE_0","GRATISBOX"
"TID_SHOP_OFFER_TITLE_1","MÜNZEN"
"TID_SHOP_OFFER_TITLE_6","BRAWLBOX"
"TID_SHOP_OFFER_TITLE_7","TICKETS"
"TID_SHOP_OFFER_TITLE_8","POWERPUNKTE"
"TID_SHOP_OFFER_TITLE_9","MARKENVERDOPPLER"
"TID_SHOP_OFFER_TITLE_10","MEGABOX"
"TID_SHOP_OFFER_TITLE_12","POWERPUNKTE"
"TID_SHOP_OFFER_TITLE_14","GROSSE BOX"
"TID_SHOP_OFFER_TITLE_15","BRAWLBOX"
"TID_SHOP_OFFER_TITLE_16","JUWELEN"
"TID_SHOP_OFFER_DESC_GOLD","Mit Münzen kannst du deine Brawler upgraden."
"TID_SHOP_OFFER_ANY_BRAWLER","FÜR EINEN\nBRAWLER"
"TID_PURCHASE_OFFER_POPUP_TITLE","Kauf bestätigen"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Gratisbelohnung"
"TID_SHOP_OFFER_NEW_HERO_LABEL","BRAWLER"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","SKIN"
"TID_SHOP_OFFER_HERO_POWER_TITLE","POWERPUNKTE"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Kauf nicht möglich. Pro Ereignis ist nur 1 Kauf erlaubt."
"TID_SHOP_OFFER_NEW","NEU"
"TID_GATCHA_BOX_TITLE_2","BRAWLBOX"
"TID_GATCHA_BOX_TITLE_3","MEGABOX"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","NEUER BRAWLER"
"TID_GATCHA_BOX_INFO_2","Enthält entweder einen neuen Brawler, eine Starpower oder Münzen und Powerpunkte für zwei Brawler. Einige Boxen enthalten darüber hinaus einen Markenverdoppler als Bonus!"
"TID_GATCHA_BOX_INFO_3","\n\n<AMOUNT>-mal größer als eine Brawlbox."
"TID_SHOP_OFFER_INFO_0","Ein Gratisgeschenk! Viel Spaß damit!"
"TID_SHOP_OFFER_INFO_1","Enthält <AMOUNT> Münzen. Mit Münzen kannst du deine Brawler upgraden."
"TID_SHOP_OFFER_INFO_2","Schalte einen zufälligen Brawler mit der Seltenheit \q<RARITY>\q frei!"
"TID_SHOP_OFFER_INFO_3","Schalte einen neuen Brawler frei!"
"TID_SHOP_OFFER_INFO_6","Brawlboxen können Brawler, Powerpunkte, Münzen und mehr enthalten!"
"TID_SHOP_OFFER_INFO_7","Enthält <AMOUNT> Ereignistickets. Mit Ereignistickets kannst du an Ticketereignissen teilnehmen."
"TID_SHOP_OFFER_INFO_8","Enthält <AMOUNT> Powerpunkte. Mit Powerpunkten kannst du Upgrades für Brawler freischalten!"
"TID_SHOP_OFFER_INFO_9","Verdoppelt die nächsten <AMOUNT> Marken, die du in Kämpfen verdienst!"
"TID_SHOP_OFFER_INFO_10","Megaboxen enthalten 10-mal mehr als normale Brawlboxen!"
"TID_SHOP_OFFER_INFO_12","Du kannst den Brawler auswählen, der die Powerpunkte erhalten soll."
"TID_SHOP_OFFER_INFO_13","Neuen Ereignisslot freischalten"
"TID_SHOP_OFFER_INFO_14","Große Boxen enthalten 3-mal mehr als normale Brawlboxen!"
"TID_SHOP_OFFER_HOR_NEW","NEU"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","BRAWLER"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","NEUER <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","BRAWLER"
"TID_SHOP_SKIN_OFFER","SKINANGEBOT"
"TID_SHOP_OFFER_EXPIRED","Angebot ist abgelaufen."
"TID_SKINS_AD_TITLE","NEUE SKINS VERFÜGBAR"
"TID_SKINS_AD_OK","Okay"
"TID_SKINS_AD_INFO","Sieh dir die neuen Skins im Brawlermenü an!"
"TID_TERMS_OF_SERVICE_BUTTON","Nutzungs-\nbedingungen"
"TID_IMMUNE","Immun"
"TID_BATTLE_END_PROCEED","WEITER"
"TID_HINT_TAP_TO_MOVE_1","Sammle <ce662f9>JUWELEN</c> in der Mitte der Map!"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Ziele mit dem Superskill auf den Gegner!"
"TID_HINT_SHOOT_1","<ce662f9>JUWELEN</c> erscheinen bei der Mine in der Mitte!"
"TID_HINT_DRAG_TO_ULTI_1","Setze jetzt deinen SUPERSKILL mit dem roten Joystick ein!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Neue Game Center-Anmeldung"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Möchtest du dein aktuelles Spiel auf diesem Game Center-Account speichern?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Meldung vom Google-Konto"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Möchtest du das Spiel von <name> mit EP-Level <number> laden? Achtung: Dein aktueller Spielfortschritt geht dadurch verloren."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Spiel laden?"
"TID_BUTTON_VILLAGE_LOAD","Laden"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Meldung von Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Möchtest du das Spiel von <name> mit EP-Level <number> laden? Achtung: Dein aktueller Spielfortschritt geht dadurch verloren."
"TID_BUTTON_AVATAR_LOAD","Laden"
"TID_SETTINGS_SCREEN_TITLE","Einstellungen"
"TID_SETTINGS_MUSIC","MUSIK"
"TID_SETTINGS_SFX","SOUNDEFFEKTE"
"TID_SETTINGS_OFF","AUS"
"TID_SETTINGS_ON","EIN"
"TID_SETTINGS_LANGUAGE","SPRACHE"
"TID_ACCOUNT","Geräte"
"TID_LINK_DEVICE_BUTTON","Gerät verknüpfen"
"TID_SETTINGS_FACEBOOK","FREUNDE"
"TID_CHANGE_NAME_BUTTON","Namen ändern"
"TID_CREDITS_BUTTON","Mitwirkende"
"TID_PRIVACY_POLICY_BUTTON","Datenschutz-\nrichtlinien"
"TID_PARENTS_GUIDE_BUTTON","Leitfaden für Eltern"
"TID_MULTIDEVICE_INFO","Melde dich mit deinem Game Center-Account an, um deinen Fortschritt zu sichern und auf mehreren iOS-Geräten zu spielen."
"TID_SETTINGS_GOOGLE","GOOGLE PLAY"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Verbunden"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Verbinden"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","VERBUNDEN"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","VERBINDEN"
"TID_FAQ_BUTTON","Hilfe und Support"
"TID_ABOUT","Mitwirkende\n\n<names>\n\nBrawl Stars ™ <version>\nCopyright 2016-2020 Supercell Ltd. Alle Rechte vorbehalten.\n<extracopyright>\nJegliche Nutzung der Software unterliegt den Nutzungsbedingungen und Datenschutzrichtlinien auf www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","Bitte warten. Transaktion wird bearbeitet."
"TID_RATE_APP_TITLE","Brawl Stars bewerten"
"TID_RATE_APP_MESSAGE","Bitte bewerte Brawl Stars im App Store oder schreibe eine Rezension. Wir danken dir für dein Feedback!"
"TID_BUTTON_RATE_APP_LATER","Später"
"TID_BUTTON_RATE_APP_REVIEW","Rezension schreiben"
"TID_BUTTON_RATE_APP_NEVER","Nie"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Konto-Freischaltung nicht verfügbar"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Die Konto-Freischaltung ist derzeit nicht verfügbar. Bitte versuche es später erneut!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Erneut versuchen"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Ungültiger Freischaltcode!"
"TID_ACCOUNT_LOCKED_TITLE","Konto gesperrt"
"TID_ACCONT_LOCKED_TEXT","Dein Spielkonto wurde aus Sicherheitsgründen gesperrt. Kontaktiere den Support, um dein Konto wiederherzustellen."
"TID_ACCOUNT_LOCKED_TEXT2","Gib hier den Freischaltcode ein:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Zum Fortfahren tippen"
"TID_NOT_ENOUGH_GEMS_TITLE","Nicht genug Juwelen"
"TID_NOT_ENOUGH_GEMS_INFO","Du hast nicht genug Juwelen. Besuche den Shop, um welche zu kaufen!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Zum Shop"
"TID_COIN_DOUBLER_TITLE","Markenverdoppler kaufen"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Markenverdoppler aufladen"
"TID_COIN_DOUBLER_INFO","Verdoppelt die nächsten <c2edd1b><AMOUNT></c> Marken, die du in Kämpfen verdienst."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Fügt deinem Markenverdoppler <c2edd1b><AMOUNT></c> Marken hinzu.\n\nDer Markenverdoppler verdoppelt die Marken, die du in Kämpfen verdienst."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Schaden pro Dynamitstange"
"TID_STARS_1","Achtung: Du trägst ein <ce662f9>JUWEL</c>!"
"TID_STARS_2","Achtung: Du trägst <ce662f9>JUWELEN</c>!"
"TID_STARS_3","Achtung: Du trägst viele <ce662f9>JUWELEN</c>!"
"TID_STARS_4","Achtung: Du trägst haufenweise <ce662f9>JUWELEN</c>!"
"TID_GATCHA_BUTTON_TITLE","BRAWLBOX"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","GR. BOX"
"TID_EVENT_LOCKED","Gesperrt"
"TID_SPECIAL_EVENT_TITLE_TOP","SONDEREREIGNIS:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","aktiv für"
"TID_SPECIAL_EVENT_STATUS_FUTURE","beginnt in"
"TID_EVENT_COMING_UP_INFO","Dieses Ereignis ist in <TIME> spielbar."
"TID_ROCKET_BEACH_SKIN","BEACHPARTY BROCK"
"TID_CACTUS_PINK_SKIN_OLD","PINKER SPIKE"
"TID_SHAMAN_PANDA_SKIN","PANDA NITA"
"TID_CROW_WHITE_SKIN","WEISSER CROW"
"TID_BULL_HAIR_SKIN","WIKINGER BULL"
"TID_TRICKSHOT_GOLD_SKIN_OLD","GOLDGEWINNER RICOCHET"
"TID_BARKEEP_GOLD_SKIN","GOLDENER BARLEY"
"TID_GUNSLINGER_ROCKSTAR_SKIN","ROCKSTAR COLT"
"TID_STAT_HEAL","Heilung"
"TID_LUCHADOR_RUDO_SKIN","EL RUDO PRIMO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Kaufen"
"TID_EVENTS_NEW_EVENT","Neues Ereignis!"
"TID_SETTINGS_BRAWLHINTS","Kampftipps"
"TID_COLLECTED_COINS_INFO","Du hast auf der Map <PLANET> <CURRENT> von <MAX> verfügbaren Marken gesammelt."
"TID_COLLECTED_COINS_INFO_CAPPED","Du hast alle auf der Map <PLANET> verfügbaren Marken eingesammelt."
"TID_FIRST_WIN_INFO","Verdiene dir eine <cff8E1b>Starmarke</c> für deinen ersten Sieg gegen andere Spieler."
"TID_TICKET_COUNTER_INFO","Um hier mitspielen zu können, benötigst du Tickets!"
"TID_NOT_ENOUGH_TICKETS","Nicht genug Tickets"
"TID_EVENT_LIST_GAME_ROOMS","NEUES TEAM"
"TID_EVENT_LIST_WELCOME","Willkommen bei Brawl Stars!"
"TID_COOP","Koop-Brawl"
"TID_COOP_NOT_SUPPORTED","Koop-Brawl ist in diesem Modus nicht möglich."
"TID_PRACTISE_NOT_SUPPORTED","Training ist in diesem Ereignis nicht möglich."
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Neue Facebook-Anmeldung"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Möchtest du dein aktuelles Spiel mit deinem Facebook-Konto verknüpfen?"
"TID_BUTTON_OKAY","Okay"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Für diesen Avatar benötigst du <HERO>."
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Lade Freunde ein und\nspiele zusammen mit ihnen."
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Du kannst mehrere Tickets pro Spiel ausgeben, um bessere Belohnungen zu erhalten."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs. 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Letzter Überlebender"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs. 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Drei Spieler vs. Robobanditen"
"TID_HIGHSTAKES_REWARDS","Belohnungen x<COUNT>"
"TID_HIGHSTAKES_COST","Tickets: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Brawl Stars verlassen?"
"TID_POPUP_ANDROID_EXIT","Möchtest du Brawl Stars wirklich verlassen?"
"TID_ROOM_NOT_SUPPORTED","Teams sind in diesem Ereignis nicht verfügbar."
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Kauf fehlgeschlagen"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Abrechnungsserver antwortet nicht. Bitte versuche es später erneut."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","Okay"
"TID_IAP_NOT_AVAILABLE","Bitte aktiviere In-App-Käufe in den Einstellungen für Einschränkungen auf deinem Gerät."
"TID_NEWS_TITLE","NEWS"
"TID_STAT_DAMAGE_PER_ARROW","Schaden pro Pfeil"
"TID_STAT_DAMAGE_PER_MINE","Schaden pro Falle"
"TID_STAT_DAMAGE_PER_SPIKE","Schaden pro Nadel"
"TID_STAT_DAMAGE_PER_DAGGER","Schaden pro Dolch"
"TID_FRIENDS_FACEBOOK_CONNECTED","Mit Facebook verknüpft"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Verknüpfe dein Spiel mit Facebook, um hier deine Facebook-Freunde zu sehen!"
"TID_FRIENDS_CONNECT_INFO","Nutze soziale Netzwerke, um hier deine Freunde zu sehen!"
"TID_FRIENDS_NO_FRIENDS","Keine Freunde"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","FREUNDSCHAFTSANFRAGE"
"TID_FRIENDS_TITLE_1_NO_COUNT","FREUNDE"
"TID_FRIENDS_TITLE_1","Freunde (<COUNT>)"
"TID_FRIENDS_TITLE_2","VORGESCHLAGENE FREUNDE"
"TID_FRIENDS_TITLE_3","FREUNDSCHAFTSEINLADUNGEN"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","<COUNT> KÜRZLICH GEMEINSAM GESPIELTE SPIELE"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","EIN KÜRZLICH GEMEINSAM GESPIELTES SPIEL"
