"TID","RU"
"TID_CLAN_RESPONSE_101","Тебя повысили в звании"
"TID_CLAN_RESPONSE_102","Тебя понизили в звании"
"TID_CLAN_RESPONSE_112","Письмо клубу можно отправить через <TIME>"
"TID_CLAN_RESPONSE_113","Письмо клубу отправлено"
"TID_CLAN_NO_RIGHTS","Недостаточно прав для совершения этого действия"
"TID_ALLIANCE_NAME_TOO_SHORT","Название клуба слишком короткое"
"TID_CLAN_JOIN_REQUEST_TITLE","Попросить принять в клуб"
"TID_CLAN_JOIN_REQUEST_SEND","Отправить"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","Я хочу вступить в ваш клуб..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","Принять этого игрока в клуб?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","Принять"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","Отклонить"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","Принято игроком <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","Отклонено игроком <name>"
"TID_HINT_DRAG_TO_AIM","Зажми и потяни для прицеливания"
"TID_HINT_RELEASE_TO_SHOOT","Отпусти для выстрела"
"TID_HINT_ACTIVATE_ULTI","Зажми и потяни <cff9900>ЖЁЛТЫЙ ДЖОЙСТИК</c> для наведения Супера на цель!"
"TID_HINT_DRAG_TO_ULTI","Зажми и потяни для наведения СУПЕРА на цель и отпусти для выстрела!"
"TID_HINT_COLLECT_GOLD","Павший боец теряет <ce662f9>КРИСТАЛЛЫ</c>"
"TID_HINT_HOLD_GOLD","Не потеряй свои <ce662f9>КРИСТАЛЛЫ</c>!"
"TID_HINT_GO_AFTER_ENEMY","В погоню за врагом!"
"TID_HINT_ATTACK_BASE","Взломай сейф врага и защити свой собственный!"
"TID_HINT_DEFEND_BASE","Взломай сейф врага и защити свой собственный!"
"TID_HINT_SHOOT_ENEMIES","Побеждай врагов, чтобы получить звёзды."
"TID_HINT_YOU_ARE_WINNING","Твоя команда побеждает! Защищайся!"
"TID_HINT_YOU_ARE_LOSING","Твоя команда проигрывает! Переходи в нападение!"
"TID_HINT_TAP_TO_MOVE","Нажми для перемещения.\nДержись рядом с командой."
"TID_BOUNTY_1","<EMPTY>"
"TID_BOUNTY_2","Берегись: за твою голову назначена большая награда!"
"TID_BOUNTY_3","Берегись: за твою голову назначена огромная награда!"
"TID_BOUNTY_4","Разыскивается живым или мёртвым!"
"TID_NO_CLAN_TITLE","Найти клуб"
"TID_NO_CLAN_BODY","Вступи в клуб, чтобы общаться и играть с классными людьми!"
"TID_NO_CLAN_SUGGESTIONS","Рекомендуемые клубы"
"TID_NO_CLAN_RESULTS","Результаты поиска"
"TID_NO_CLAN_EMPTY","Рекомендуемых клубов нет :-("
"TID_NO_CLAN_WAITING_FOR_DATA","Ждём данные..."
"TID_CONNECTING_TO_SERVER","Подключение к серверу..."
"TID_TEAM_ADVERTISE","РАССКАЗАТЬ"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","клубу"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","друзьям"
"TID_TEAM_AD_INFO_0","Разыскиваются игроки для командной игры"
"TID_TEAM_AD_JOIN","Вступить в команду"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","Нельзя вступить. Ты уже в команде."
"TID_TEAM_MEMBER_STATUS_0","<c999999>НЕ В СЕТИ</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>БОЙ</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>НЕТ НА МЕСТЕ</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>ИГРОК НЕ ГОТОВ</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>ПОДБОР ПРОТИВНИКОВ</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>ЭКРАН ОКОНЧАНИЯ</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>НЕ В СЕТИ</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>НАБЛЮДЕНИЕ</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>ТРЕНИРОВКА</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>ПЕЧАТАЕТ...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>БОЙЦЫ</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>СОБЫТИЯ</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>ГОТОВО!</c>"
"TID_TEAM_STATUS_IN_MATCH","БОЙ"
"TID_TEAM_STATUS_IN_MATCHMAKING","ПОДБОР ПРОТИВНИКОВ"
"TID_TEAM_STATUS_FULL","<cff1e00>ЗАПОЛНЕНА</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","ОТКРЫТА"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Для использования этой возможности нужно быть в клубе."
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Для использования этой возможности нужны друзья."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Нельзя рассказать. Команда уже набрана."
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Это может сделать только создатель команды."
"TID_TEAM_LOC_INFO","<MODE> в <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","КОМАНДЫ"
"TID_STREAM_EVENT_1","<target> исключается из клуба игроком <sender>. Пока!"
"TID_STREAM_EVENT_2","<target> принимается в клуб игроком <sender>. Добро пожаловать!"
"TID_STREAM_EVENT_3","<sender> вступает в клуб! Добро пожаловать!"
"TID_STREAM_EVENT_4","<sender> покидает клуб! Пока!"
"TID_STREAM_EVENT_5","<target> повышается в звании игроком <sender>. Поздравляем!"
"TID_STREAM_EVENT_6","<target> понижается в звании игроком <sender>. Ничего личного!"
"TID_STREAM_EVENT_101","Команда создана игроком <sender>"
"TID_STREAM_EVENT_102","<sender> присоединяется"
"TID_STREAM_EVENT_103","<sender> уходит"
"TID_STREAM_EVENT_104","<sender> исключается игроком <target>. Пока!"
"TID_STREAM_EVENT_105","начался подбор противников"
"TID_STREAM_EVENT_106","подбор противников отменён"
"TID_STREAM_EVENT_107","игра началась"
"TID_STREAM_EVENT_108","игра выиграна"
"TID_STREAM_EVENT_109","игра проиграна"
"TID_STREAM_EVENT_110","тренировка началась"
"TID_STREAM_EVENT_111","тренировка закончилась"
"TID_STREAM_EVENT_112","игра закончилась ничьей"
"TID_STREAM_EVENT_113","столкновение окончено"
"TID_STREAM_EVENT_114","Текстовый чат заглушен"
"TID_STREAM_EVENT_115","Текстовый чат включен"
"TID_CHAT_BOTTOM_BUTTON","Прокрутить вниз"
"TID_CHAT_BOTTOM_NEW_MESSAGES","Новых сообщений: <count>"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Новое сообщение!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Улучшить до <LVL>-го уровня"
"TID_HERO_INFO_ITEMS","УЛУЧШЕНИЯ"
"TID_HERO_INFO_SKINS","БОЕЦ"
"TID_HERO_INFO_SKIN_OWNED","У тебя есть этот скин"
"TID_HERO_INFO_SKIN_ACTIVE","ВЫБРАН"
"TID_HERO_INFO_SKIN_ACTIVATE","ВЫБРАТЬ"
"TID_HERO_INFO_LEADERBOARD","Список лидеров"
"TID_HERO_INFO_LEADERBOARD_LABEL","<HERO>: лучшие игроки"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","ИСКАТЬ"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Зажми и потяни для наведения Супера на цель!"
"TID_HINT_SHOOT","Зажми и потяни для прицеливания, отпусти для выстрела."
"TID_HERO_SCORE_SUM_LEADERBOARD","Лучшие игроки"
"TID_ALLIANCE_LEADERBOARD","Лучшие клубы"
"TID_HINT_MAKE_GOAL","Зажми и потяни для прицеливания и отпусти, чтобы пнуть мяч."
"TID_BATTLE_ROYALE_INTRO_TEXT","Бой на выживание!"
"TID_HINT_COLLECT_BUFFS","Чтобы стать сильнее, собирай <c50d050>кубики усилений</c>\nиз сундуков и забирай у побежденных врагов!"
"TID_PLAYERS_LEFT","Осталось бойцов: <num>"
"TID_AVOID_POISON","Держись подальше от подступающих <c90ee90>ядовитых облаков</c>!"
"TID_CLAN_CREATE_COOLDOWN","Создание клуба ещё невозможно. Попробуй снова через <TIME>"
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Чтобы создать клуб, нужно достичь <LEVEL>-го уровня опыта."
"TID_PLAYER_DATA_MISSING","Нет данных об игроке"
"TID_ALLIANCE_DATA_MISSING","Нет данных о клубе"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Дождись перезарядки!"
"TID_EVENT_EXPIRED","Время, отведённое для события, истекло."
"TID_DOUBLE_COINS_INFO","За бой здесь можно получить в два раза больше жетонов"
"TID_DOUBLE_XP_INFO","За бой здесь можно получить в два раза больше опыта"
"TID_SETTINGS_TITLE","НАСТРОЙКИ"
"TID_SETTINGS_CONTROL_MODE_TITLE","РЕЖИМ УПРАВЛЕНИЯ"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Нажми, чтобы начать движение"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Нажми на область экрана, чтобы отправить туда бойца. Зажми и потяни для прицеливания, отпусти для выстрела."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Управление джойстиком (для правши)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Передвигайся при помощи виртуального джойстика в левом нижнем углу. Коснись цели, чтобы выстрелить."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Управление джойстиком (для левши)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Передвигайся при помощи виртуального джойстика в правом нижнем углу. Коснись цели, чтобы выстрелить."
"TID_CHANGE_NAME_TITLE","ИЗМЕНИТЬ ИМЯ"
"TID_SETTINGS_PLAYERNAME_CURRENT","Нынешнее имя:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Введи новое имя:"
"TID_ERROR_NAMES_DONT_MATCH","Имена не совпадают. Пожалуйста, попробуй снова."
"TID_CONTINUE","Продолжить"
"TID_NAMECHANGE_WARNING","ВНИМАНИЕ: изменить имя можно только ОДИН РАЗ."
"TID_CONFIRM","Подтвердить"
"TID_INVALID_NAME","Недопустимое имя! Попробуй какое-нибудь другое."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Введи новое имя ещё раз:"
"TID_NAME_ALREADY_CHANGED","Изменить имя можно только один раз."
"TID_NAME_CHANGE_ALREADY_USED","Твоё имя уже было однажды изменено."
"TID_NAME_CHANGED_SUCCESS","Имя изменено!"
"TID_NAME_CHANGE_IN_PROGRESS","Невозможно изменить имя. Предыдущее изменение ещё не закончено."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","Изменение имени доступно после достижения <level>-го уровня опыта."
"TID_CONFIRM_CONFIRM","Пожалуйста, введи \q<confirmword>\q и нажми кнопку «OK» для завершения действия"
"TID_CONFIRM_WORD","ПОДТВЕРДИТЬ"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Точно хочешь изменить имя?\nНовое имя:"
"TID_BUTTON_CONFIRM","OK"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Новое событие через"
"TID_EVENTS_TIME_LEFT","Осталось"
"TID_EVENTS_NEW","НОВОЕ!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Весь опыт получен"
"TID_EVENTS_EVENT_LOCKED","ЗАБЛОКИРОВАНО"
"TID_EVENTS_TROPHY_REQ","Чтобы разблокировать, собери <c00ffff><COUNT></c> трофеев"
"TID_EVENTS_PRO_LEAGUE_REQ","Чтобы разблокировать, получи звёздную силу для бойца"
"TID_GAME_STARTING","<LOCATION>: здесь скоро начнётся игра. Присоединяйся!"
"TID_WEEKEND_EVENT","Событие с двойным опытом"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_TEMPORARILY_DISABLED","Магазин временно закрыт."
"TID_GATCHA_TEMPORARILY_DISABLED","Ящики временно недоступны."
"TID_SHOP_WELCOME_TITLE","ДОБРО ПОЖАЛОВАТЬ В МАГАЗИН!"
"TID_SHOP_WELCOME","Новые разделы магазина будут открываться по мере твоего продвижения в игре!\n\nНе забывай заглядывать почаще!"
"TID_SHOP_SPECIAL_OFFER","ОСОБАЯ АКЦИЯ"
"TID_SHOP_COIN_BOOSTERS","УСКОРИТЕЛИ"
"TID_SHOP_GEM_PACKS","КРИСТАЛЛЫ"
"TID_SHOP_PURCHASED","Куплено"
"TID_SHOP_OBTAINED","Приобретено"
"TID_SHOP_INVALIDATED","Срок истёк"
"TID_SHOP_ACTIVE","Действует"
"TID_SHOP_DOUBLE_COINS_TITLE","УДВОИТЕЛЬ ЖЕТОНОВ"
"TID_SHOP_DOUBLE_COINS_INFO","Удвоит следующие"
"TID_SHOP_DOUBLE_COINS_INFO_2","заработанных тобой в боях"
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Следующие заработанные в бою жетоны (<AMOUNT>) удваиваются."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Ещё жетонов:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Не хватает кристаллов"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Эти предметы уже куплены."
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Невозможно приобрести. У тебя уже есть что-то из предлагаемых предметов."
"TID_SHOP_OFFER_TITLE","Ограниченное предложение!"
"TID_SHOP_GEM_PACK_1_TITLE","Горсть кристаллов"
"TID_SHOP_GEM_PACK_2_TITLE","Мешочек кристаллов"
"TID_SHOP_GEM_PACK_3_TITLE","Ранец кристаллов"
"TID_SHOP_GEM_PACK_4_TITLE","Ведро кристаллов"
"TID_SHOP_GEM_PACK_5_TITLE","Ящик кристаллов"
"TID_SHOP_GEM_PACK_6_TITLE","Сейф кристаллов"
"TID_SHOP_HEROES_OF_RARITY","ГАРАНТИРОВАННЫЕ БОЙЦЫ"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c> БОЕЦ"
"TID_SHOP_HERO_OF_RARITY_BOX","Ящик"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> СИЛЫ"
"TID_SHOP_GATCHA_BOXES","ЯЩИКИ"
"TID_SHOP_GATCHA_BOX_1","БОЛЬШОЙ ЯЩИК"
"TID_SHOP_GATCHA_BOX_2","ЯЩИК"
"TID_SHOP_GATCHA_BOX_3","МЕГАЯЩИК"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Купить ящик сегодня больше не получится."
"TID_SHOP_TICKETS","БИЛЕТЫ СОБЫТИЙ"
"TID_SHOP_TICKET_PACK_0","Пачка билетов"
"TID_SHOP_TICKET_PACK_1","Стопка билетов"
"TID_SHOP_TICKET_PACK_2","Катушка билетов"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","МОНЕТЫ"
