"TID","CN"
"TID_SHOP_OFFER_PURCHASE_ERROR_4","无法购买，您已经拥有其中的一个或多个物品。"
"TID_SHOP_OFFER_TITLE","限时礼包"
"TID_SHOP_GEM_PACK_1_TITLE","一捧宝石"
"TID_SHOP_GEM_PACK_2_TITLE","一袋宝石"
"TID_SHOP_GEM_PACK_3_TITLE","一包宝石"
"TID_SHOP_GEM_PACK_4_TITLE","一桶宝石"
"TID_SHOP_GEM_PACK_5_TITLE","一小箱宝石"
"TID_SHOP_GEM_PACK_6_TITLE","一大箱宝石"
"TID_SHOP_HEROES_OF_RARITY","必定包含英雄"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c>英雄"
"TID_SHOP_HERO_OF_RARITY_BOX","英雄宝箱"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c>能量"
"TID_SHOP_GATCHA_BOXES","宝箱"
"TID_SHOP_GATCHA_BOX_1","大型宝箱"
"TID_SHOP_GATCHA_BOX_2","乱斗宝箱"
"TID_SHOP_GATCHA_BOX_3","超级宝箱"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","已达到今天的宝箱购买上限"
"TID_SHOP_TICKETS","活动门票"
"TID_SHOP_TICKET_PACK_0","一把门票"
"TID_SHOP_TICKET_PACK_1","一叠门票"
"TID_SHOP_TICKET_PACK_2","一卷门票"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","金币礼包"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","一把金币"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","一小袋金币"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","一大袋金币"
"TID_HERO_LVL_MATERIAL_RECEIVED","已购买<AMOUNT>金币"
"TID_SHOP_DAILY_OFFERS","每日精选"
"TID_SHOP_SKINS","皮肤"
"TID_SHOP_BRAWLIDAYS_SKINS","乱斗圣诞节皮肤"
"TID_SHOP_LUNAR_BRAWL_SKINS","新春乱斗皮肤"
"TID_SHOP_LEGENDARY_SKINS","星光商店"
"TID_SHOP_STAR_BOXES","星光宝箱"
"TID_SHOP_FREE","免费"
"TID_SHOP_CLAIM","领取"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","免费宝箱"
"TID_SHOP_OFFER_TITLE_1","金币"
"TID_SHOP_OFFER_TITLE_6","乱斗宝箱"
"TID_SHOP_OFFER_TITLE_7","门票"
"TID_SHOP_OFFER_TITLE_8","战力能量"
"TID_SHOP_OFFER_TITLE_9","双倍奖章加成"
"TID_SHOP_OFFER_TITLE_10","超级宝箱"
"TID_SHOP_OFFER_TITLE_12","战力能量"
"TID_SHOP_OFFER_TITLE_14","大型宝箱"
"TID_SHOP_OFFER_TITLE_15","乱斗宝箱"
"TID_SHOP_OFFER_TITLE_16","宝石"
"TID_SHOP_OFFER_DESC_GOLD","金币可用来升级英雄"
"TID_SHOP_OFFER_ANY_BRAWLER","任选\n一位英雄"
"TID_PURCHASE_OFFER_POPUP_TITLE","确认购买"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","免费奖励"
"TID_SHOP_OFFER_NEW_HERO_LABEL","英雄"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","皮肤"
"TID_SHOP_OFFER_HERO_POWER_TITLE","战力能量"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","无法购买，活动期间每种礼包限购一次。"
"TID_SHOP_OFFER_NEW","新"
"TID_GATCHA_BOX_TITLE_2","乱斗宝箱"
"TID_GATCHA_BOX_TITLE_3","超级宝箱"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","新英雄"
"TID_GATCHA_BOX_INFO_2","可能包含金币和两个英雄的战力能量，或一个新英雄，或一种星徽之力，部分宝箱还额外包含双倍奖章加成！"
"TID_GATCHA_BOX_INFO_3","\n\n相当于<AMOUNT>个乱斗宝箱。"
"TID_SHOP_OFFER_INFO_0","免费好礼！"
"TID_SHOP_OFFER_INFO_1","内含<AMOUNT>金币，金币可用来升级英雄。"
"TID_SHOP_OFFER_INFO_2","解锁一个随机的\n<RARITY>英雄！"
"TID_SHOP_OFFER_INFO_3","解锁一个新英雄！"
"TID_SHOP_OFFER_INFO_6","可能包含英雄、战力能量、金币以及更多惊喜！"
"TID_SHOP_OFFER_INFO_7","内含<AMOUNT>张活动门票，活动门票可以用来参加门票活动。"
"TID_SHOP_OFFER_INFO_8","内含<AMOUNT>战力能量。收集战力能量，解锁英雄升级！"
"TID_SHOP_OFFER_INFO_9","接下来通过对战获得的<AMOUNT>枚奖章将会翻倍！"
"TID_SHOP_OFFER_INFO_10","超级宝箱包含的物品是普通乱斗宝箱的10倍！"
"TID_SHOP_OFFER_INFO_12","您可以任选一位英雄接收战力能量"
"TID_SHOP_OFFER_INFO_13","解锁新的活动栏位"
"TID_SHOP_OFFER_INFO_14","大型宝箱包含的物品是普通乱斗宝箱的3倍！"
"TID_SHOP_OFFER_HOR_NEW","新"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","英雄"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","新<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","英雄"
"TID_SHOP_SKIN_OFFER","皮肤特惠"
"TID_SHOP_OFFER_EXPIRED","特惠已结束"
"TID_SKINS_AD_TITLE","已推出新皮肤"
"TID_SKINS_AD_OK","确定"
"TID_SKINS_AD_INFO","前往英雄界面查看新款皮肤！"
"TID_TERMS_OF_SERVICE_BUTTON","服务条款"
"TID_IMMUNE","免疫"
"TID_BATTLE_END_PROCEED","继续"
"TID_HINT_TAP_TO_MOVE_1","收集地图中间的<ce662f9>宝石</c>"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","瞄准敌人发射超级技能！"
"TID_HINT_SHOOT_1","地图中间的洞里会冒出<ce662f9>宝石</c>"
"TID_HINT_DRAG_TO_ULTI_1","现在使用红色虚拟摇杆来发动您的超级技能！"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","登录新的Game Center账号"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","您要将当前游戏进度与该Game Center账号绑定吗？"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google账号警告"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","您要加载名叫<name>的<number>级游戏进度吗？警告：当前游戏进度将丢失。"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","加载游戏进度？"
"TID_BUTTON_VILLAGE_LOAD","加载"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center账号警告"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","您要加载名叫<name>的<number>级游戏进度吗？警告：当前游戏进度将丢失。"
"TID_BUTTON_AVATAR_LOAD","加载"
"TID_SETTINGS_SCREEN_TITLE","设置"
"TID_SETTINGS_MUSIC","音乐"
"TID_SETTINGS_SFX","音效"
"TID_SETTINGS_OFF","关闭"
"TID_SETTINGS_ON","开启"
"TID_SETTINGS_LANGUAGE","语言"
"TID_ACCOUNT","设备"
"TID_LINK_DEVICE_BUTTON","关联一台设备"
"TID_SETTINGS_FACEBOOK","好友"
"TID_CHANGE_NAME_BUTTON","更改名称"
"TID_CREDITS_BUTTON","制作人员"
"TID_PRIVACY_POLICY_BUTTON","隐私保护政策"
"TID_PARENTS_GUIDE_BUTTON","家长指南"
"TID_MULTIDEVICE_INFO","使用Game Center账号登录游戏可以保护您的游戏进度，并且方便您在多台iOS设备上进行游戏。"
"TID_SETTINGS_GOOGLE","Google Play登录"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","已连接"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","连接"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","已连接"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","连接"
"TID_FAQ_BUTTON","帮助与支持"
"TID_ABOUT","制作人员\n\n<names>\n\n《荒野乱斗》(Brawl Stars) ™ <version>\n版权所有2016-2020 Supercell Ltd. 保留所有权利。\n<extracopyright>\n本软件的所有使用均需遵守我们在www.supercell.com列明的\n《条款和条件》和《隐私保护政策》。"
"TID_IAP_TRANSACTION_PENDING","交易处理中，请稍候。"
"TID_RATE_APP_TITLE","为《荒野乱斗》评分"
"TID_RATE_APP_MESSAGE","请在App Store对《荒野乱斗》(Brawl Stars)进行评分，并留下您的宝贵意见！"
"TID_BUTTON_RATE_APP_LATER","稍后再说"
"TID_BUTTON_RATE_APP_REVIEW","立刻评论"
"TID_BUTTON_RATE_APP_NEVER","不再提示"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","无法解锁账号"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","暂时无法解锁账号，请稍后重试！"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","重试"
"TID_ACCOUNT_LOCKED_INVALID_CODE","解锁代码无效！"
"TID_ACCOUNT_LOCKED_TITLE","账号已锁定"
"TID_ACCONT_LOCKED_TEXT","由于安全原因，您的账号已被锁定。请联系玩家支持团队恢复您的账号。"
"TID_ACCOUNT_LOCKED_TEXT2","请在此输入解锁代码："
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","点击以确定"
"TID_NOT_ENOUGH_GEMS_TITLE","宝石数量不足"
"TID_NOT_ENOUGH_GEMS_INFO","\n\n您的宝石不足，快去商店买一些吧！"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","进入商店"
"TID_COIN_DOUBLER_TITLE","购买双倍奖章加成"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","增加双倍奖章加成提供的奖章数量"
"TID_COIN_DOUBLER_INFO","接下来通过对战获得的<c2edd1b><AMOUNT></c>枚奖章将会翻倍。"
"TID_COIN_DOUBLER_INFO_WITH_COINS","为您的双倍奖章加成增加<c2edd1b><AMOUNT></c>枚奖章。\n\n双倍奖章加成可使您通过对战获得的奖章加倍。"
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","每颗炸弹伤害"
"TID_STARS_1","注意：您持有一颗<ce662f9>宝石</c>！"
"TID_STARS_2","注意：您持有多颗<ce662f9>宝石</c>！"
"TID_STARS_3","注意：您持有大量<ce662f9>宝石</c>！"
"TID_STARS_4","注意：您持有巨量<ce662f9>宝石</c>！"
"TID_GATCHA_BUTTON_TITLE","乱斗宝箱"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","大型宝箱"
"TID_EVENT_LOCKED","未解锁"
"TID_SPECIAL_EVENT_TITLE_TOP","特别活动："
"TID_SPECIAL_EVENT_STATUS_ACTIVE","持续时间"
"TID_SPECIAL_EVENT_STATUS_FUTURE","离开始还有"
"TID_EVENT_COMING_UP_INFO","该活动将于<TIME>后开始"
"TID_ROCKET_BEACH_SKIN","沙滩布洛克"
"TID_CACTUS_PINK_SKIN_OLD","粉红斯派克"
"TID_SHAMAN_PANDA_SKIN","熊猫妮塔"
"TID_CROW_WHITE_SKIN","神秘白鸦"
"TID_BULL_HAIR_SKIN","维京公牛"
"TID_TRICKSHOT_GOLD_SKIN_OLD","纯金瑞科谢"
"TID_BARKEEP_GOLD_SKIN","金色巴利"
"TID_GUNSLINGER_ROCKSTAR_SKIN","摇滚巨星柯尔特"
"TID_STAT_HEAL","治疗"
"TID_LUCHADOR_RUDO_SKIN","邪魅普里莫"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","购买"
"TID_EVENTS_NEW_EVENT","新活动!"
"TID_SETTINGS_BRAWLHINTS","对战提示"
"TID_COLLECTED_COINS_INFO","您已从<PLANET>收集了<CURRENT>枚奖章，最多可收集<MAX>枚奖章。"
"TID_COLLECTED_COINS_INFO_CAPPED","您已收集了<PLANET>的全部奖章"
"TID_FIRST_WIN_INFO","首次在联机对战获胜即可赢得一枚<cff8E1b>胜利奖章</c>。"
"TID_TICKET_COUNTER_INFO","使用门票参加活动！"
"TID_NOT_ENOUGH_TICKETS","门票不足"
"TID_EVENT_LIST_GAME_ROOMS","创建小队"
"TID_EVENT_LIST_WELCOME","欢迎来到《荒野乱斗》！"
"TID_COOP","合作对战"
"TID_COOP_NOT_SUPPORTED","该活动不支持组队对战"
"TID_PRACTISE_NOT_SUPPORTED","该活动无法进行练习"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","登录新的Facebook账号"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","您要将当前游戏进度与该Facebook账号连接吗？"
"TID_BUTTON_OKAY","确定"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","获得<HERO>以解锁该头像"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","邀请好友\n一起征战"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","每次游戏您可以使用多张门票，以获得更好的奖励。"
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","单人生存模式"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","3名玩家 vs 机甲强盗"
"TID_HIGHSTAKES_REWARDS","<COUNT>倍奖励"
"TID_HIGHSTAKES_COST","门票：<COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","退出《荒野乱斗》？"
"TID_POPUP_ANDROID_EXIT","您确定要退出《荒野乱斗》吗？"
"TID_ROOM_NOT_SUPPORTED","该活动无法创建小队"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","购买失败"
"TID_ERROR_POP_UP_PURCHASE_FAILED","计费服务器未响应，请稍后再试。"
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","确定"
"TID_IAP_NOT_AVAILABLE","请在您设备的访问限制设置中开启App内购买项目。"
"TID_NEWS_TITLE","新闻"
"TID_STAT_DAMAGE_PER_ARROW","每支箭矢伤害"
"TID_STAT_DAMAGE_PER_MINE","每个陷阱伤害"
"TID_STAT_DAMAGE_PER_SPIKE","每发尖刺伤害"
"TID_STAT_DAMAGE_PER_DAGGER","每把飞刃伤害"
"TID_FRIENDS_FACEBOOK_CONNECTED","已连接至Facebook"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","连接Facebook，即可在此处看到您的Facebook好友！"
"TID_FRIENDS_CONNECT_INFO","连接社交平台账号，即可在此处看到您的好友！"
"TID_FRIENDS_NO_FRIENDS","没有好友"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","发送好友请求"
"TID_FRIENDS_TITLE_1_NO_COUNT","好友"
"TID_FRIENDS_TITLE_1","好友 (<COUNT>)"
"TID_FRIENDS_TITLE_2","推荐好友"
"TID_FRIENDS_TITLE_3","待处理好友请求"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","最近一起进行过<COUNT>场游戏"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","最近一起进行过1场游戏"
"TID_FRIENDS_NO_ENTRIES_TAB_2","无推荐好友"
"TID_FRIENDS_NO_ENTRIES_TAB_3","无好友请求"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","无法移除通过社交平台添加的好友"
"TID_FRIEND_REQUEST_ACCEPT","接受"
"TID_FRIEND_REQUEST_REJECT","拒绝"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","来自战队"
"TID_FRIEND_REQUEST_REASON_2","来自小队"
"TID_FRIEND_REQUEST_REASON_3","最近一起进行过<AMOUNT>场游戏"
"TID_FRIEND_REQUEST_REASON_4","最近一起进行过<AMOUNT>场游戏"
"TID_FRIEND_POPOVER_PROFILE","玩家信息"
"TID_FRIEND_POPOVER_REMOVE","移除"
"TID_FRIEND_POPOVER_SPECTATE","观战"
"TID_FRIEND_POPOVER_YOU","这是您"
"TID_REMOVE_FRIEND_POPUP_REMOVE","移除"
"TID_REMOVE_FRIEND_POPUP_CANCEL","取消"
"TID_REMOVE_FRIEND_POPUP_TITLE","确认移除好友"
"TID_REMOVE_FRIEND_POPUP_BODY","您真的想把<NAME>从好友列表中移除吗？"
"TID_UNLOCK_SKIN_CONTENT","\n\n购买<NAME>皮肤"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","连接中断"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","另一台设备正在连接至这个游戏账号。"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","重新加载"
"TID_BAD_CONNECTION","网络连接不畅"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook账号提醒"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","该Facebook账号已连接另一个《荒野乱斗》账号，要替换为连接当前游戏账号吗？"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","Kakao账号提醒"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT","该Kakao账号已连接另一个《荒野乱斗》账号，要替换为连接当前游戏账号吗？"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE","LINE账号提醒"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT","该LINE账号已连接另一个《荒野乱斗》账号，要替换为连接当前游戏账号吗？"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","已领取免费活动奖励"
"TID_GEM_BUY_CONFIRMATION","已获得<AMOUNT>宝石！"
"TID_BLOCKED_TEAM_READY","准备就绪时无法显示"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","准备就绪时无法邀请其他玩家"
"TID_SHOTGUN_BANDITA_SKIN","侠盗雪莉"
"TID_SHUTDOWN_STARTED","系统即将开始维护，游戏将在5分钟后关闭。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","抱歉，服务器正在维护。请在几小时后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","抱歉，服务器正在维护。请在几小时后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","抱歉，服务器正在维护。请在约1.5小时后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","抱歉，服务器正在维护。请在约1小时后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","抱歉，服务器正在维护。请在约<value>分钟后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","抱歉，服务器正在维护。请在几分钟后重试。"
"TID_SHUTDOWN_BATTLE_DISABLED","系统即将开始维护，游戏将在几分钟后关闭。很抱歉，在此期间无法进行对战。"
"TID_TEAM_SEARCH_NO_TEAM_CODE","输入小队代码"
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","您没有接受或拒绝申请的权限"
"TID_CLAN_RESPONSE_71","资深队员需等待一段时间才能再次踢出队员"
"TID_STAT_MAX_DAMAGE","最大射程伤害"
"TID_STAT_DAMAGE_PER_BOMB","每颗手榴弹伤害"
"TID_ELDER_KICK_FAIL_COOLDOWN","您近期已经踢出过一名战队队员，请在<time>后重试。"
"TID_LUCHADOR_KING_SKIN","王者普里莫"
"TID_PLAYER_DEFEATED_BR","英雄已被击败"
"TID_BALL_1","后院球场"
"TID_HINT_GET_BALL","奋力抢<cdaa520>球</c>！"
"TID_LASER_BALL_INTRO_TEXT","进两球即可获胜！"
"TID_AFK_WARNING","挂机行为警告！请移动！"
"TID_AFK_DISCONNECTED_MSG","由于网络连接不畅或挂机行为，您已被强制下线。"
"TID_AFK_BANNED_MSG","由于网络连接不畅或挂机行为，您无法重回当前对战。您可在对战结束后重新回到游戏。"
"TID_AFK_DISCONNECTED_TITLE","因挂机而断开连接"
"TID_AFK_BANNED_TITLE","禁止回到对战"
"TID_AFK_RELOAD","重新加载"
"TID_GAME_MODE_7","天选之战"
"TID_GAME_MODE_7_DESC","一名玩家扮演天选英雄，另外五名玩家则需要合力击败他！\n\n天选英雄的战斗力比其他玩家强很多，同时拥有极高的生命值，但生命值会缓慢流失。天选英雄必须挡住对手的攻势，尽量活得更久！\n\n另外五名猎手则需要相互协作，尽快消灭强大的天选英雄！"
"TID_BOSS_INTRO_TEXT_ATTACK","击败天选英雄！"
"TID_BOSS_INTRO_TEXT_DEFEND","您是天选英雄！"
"TID_BOSS_1","灾难峡谷"
"TID_SEASON_END_POPUP_TITLE","赛季已结束"
"TID_SEASON_END_POPUP_REWARD","赛季结束奖励"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","重大调整！"
"TID_COIN_META_MIGRATION_OK","开始教程"
"TID_COIN_META_MIGRATION_TXT_1","《荒野乱斗》的升级系统更新了，现在您收集了足够的战力能量后即可升级相应英雄。以前进行过的英雄升级已转化为英雄等级。"
"TID_COIN_META_MIGRATION_TXT_2","您尚未使用的升级代币已转化为乱斗宝箱，而且还会额外获得多个宝箱以确保您的游戏进度与之前一致。"
"TID_COIN_META_MIGRATION_TXT_3","《荒野乱斗》现已改为横屏模式和双摇杆操作方式。"
"TID_COIN_META_MIGRATION_TXT_4","已移除\q代币加成\q，尚未使用的代币加成已转化为宝石。"
"TID_BOLTS_MIGRATION_TITLE","重大调整！"
"TID_BOLTS_MIGRATION_OK","确定"
"TID_BOLTS_MIGRATION_INFO","全新英雄升级系统已不再使用圣水。您的圣水和之前为英雄进行的升级已经转化为<BOLTS>升级代币。使用升级代币来升级您的英雄吧！\n\n重复的英雄和筹码已经从游戏中移除，您的筹码已经转化为<GEMS>宝石。祝您游戏愉快！"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","您的圣水已转化为升级代币"
"TID_BOLTS_MIGRATION_CHIP_GEM","您的筹码已兑换为宝石"
"TID_STAT_HEALING_PER_SEC","每秒治疗"
"TID_STAT_DAMAGE_PER_CARD","每张卡牌伤害"
"TID_OVERTIME","加时赛！"
"TID_STARTER_PACK_XP_REQ","您已达到<XPLEVEL>级，商店准备了特惠礼包！"
"TID_VALUE","超值"
"TID_SHOP_ONE_TIME_PURCHASE","该礼包只能购买一次！"
"TID_HINT_MAKE_GOAL_1","拖动<ccc0033>红色摇杆</c>瞄准踢球方向！"
"TID_BALL_2","三重威胁"
"TID_BALL_3","精准射门"
"TID_STARTER_PACK_1","5级礼包"
"TID_STARTER_PACK_2","15级礼包"
"TID_STARTER_PACK_3","25级礼包"
"TID_IAP_XMAS2018_PACK","节日礼包"
"TID_IAP_XMAS2018_PACK_DESC","嚯嚯嚯！"
"TID_STARTER_PACK_0","新手礼包"
"TID_STARTER_PACK_0_DESC","欢迎加入《荒野乱斗》，精彩乱斗由此开启！"
"TID_IAP_LNY2019_PACK","新春大乐斗特惠"
"TID_IAP_LNY2019_PACK_DESC","新春快乐！"
"TID_IAP_MARCH2019_PACK","三月特惠"
"TID_IAP_MARCH2019_PACK_DESC","该礼包仅可购买一次！"
"TID_IAP_REFRESHER_PACK_DESC","该礼包仅可购买一次！"
"TID_BLACKHOLE_DEFAULT_SKIN","默认"
"TID_GOLD_CAP_HIT","奖章已达上限"
"TID_GATCHA_BUTTON_BOX_STACK_FULL","已达宝箱存放上限"
"TID_COOP_1","弹珠公园"
"TID_GAME_MODE_8","机甲入侵"
"TID_GAME_MODE_8_DESC","保护保险柜不被贪婪的机甲强盗攻破！防守得越久，奖励就越丰厚！\n\n机甲强盗会从四面八方向保险柜发起猛攻，而且数量会越来越多。拼尽全力守住保险柜吧！"
"TID_COOP_INTRO_TEXT","保护保险柜！"
"TID_SELECT_EVENT_POPUP_TITLE","选择活动"
"TID_BARREL_BOT","达里尔"
"TID_BARREL_BOT_DESC","达里尔手中的两把双管猎枪威力巨大。他的超级技能是钻进桶里四处乱滚乱撞！"
"TID_BARREL_BOT_WEAPON","双管双枪"
"TID_BARREL_BOT_WEAPON_DESC","达里尔的双管猎枪可以发射出两波交错的火力，能够对近距离目标造成大量伤害。"
"TID_BARREL_BOT_ULTI","滚桶突进"
"TID_BARREL_BOT_ULTI_DESC","达里尔躲进木桶并迅速向前滚动，他会撞飞沿途的敌人并对他们造成伤害。如果碰上墙壁，木桶会弹向其他方向。他的超级技能会随时间自动充能！"
"TID_ARTILLERY_DUDE","潘妮"
"TID_ARTILLERY_DUDE_DESC","潘妮发射的金币袋在命中目标后还能继续伤害后方的目标。她的超级技能是安放一门老式舰炮！"
"TID_ARTILLERY_DUDE_WEAPON","爆金短枪"
"TID_ARTILLERY_DUDE_WEAPON_DESC","向敌人发射一个装满愚人金币的钱袋。钱袋击中敌人后会破裂，飞散出来的金币会继续攻击后方的目标。"
"TID_ARTILLERY_DUDE_ULTI","老式舰炮"
"TID_ARTILLERY_DUDE_ULTI_DESC","潘妮摆出自己的招牌舰炮，为自己提供火力支援！这门舰炮不仅射程远，还能攻击到掩体后的敌人。"
"TID_ITEM_NAME_SPECIAL","星徽之力"
"TID_HERO_INFO_ITEM_LOCKED","达到<LEVEL>级后有机会获取"
"TID_HERO_INFO_LOCKED_INFO","打开乱斗宝箱\n有机会获得"
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","总奖杯数达到\n<SCORE>后解锁"
"TID_SPEC_ABI_FREEZE","震荡射击"
"TID_SPEC_ABI_BERSERKER","狂牛暴怒"
"TID_SPEC_SELF_DESTRUCT","复仇"
"TID_SPEC_ABI_CACTUS_HEAL","滋养之地"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","借酒消愁"
"TID_SPEC_ABI_REPAIR_TURRET","战地充能"
"TID_SPEC_ABI_PET_LIFESTEAL","灵魂协同"
"TID_SPEC_ABI_STEAL_SOULS","恐怖收割"
"TID_SPEC_ABI_SPOT","锐利鹰眼"
"TID_SPEC_ABI_AMBUSH","致命伏击"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","暗影分身"
"TID_SPEC_ABI_SPEED","大步流星"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","母爱拥抱"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","超级弹射"
"TID_SPEC_ABI_FIRE_DOT_ULTI","燃烧之魂"
"TID_SPEC_LAST_STAND","临终绝唱"
"TID_SPEC_BURN","燃爆全场"
"TID_SPEC_CRIPPLE","衰弱毒药"
"TID_SPEC_ABI_BARREL_DEFENSE","钢圈加固"
"TID_SPEC_HEAL_MAIN_ATTACK","治愈琴音"
"TID_SPEC_ABI_FREEZE_DESC","雪莉的超级霰弹可使敌人的移动速度降低，持续<c00cc00><VALUE1></c>秒。"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","黑鸦的普通攻击和超级技能对生命值不高于<VALUE1>%的英雄可造成<c00cc00><VALUE2></c>额外伤害。"
"TID_SPEC_ABI_BERSERKER_DESC","公牛生命值低于<c00cc00><VALUE1>%</c>时，装弹速度加倍！"
