"TID","NL"
"TID_SHOP_GATCHA_BOXES","DOZEN"
"TID_SHOP_GATCHA_BOX_1","GROTE DOOS"
"TID_SHOP_GATCHA_BOX_2","KNOKDOOS"
"TID_SHOP_GATCHA_BOX_3","MEGADOOS"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Je kunt vandaag geen dozen meer kopen."
"TID_SHOP_TICKETS","EVENEMENTTICKETS"
"TID_SHOP_TICKET_PACK_0","Pak tickets"
"TID_SHOP_TICKET_PACK_1","Stapel tickets"
"TID_SHOP_TICKET_PACK_2","Rol tickets"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","MUNTENPAKKETTEN"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Vuistvol munten"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Buidel munten"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Zak munten"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> munten gekocht"
"TID_SHOP_DAILY_OFFERS","DAGELIJKSE DEALS"
"TID_SHOP_SKINS","SKINS"
"TID_SHOP_BRAWLIDAYS_SKINS","KNOKFEESTDAGEN-SKINS"
"TID_SHOP_LUNAR_BRAWL_SKINS","LUNAIRE KNOKSKINS"
"TID_SHOP_LEGENDARY_SKINS","STERWINKEL"
"TID_SHOP_STAR_BOXES","STERDOZEN"
"TID_SHOP_FREE","GRATIS"
"TID_SHOP_CLAIM","OPHALEN"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","GRATIS DOOS"
"TID_SHOP_OFFER_TITLE_1","MUNTEN"
"TID_SHOP_OFFER_TITLE_6","KNOKDOOS"
"TID_SHOP_OFFER_TITLE_7","TICKETS"
"TID_SHOP_OFFER_TITLE_8","KRACHTPUNTEN"
"TID_SHOP_OFFER_TITLE_9","TOKENVERDUBBELAAR"
"TID_SHOP_OFFER_TITLE_10","MEGADOOS"
"TID_SHOP_OFFER_TITLE_12","KRACHTPUNTEN"
"TID_SHOP_OFFER_TITLE_14","GROTE DOOS"
"TID_SHOP_OFFER_TITLE_15","KNOKDOOS"
"TID_SHOP_OFFER_TITLE_16","EDELSTENEN"
"TID_SHOP_OFFER_DESC_GOLD","Gebruik munten om je knokkers te upgraden."
"TID_SHOP_OFFER_ANY_BRAWLER","VOOR ELKE\nKNOKKER"
"TID_PURCHASE_OFFER_POPUP_TITLE","Aankoop bevestigen"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Gratis beloning"
"TID_SHOP_OFFER_NEW_HERO_LABEL","KNOKKER"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","SKIN"
"TID_SHOP_OFFER_HERO_POWER_TITLE","KRACHTPUNTEN"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Je kunt dit niet kopen. Slechts één aankoop per pakket per evenement toegestaan."
"TID_SHOP_OFFER_NEW","NIEUW"
"TID_GATCHA_BOX_TITLE_2","KNOKDOOS"
"TID_GATCHA_BOX_TITLE_3","MEGADOOS"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","NIEUWE KNOKKER"
"TID_GATCHA_BOX_INFO_2","Bevat een nieuwe knokker of een sterrenkracht of munten en krachtpunten voor twee knokkers. Sommige dozen bevatten een tokenverdubbelaar als bonus!"
"TID_GATCHA_BOX_INFO_3","\n\n<AMOUNT> keer groter dan een enkele knokdoos."
"TID_SHOP_OFFER_INFO_0","Helemaal gratis. Veel plezier!"
"TID_SHOP_OFFER_INFO_1","Bevat <AMOUNT> munten. Gebruik munten om je knokkers te upgraden."
"TID_SHOP_OFFER_INFO_2","Ontgrendel een willekeurige knokker met zeldzaamheid: <RARITY>."
"TID_SHOP_OFFER_INFO_3","Ontgrendel een nieuwe knokker."
"TID_SHOP_OFFER_INFO_6","Knokdozen kunnen knokkers, krachtpunten, munten en meer bevatten."
"TID_SHOP_OFFER_INFO_7","Bevat <AMOUNT> evenementtickets. Gebruik tickets voor ticket-\nevenementen."
"TID_SHOP_OFFER_INFO_8","Bevat <AMOUNT> krachtpunten. Verzamel krachtpunten om knokkerupgrades te ontgrendelen."
"TID_SHOP_OFFER_INFO_9","Verdubbelt de volgende <AMOUNT> tokens die je in gevechten krijgt!"
"TID_SHOP_OFFER_INFO_10","Megadozen bevatten tien keer zo veel items als gewone knokdozen."
"TID_SHOP_OFFER_INFO_12","Je kunt de knokker kiezen die de krachtpunten krijgt."
"TID_SHOP_OFFER_INFO_13","Ontgrendel nieuw evenementenvak"
"TID_SHOP_OFFER_INFO_14","Grote dozen bevatten drie keer zo veel items als gewone knokdozen."
"TID_SHOP_OFFER_HOR_NEW","NIEUW"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","KNOKKER"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","NIEUW <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","KNOKKER"
"TID_SHOP_SKIN_OFFER","SKINAANBIEDING"
"TID_SHOP_OFFER_EXPIRED","Aanbieding verlopen"
"TID_SKINS_AD_TITLE","NIEUWE SKINS BESCHIKBAAR"
"TID_SKINS_AD_OK","OK"
"TID_SKINS_AD_INFO","Bekijk de nieuwe skins in het knokkersscherm."
"TID_TERMS_OF_SERVICE_BUTTON","Algemene voorwaarden"
"TID_IMMUNE","Immuun"
"TID_BATTLE_END_PROCEED","DOORGAAN"
"TID_HINT_TAP_TO_MOVE_1","Verzamel <ce662f9>edelstenen</c> in het midden van de kaart."
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Richt de super op de vijand."
"TID_HINT_SHOOT_1","<ce662f9>Edelstenen</c> komen uit het gat in de grond in het midden!"
"TID_HINT_DRAG_TO_ULTI_1","Schiet nu je super met de rode joystick."
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Nieuwe aanmelding bij Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Wil je je huidige spel opslaan onder dit Game Center-account?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Melding Google-account"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Wil je het spel van <name> met ervaringslevel <number> laden? Let op: de voortgang in het huidige spel gaat verloren."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Spel laden?"
"TID_BUTTON_VILLAGE_LOAD","Laden"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center-melding"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Wil je het spel van <name> met ervaringslevel <number> laden? Let op: de voortgang in het huidige spel gaat verloren."
"TID_BUTTON_AVATAR_LOAD","Laden"
"TID_SETTINGS_SCREEN_TITLE","Instellingen"
"TID_SETTINGS_MUSIC","MUZIEK"
"TID_SETTINGS_SFX","GELUIDSEFFECTEN"
"TID_SETTINGS_OFF","UIT"
"TID_SETTINGS_ON","AAN"
"TID_SETTINGS_LANGUAGE","TAAL"
"TID_ACCOUNT","Apparaten"
"TID_LINK_DEVICE_BUTTON","Apparaat koppelen"
"TID_SETTINGS_FACEBOOK","VRIENDEN"
"TID_CHANGE_NAME_BUTTON","Naam wijzigen"
"TID_CREDITS_BUTTON","Credits"
"TID_PRIVACY_POLICY_BUTTON","Privacybeleid"
"TID_PARENTS_GUIDE_BUTTON","Richtlijn voor ouders"
"TID_MULTIDEVICE_INFO","Meld je aan met je Game Center-account om je voortgang te bewaren en met meerdere iOS-apparaten te spelen."
"TID_SETTINGS_GOOGLE","Google Play Sign-In"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Verbonden"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Verbinding maken"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","VERBONDEN"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","VERBINDING MAKEN"
"TID_FAQ_BUTTON","Hulp en ondersteuning"
"TID_ABOUT","Credits\n\n<names>\n\nBrawl Stars™ <version>\nCopyright 2016-2020 Supercell Ltd. Alle rechten voorbehouden.\n<extracopyright>\nAlle gebruik van deze software is onderhevig aan de Algemene voorwaarden en het Privacybeleid op www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","Momentje alsjeblieft. De transactie wordt verwerkt."
"TID_RATE_APP_TITLE","Brawl Stars beoordelen"
"TID_RATE_APP_MESSAGE","Schrijf een recensie of beoordeel Brawl Stars in de App Store. Je feedback is voor ons heel waardevol!"
"TID_BUTTON_RATE_APP_LATER","Later"
"TID_BUTTON_RATE_APP_REVIEW","Beoordelen"
"TID_BUTTON_RATE_APP_NEVER","Nooit"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Account ontgrendelen niet beschikbaar"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Account ontgrendelen is nu niet beschikbaar. Probeer het later opnieuw."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Opnieuw proberen"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Ongeldige ontgrendelcode"
"TID_ACCOUNT_LOCKED_TITLE","Account vergrendeld"
"TID_ACCONT_LOCKED_TEXT","Je account is om veiligheidsredenen vergrendeld. Neem contact op met de spelersondersteuning om je account te herstellen."
"TID_ACCOUNT_LOCKED_TEXT2","Voer hier de ontgrendelcode in:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Tik om te bevestigen"
"TID_NOT_ENOUGH_GEMS_TITLE","Niet genoeg edelstenen"
"TID_NOT_ENOUGH_GEMS_INFO","\n\nJe edelstenen zijn op. Bezoek de winkel om er meer te halen."
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Naar winkel"
"TID_COIN_DOUBLER_TITLE","Tokenverdubbelaar kopen"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Voeg tokens toe aan de tokenverdubbelaar"
"TID_COIN_DOUBLER_INFO","Verdubbelt de volgende <c2edd1b><AMOUNT></c> tokens die je in gevechten krijgt."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Voeg <c2edd1b><AMOUNT></c> tokens toe aan je tokenverdubbelaar.\n\nDe tokenverdubbelaar verdubbelt de tokens die je in gevechten krijgt."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Schade per dynamiet"
"TID_STARS_1","Let op: je hebt een <ce662f9>edelsteen</c>!"
"TID_STARS_2","Let op: je hebt <ce662f9>edelstenen</c>!"
"TID_STARS_3","Let op: je hebt veel <ce662f9>edelstenen</c>!"
"TID_STARS_4","Let op: je hebt enorm veel <ce662f9>edelstenen</c>!"
"TID_GATCHA_BUTTON_TITLE","KNOKDOOS"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","GROTE DOOS"
"TID_EVENT_LOCKED","Vergrendeld"
"TID_SPECIAL_EVENT_TITLE_TOP","SPECIAAL EVENEMENT:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","actief gedurende"
"TID_SPECIAL_EVENT_STATUS_FUTURE","begint over"
"TID_EVENT_COMING_UP_INFO","Dit evenement begint over <TIME>."
"TID_ROCKET_BEACH_SKIN","STRAND-BROCK"
"TID_CACTUS_PINK_SKIN_OLD","ROZE SPIKE"
"TID_SHAMAN_PANDA_SKIN","PANDA-NITA"
"TID_CROW_WHITE_SKIN","WITTE CROW"
"TID_BULL_HAIR_SKIN","VIKING-BULL"
"TID_TRICKSHOT_GOLD_SKIN_OLD","GOUDEN RICOCHET"
"TID_BARKEEP_GOLD_SKIN","GOUDEN BARLEY"
"TID_GUNSLINGER_ROCKSTAR_SKIN","ROCKSTER-COLT"
"TID_STAT_HEAL","Genezen"
"TID_LUCHADOR_RUDO_SKIN","EL RUDO PRIMO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Kopen"
"TID_EVENTS_NEW_EVENT","Nieuw evenement!"
"TID_SETTINGS_BRAWLHINTS","Gevechtshints"
"TID_COLLECTED_COINS_INFO","Je hebt <CURRENT> tokens van de maximaal <MAX> tokens verzameld in <PLANET>."
"TID_COLLECTED_COINS_INFO_CAPPED","Je hebt alle beschikbare tokens in <PLANET> verzameld."
"TID_FIRST_WIN_INFO","Verdien een <cff8E1b>stertoken</c> voor je eerste overwinning op andere spelers."
"TID_TICKET_COUNTER_INFO","Geef hier je tickets uit om te kunnen knokken!"
"TID_NOT_ENOUGH_TICKETS","Niet genoeg tickets"
"TID_EVENT_LIST_GAME_ROOMS","NIEUW TEAM"
"TID_EVENT_LIST_WELCOME","Welkom bij Brawl Stars!"
"TID_COOP","Co-op knokken"
"TID_COOP_NOT_SUPPORTED","Co-op knokken niet beschikbaar in dit evenement."
"TID_PRACTISE_NOT_SUPPORTED","Training niet beschikbaar voor dit evenement."
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Nieuwe Facebook-aanmelding"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Wil je je huidige spel koppelen aan dit Facebook-account?"
"TID_BUTTON_OKAY","OK"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Dit pictogram vereist <HERO>."
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Nodig vrienden uit en\nspeel samen!"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Je kunt meerdere tickets per spel uitgeven om betere beloningen te krijgen."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 tegen 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Eenzame overwinnaar"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 tegen 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Drie spelers tegen robots"
"TID_HIGHSTAKES_REWARDS","Beloningen x<COUNT>"
"TID_HIGHSTAKES_COST","Tickets: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Brawl Stars afsluiten?"
"TID_POPUP_ANDROID_EXIT","Weet je zeker dat je Brawl Stars wilt afsluiten?"
"TID_ROOM_NOT_SUPPORTED","Teams niet beschikbaar voor dit evenement."
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Aankoop mislukt"
"TID_ERROR_POP_UP_PURCHASE_FAILED","De transactieserver reageert niet. Probeer het later opnieuw."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","OK"
"TID_IAP_NOT_AVAILABLE","Schakel Kopen vanuit apps in bij de instellingen van je apparaat."
"TID_NEWS_TITLE","NIEUWS"
"TID_STAT_DAMAGE_PER_ARROW","Schade per pijl"
"TID_STAT_DAMAGE_PER_MINE","Schade per val"
"TID_STAT_DAMAGE_PER_SPIKE","Schade per naald"
"TID_STAT_DAMAGE_PER_DAGGER","Schade per dolk"
"TID_FRIENDS_FACEBOOK_CONNECTED","Facebook verbonden"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Verbind je spel met Facebook om hier je Facebook-vrienden te zien."
"TID_FRIENDS_CONNECT_INFO","Maak verbinding met sociale netwerken om je vrienden te zien."
"TID_FRIENDS_NO_FRIENDS","Geen vrienden"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","VRIENDENVERZOEK VERZENDEN"
"TID_FRIENDS_TITLE_1_NO_COUNT","VRIENDEN"
"TID_FRIENDS_TITLE_1","VRIENDEN (<COUNT>)"
"TID_FRIENDS_TITLE_2","VOORGESTELDE VRIENDEN"
"TID_FRIENDS_TITLE_3","VRIENDUITNODIGINGEN"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","RECENT <COUNT> SPELLEN SAMEN GESPEELD"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","RECENT EEN SPEL SAMEN GESPEELD"
"TID_FRIENDS_NO_ENTRIES_TAB_2","GEEN VRIENDEN AANBEVOLEN"
"TID_FRIENDS_NO_ENTRIES_TAB_3","GEEN VRIENDUITNODIGINGEN"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","Je kunt je vrienden niet verwijderen van je sociale netwerken."
"TID_FRIEND_REQUEST_ACCEPT","ACCEPTEREN"
"TID_FRIEND_REQUEST_REJECT","AFWIJZEN"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","UIT EEN CLUB"
"TID_FRIEND_REQUEST_REASON_2","UIT EEN TEAM"
"TID_FRIEND_REQUEST_REASON_3","RECENT <AMOUNT> SPELLEN SAMEN GESPEELD"
"TID_FRIEND_REQUEST_REASON_4","RECENT <AMOUNT> SPELLEN SAMEN GESPEELD"
"TID_FRIEND_POPOVER_PROFILE","PROFIEL"
"TID_FRIEND_POPOVER_REMOVE","VERWIJDEREN"
"TID_FRIEND_POPOVER_SPECTATE","TOEKIJKEN"
"TID_FRIEND_POPOVER_YOU","Dit ben jij"
"TID_REMOVE_FRIEND_POPUP_REMOVE","VERWIJDEREN"
"TID_REMOVE_FRIEND_POPUP_CANCEL","ANNULEREN"
"TID_REMOVE_FRIEND_POPUP_TITLE","VERWIJDEREN BEVESTIGEN"
"TID_REMOVE_FRIEND_POPUP_BODY","Weet je zeker dat je <NAME> wilt verwijderen uit je vriendenlijst?"
"TID_UNLOCK_SKIN_CONTENT","\n\n<NAME>-SKIN KOPEN"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Verbinding verbroken"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Een ander apparaat maakt verbinding met dit spel."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Opnieuw laden"
"TID_BAD_CONNECTION","Slechte netwerkverbinding"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook-melding"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Dit Facebook-account is al gekoppeld aan een ander Brawl Stars-spel. Wil je het aan je huidige spel koppelen?"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","Kakao-waarschuwing"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT","Dit Kakao-account is al gekoppeld aan een ander Brawl Stars-spel. Wil je het aan je huidige spel koppelen?"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE","LINE-waarschuwing"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT","Dit LINE-account is al gekoppeld aan een ander Brawl Stars-spel. Wil je het aan je huidige spel koppelen?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","Gratis evenementbeloning opgehaald"
"TID_GEM_BUY_CONFIRMATION","<AMOUNT> edelstenen ontvangen!"
"TID_BLOCKED_TEAM_READY","Dit kan niet worden weergegeven als je klaar bent."
"TID_TEAM_CANNOT_INVITE_WHILE_READY","Je kunt niemand uitnodigen als je klaar bent."
"TID_SHOTGUN_BANDITA_SKIN","BANDITA-SHELLY"
"TID_SHUTDOWN_STARTED","Het spel wordt over 5 minuten onderbroken voor onderhoud."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over een paar uur opnieuw."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over een aantal uren opnieuw."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over ongeveer anderhalf uur opnieuw."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over ongeveer een uur opnieuw."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over ongeveer <value> minuten opnieuw."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over een paar minuten opnieuw."
"TID_SHUTDOWN_BATTLE_DISABLED","Het spel wordt over een paar minuten onderbroken wegens onderhoud. Je kunt geen nieuwe spellen starten tot het onderhoud is afgelopen."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Voer teamcode in."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Je hebt geen toegang tot het accepteren of afwijzen van aansluitverzoeken."
"TID_CLAN_RESPONSE_71","Oudsten hebben een afkoelperiode nadat ze iemand uit de club hebben gezet."
"TID_STAT_MAX_DAMAGE","Schade op max. bereik"
"TID_STAT_DAMAGE_PER_BOMB","Schade per granaat"
"TID_ELDER_KICK_FAIL_COOLDOWN","Je hebt recent een clublid verwijderd. Probeer het opnieuw over <time>."
"TID_LUCHADOR_KING_SKIN","EL REY PRIMO"
"TID_PLAYER_DEFEATED_BR","Knokker verslagen"
"TID_BALL_1","Achtertuinbowling"
"TID_HINT_GET_BALL","Pak de <cdaa520>bal</c>!"
"TID_LASER_BALL_INTRO_TEXT","Scoor twee doelpunten om te winnen!"
"TID_AFK_WARNING","Rust-waarschuwing! Verplaats je knokker!"
"TID_AFK_DISCONNECTED_MSG","Je werd uit het gevecht gezet omdat je knokker niets deed of vanwege een slechte verbinding."
"TID_AFK_BANNED_MSG","Je bent uit het huidige gevecht gezet omdat je niets deed of vanwege een slecht netwerk. Je kunt weer aan het spel meedoen zodra het gevecht is afgelopen."
"TID_AFK_DISCONNECTED_TITLE","Verbinding verbroken wegens rust"
"TID_AFK_BANNED_TITLE","Uit gevecht gezet"
"TID_AFK_RELOAD","Opnieuw laden"
"TID_GAME_MODE_7","MEGAGEVECHT"
"TID_GAME_MODE_7_DESC","Vijf spelers proberen de megaknokker van een speler uit te schakelen.\n\nAls megaknokker heb je een enorm krachtvoordeel. Je gezondheid telt gigantisch veel punten, maar deze neemt langzaam af. Versla de jagers en blijf zo lang mogelijk in het spel.\n\nAls een van de vijf jagers moet je samenwerken met je team om de megaknokker zo snel mogelijk uit te schakelen."
"TID_BOSS_INTRO_TEXT_ATTACK","Versla de MEGAKNOKKER!"
"TID_BOSS_INTRO_TEXT_DEFEND","Jij bent de MEGAKNOKKER!"
"TID_BOSS_1","Calamiteitenvallei"
"TID_SEASON_END_POPUP_TITLE","SEIZOEN AFGELOPEN"
"TID_SEASON_END_POPUP_REWARD","SEIZOENSEINDEBELONING"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","Belangrijke aanpassingen"
"TID_COIN_META_MIGRATION_OK","TUTORIAL SPELEN"
"TID_COIN_META_MIGRATION_TXT_1","Brawl Stars heeft een nieuw upgradesysteem. Knokkers kunnen worden geüpgraded door krachtpunten te verzamelen. Je huidige voortgang is omgezet in knokkerlevels."
"TID_COIN_META_MIGRATION_TXT_2","Je krijgt knokdozen voor je ongebruikte upgradetokens en een paar extra om er voor te zorgen dat je geen voortgang verliest."
"TID_COIN_META_MIGRATION_TXT_3","Het spel wordt nu gespeeld in landschapsmodus en bestuurd met twee joysticks."
"TID_COIN_META_MIGRATION_TXT_4","De MUNTBOOSTER is nu verdwenen en omgezet in edelstenen."
"TID_BOLTS_MIGRATION_TITLE","Belangrijke aanpassingen"
"TID_BOLTS_MIGRATION_OK","OK"
"TID_BOLTS_MIGRATION_INFO","Het nieuwe upgradesysteem voor knokkers gebruikt geen elixir meer. Je hebt <BOLTS> upgradetokens gekregen voor je elixir en eerdere knokkerupgrades. Gebruik upgradetokens om je knokkers te upgraden!\n\nDubbele knokkers en dus ook chips zijn uit het spel verwijderd. Je hebt <GEMS> edelstenen gekregen voor je chips. Veel plezier!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","JE ELIXIR IS OMGEZET IN UPGRADETOKENS"
"TID_BOLTS_MIGRATION_CHIP_GEM","JE CHIPS ZIJN OMGEZET IN EDELSTENEN"
"TID_STAT_HEALING_PER_SEC","Genezen per seconde"
"TID_STAT_DAMAGE_PER_CARD","Schade per kaart"
"TID_OVERTIME","Extra tijd!"
"TID_STARTER_PACK_XP_REQ","Speciale aanbieding omdat je ervaringslevel <XPLEVEL> hebt bereikt."
"TID_VALUE","voordeel"
"TID_SHOP_ONE_TIME_PURCHASE","Deze aanbieding is EENMALIG!"
"TID_HINT_MAKE_GOAL_1","Sleep de <ccc0033>rode joystick</c> om de bal te richten."
"TID_BALL_2","Drie keer stuiteren"
"TID_BALL_3","Precisieschop"
"TID_STARTER_PACK_1","LEVEL-5-PAKKET"
"TID_STARTER_PACK_2","LEVEL-15-PAKKET"
"TID_STARTER_PACK_3","LEVEL-25-PAKKET"
"TID_IAP_XMAS2018_PACK","FEESTDAGENPAKKET"
"TID_IAP_XMAS2018_PACK_DESC","Ho, ho, ho!"
"TID_STARTER_PACK_0","WELKOMSTPAKKET"
"TID_STARTER_PACK_0_DESC","Vier het begin van je Brawl Stars-avontuur."
"TID_IAP_LNY2019_PACK","LUNAIRE KNOKAANBIEDING"
"TID_IAP_LNY2019_PACK_DESC","Gelukkig lunair nieuwjaar!"
"TID_IAP_MARCH2019_PACK","MAARTAANBIEDING"
"TID_IAP_MARCH2019_PACK_DESC","Dit is een eenmalige aanbieding!"
"TID_IAP_REFRESHER_PACK_DESC","Dit is een eenmalige aanbieding!"
"TID_BLACKHOLE_DEFAULT_SKIN","Standaard"
"TID_GOLD_CAP_HIT","Tokenlimiet bereikt."
"TID_GATCHA_BUTTON_BOX_STACK_FULL","Dozenstapel vol"
"TID_COOP_1","Pachinko Park"
"TID_GAME_MODE_8","ROBOROMMEL"
"TID_GAME_MODE_8_DESC","Verdedig de kluis tegen de inhalige robobandieten! Hoe langer je het volhoudt, des te groter je beloning.\n\nDe robots komen van alle kanten op de kluis af en het worden er steeds meer. Doe je best om hem zo lang mogelijk te verdedigen."
"TID_COOP_INTRO_TEXT","Verdedig je kluis!"
"TID_SELECT_EVENT_POPUP_TITLE","Evenement selecteren"
"TID_BARREL_BOT","DARRYL"
"TID_BARREL_BOT_DESC","Darryl valt aan met zijn dubbelloopsgeweren. Met zijn superaanval rolt hij in zijn stuiterende ton."
"TID_BARREL_BOT_WEAPON","DUBBELDUO"
"TID_BARREL_BOT_WEAPON_DESC","Darryls dubbelloopsgeweren schieten twee enorme schoten af die zware schade aanrichten op korte afstand."
"TID_BARREL_BOT_ULTI","ROLLENDE TONNEN"
"TID_BARREL_BOT_ULTI_DESC","Darryl rolt naar voren met zijn ton, beukt vijanden omver en stuitert tegen muren. Zijn super wordt aangevuld naarmate de tijd verstrijkt."
"TID_ARTILLERY_DUDE","PENNY"
"TID_ARTILLERY_DUDE_DESC","Penny schiet buidels met munten die het doel en vijanden erachter schade toebrengen. Haar superaanval is een kanonnengeschut in de stijl van een mortier."
"TID_ARTILLERY_DUDE_WEAPON","PLUNDERBUS"
"TID_ARTILLERY_DUDE_WEAPON_DESC","Schiet een buidel met het goud der dwazen. Als de buidel een vijand raakt, barst hij open en de munten raken doelwitten achter de eerste vijand."
"TID_ARTILLERY_DUDE_ULTI","OUDE WERPER"
"TID_ARTILLERY_DUDE_ULTI_DESC","Penny zet haar kanon klaar. Dit schiet op vijanden vanaf lange afstand, zelfs als ze achter beschutting staan."
"TID_ITEM_NAME_SPECIAL","STERRENKRACHT"
