"TID","PT"
"TID_TEAM_STATUS_IN_MATCH","LUTANDO"
"TID_TEAM_STATUS_IN_MATCHMAKING","PAREAMENTO"
"TID_TEAM_STATUS_FULL","<cff1e00>CHEIO</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","ABRIR"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Você deve entrar num clube para usar este recurso."
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Você precisa ter amigos para usar este recurso."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Não é possível publicar. A equipe já está cheia."
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Permitido apenas ao administrador da equipe."
"TID_TEAM_LOC_INFO","<MODE> em <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","EQUIPES"
"TID_STREAM_EVENT_1","Tchau! <sender> expulsou <target> do clube."
"TID_STREAM_EVENT_2","Olá! <sender> aceitou <target> no clube."
"TID_STREAM_EVENT_3","Olá! <sender> entrou no clube!"
"TID_STREAM_EVENT_4","Tchau! <sender> saiu do clube!"
"TID_STREAM_EVENT_5","Parabéns! <sender> promoveu <target>!"
"TID_STREAM_EVENT_6","Não leve a mal! <sender> rebaixou <target>!"
"TID_STREAM_EVENT_101","Equipe criada por <sender>."
"TID_STREAM_EVENT_102","<sender> entrou."
"TID_STREAM_EVENT_103","<sender> saiu."
"TID_STREAM_EVENT_104","Tchau! <sender> expulsou <target>."
"TID_STREAM_EVENT_105","pareamento iniciado"
"TID_STREAM_EVENT_106","pareamento cancelado"
"TID_STREAM_EVENT_107","partida iniciada"
"TID_STREAM_EVENT_108","vitória"
"TID_STREAM_EVENT_109","derrota"
"TID_STREAM_EVENT_110","treino iniciado"
"TID_STREAM_EVENT_111","treino encerrado"
"TID_STREAM_EVENT_112","empate"
"TID_STREAM_EVENT_113","combate encerrado"
"TID_STREAM_EVENT_114","Bate-papo silenciado"
"TID_STREAM_EVENT_115","Bate-papo ativado"
"TID_CHAT_BOTTOM_BUTTON","Rolar para baixo"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> mensagens novas!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Nova mensagem!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Melhorar para o nível <LVL>"
"TID_HERO_INFO_ITEMS","MELHORIAS"
"TID_HERO_INFO_SKINS","BRAWLER"
"TID_HERO_INFO_SKIN_OWNED","Você já tem esse visual."
"TID_HERO_INFO_SKIN_ACTIVE","SELECIONADO"
"TID_HERO_INFO_SKIN_ACTIVATE","SELECIONAR"
"TID_HERO_INFO_LEADERBOARD","Liderança"
"TID_HERO_INFO_LEADERBOARD_LABEL","Melhores jogadores (<HERO>)"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","BUSCAR"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Arraste para mirar o Super!"
"TID_HINT_SHOOT","Arraste para mirar, solte para atirar."
"TID_HERO_SCORE_SUM_LEADERBOARD","Melhores jogadores"
"TID_ALLIANCE_LEADERBOARD","Melhores clubes"
"TID_HINT_MAKE_GOAL","Arraste para mirar, solte para chutar a bola."
"TID_BATTLE_ROYALE_INTRO_TEXT","Seja o único sobrevivente!"
"TID_HINT_COLLECT_BUFFS","Colete <c50d050>cubos de energia</c> de caixas\ne de inimigos para ficar mais forte!"
"TID_PLAYERS_LEFT","Brawlers restantes: <num>"
"TID_AVOID_POISON","Fuja das <c90ee90>nuvens de veneno</c>!"
"TID_CLAN_CREATE_COOLDOWN","Não é possível criar um clube ainda. Tente em <TIME>."
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Você precisa ter nível de experiência <LEVEL> para criar um clube."
"TID_PLAYER_DATA_MISSING","Dados inexistentes do jogador"
"TID_ALLIANCE_DATA_MISSING","Dados inexistentes do clube"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Espere a munição recarregar!"
"TID_EVENT_EXPIRED","O evento expirou"
"TID_DOUBLE_COINS_INFO","As batalhas aqui dão o dobro de fichas."
"TID_DOUBLE_XP_INFO","As batalhas aqui dão o dobro de experiência."
"TID_SETTINGS_TITLE","CONFIGURAÇÕES"
"TID_SETTINGS_CONTROL_MODE_TITLE","MODO DE CONTROLE"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Toque para mover"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Toque na tela para mover o seu Brawler até aqui. Arraste para mirar e solte para atirar."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Movimento de controle (destro)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Mova-se usando o controle virtual no canto inferior esquerdo. Toque num alvo para atirar."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Movimento de controle (canhoto)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Mova-se usando o controle virtual no canto inferior direito. Toque num alvo para atirar."
"TID_CHANGE_NAME_TITLE","ALTERAR NOME"
"TID_SETTINGS_PLAYERNAME_CURRENT","Nome atual:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Insira o novo nome:"
"TID_ERROR_NAMES_DONT_MATCH","Os nomes não coincidem. Tente novamente."
"TID_CONTINUE","Continuar"
"TID_NAMECHANGE_WARNING","ATENÇÃO: só é possível alterar seu nome UMA VEZ!"
"TID_CONFIRM","Confirmar"
"TID_INVALID_NAME","Nome inválido! Por favor, tente outro."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Insira o seu novo nome mais uma vez:"
"TID_NAME_ALREADY_CHANGED","O nome só pode ser alterado uma vez."
"TID_NAME_CHANGE_ALREADY_USED","Você já alterou seu nome uma vez."
"TID_NAME_CHANGED_SUCCESS","Seu nome foi alterado!"
"TID_NAME_CHANGE_IN_PROGRESS","Não foi possível alterar o nome. Uma alteração anterior está em andamento."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","A alteração de nome é desbloqueada no nível <level>."
"TID_CONFIRM_CONFIRM","Insira \q<confirmword>\q e pressione o botão OK para concluir a ação."
"TID_CONFIRM_WORD","CONFIRMAR"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Quer mesmo alterar seu nome?\nSeu novo nome será:"
"TID_BUTTON_CONFIRM","OK"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Próximo evento em"
"TID_EVENTS_TIME_LEFT","Tempo restante"
"TID_EVENTS_NEW","NOVO"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Toda a experiência ganha"
"TID_EVENTS_EVENT_LOCKED","BLOQUEADO"
"TID_EVENTS_TROPHY_REQ","Obtenha <c00ffff><COUNT></c> troféus para desbloquear."
"TID_EVENTS_PRO_LEAGUE_REQ","Libere o poder de estrela de um Brawler para participar."
"TID_GAME_STARTING","Tem uma partida começando em <LOCATION>. Participe!"
"TID_WEEKEND_EVENT","Evento de experiência em dobro"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_TEMPORARILY_DISABLED","Loja fechada temporariamente"
"TID_GATCHA_TEMPORARILY_DISABLED","Abertura de Caixas Brawl indisponível temporariamente"
"TID_SHOP_WELCOME_TITLE","BEM-VINDO À LOJA!"
"TID_SHOP_WELCOME","Novas seções da loja desbloquearão à medida que você progredir no jogo!\n\nVolte sempre para conferir novas ofertas!"
"TID_SHOP_SPECIAL_OFFER","OFERTA ESPECIAL"
"TID_SHOP_COIN_BOOSTERS","ACELERADORES"
"TID_SHOP_GEM_PACKS","PACOTES DE GEMAS"
"TID_SHOP_PURCHASED","Comprado"
"TID_SHOP_OBTAINED","Obtido"
"TID_SHOP_INVALIDATED","Expirado"
"TID_SHOP_ACTIVE","Ativo"
"TID_SHOP_DOUBLE_COINS_TITLE","DUPLICADOR DE FICHAS"
"TID_SHOP_DOUBLE_COINS_INFO","Duplica as próximas"
"TID_SHOP_DOUBLE_COINS_INFO_2","obtidas nas batalhas."
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Duplica as próximas <AMOUNT> fichas obtidas nas batalhas."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Fichas restantes:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Gemas insuficientes."
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Esta oferta já foi comprada."
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Não é possível efetuar a compra. Você já tem um ou mais itens desta oferta."
"TID_SHOP_OFFER_TITLE","OFERTA POR TEMPO LIMITADO!"
"TID_SHOP_GEM_PACK_1_TITLE","Punhado de gemas"
"TID_SHOP_GEM_PACK_2_TITLE","Saco de gemas"
"TID_SHOP_GEM_PACK_3_TITLE","Maleta de gemas"
"TID_SHOP_GEM_PACK_4_TITLE","Balde de gemas"
"TID_SHOP_GEM_PACK_5_TITLE","Caixa de gemas"
"TID_SHOP_GEM_PACK_6_TITLE","Cofre de gemas"
"TID_SHOP_HEROES_OF_RARITY","BRAWLERS GARANTIDOS"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c> BRAWLER"
"TID_SHOP_HERO_OF_RARITY_BOX","Caixa Brawler"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> PONTOS DE PODER"
"TID_SHOP_GATCHA_BOXES","CAIXAS"
"TID_SHOP_GATCHA_BOX_1","CAIXA GRANDE"
"TID_SHOP_GATCHA_BOX_2","CAIXA BRAWL"
"TID_SHOP_GATCHA_BOX_3","MEGACAIXA"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Não é possível comprar mais caixas hoje."
"TID_SHOP_TICKETS","INGRESSOS DE EVENTO"
"TID_SHOP_TICKET_PACK_0","PACOTE DE INGRESSOS"
"TID_SHOP_TICKET_PACK_1","Pilha de ingressos"
"TID_SHOP_TICKET_PACK_2","Rolo de ingressos"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","PACOTES DE MOEDA"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Punhado de moedas"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Saco de moedas"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Bolsa de moedas"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> moedas compradas."
"TID_SHOP_DAILY_OFFERS","OFERTAS DIÁRIAS"
"TID_SHOP_SKINS","VISUAIS"
"TID_SHOP_BRAWLIDAYS_SKINS","VISUAIS DAS FESTAS BRAWL"
"TID_SHOP_LUNAR_BRAWL_SKINS","VISUAIS DE BRAWL LUNAR"
"TID_SHOP_LEGENDARY_SKINS","LOJA ESTELAR"
"TID_SHOP_STAR_BOXES","CAIXAS ESTELARES"
"TID_SHOP_FREE","GRÁTIS"
"TID_SHOP_CLAIM","RESGATAR"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","CAIXA GRÁTIS"
"TID_SHOP_OFFER_TITLE_1","MOEDAS"
"TID_SHOP_OFFER_TITLE_6","CAIXA BRAWL"
"TID_SHOP_OFFER_TITLE_7","INGRESSOS"
"TID_SHOP_OFFER_TITLE_8","PONTOS DE PODER"
"TID_SHOP_OFFER_TITLE_9","DUPLICADOR DE FICHAS"
"TID_SHOP_OFFER_TITLE_10","MEGACAIXA"
"TID_SHOP_OFFER_TITLE_12","PONTOS DE PODER"
"TID_SHOP_OFFER_TITLE_14","CAIXA GRANDE"
"TID_SHOP_OFFER_TITLE_15","CAIXA BRAWL"
"TID_SHOP_OFFER_TITLE_16","GEMAS"
"TID_SHOP_OFFER_DESC_GOLD","Melhore seus Brawlers com moedas!"
"TID_SHOP_OFFER_ANY_BRAWLER","EM QUALQUER\nBRAWLER"
"TID_PURCHASE_OFFER_POPUP_TITLE","Confirmar compra"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Recompensa gratuita"
"TID_SHOP_OFFER_NEW_HERO_LABEL","BRAWLER"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","VISUAL"
"TID_SHOP_OFFER_HERO_POWER_TITLE","PONTOS DE PODER"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Falha na transação. Você só pode comprar o pacote uma vez por evento."
"TID_SHOP_OFFER_NEW","NOVO"
"TID_GATCHA_BOX_TITLE_2","CAIXA BRAWL"
"TID_GATCHA_BOX_TITLE_3","MEGACAIXA"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","NOVO BRAWLER"
"TID_GATCHA_BOX_INFO_2","Contém um novo Brawler, poder de estrela, moedas ou pontos de poder para dois Brawlers. Algumas caixas contêm um duplicador de fichas extra!"
"TID_GATCHA_BOX_INFO_3","\n\n<AMOUNT> vezes o tamanho de uma Caixa Brawl."
"TID_SHOP_OFFER_INFO_0","É grátis. Aproveite!"
"TID_SHOP_OFFER_INFO_1","Contém <AMOUNT> moedas. Use-as para melhorar seu Brawler!"
"TID_SHOP_OFFER_INFO_2","Desbloqueie um Brawler <RARITY> aleatório!"
"TID_SHOP_OFFER_INFO_3","Desbloqueie um novo Brawler!"
"TID_SHOP_OFFER_INFO_6","As Caixas Brawl podem conter Brawlers, pontos de poder, moedas e mais!"
"TID_SHOP_OFFER_INFO_7","Contém <AMOUNT> ingressos de evento. Use-os para participar de eventos com ingressos!"
"TID_SHOP_OFFER_INFO_8","Contém <AMOUNT> pontos de poder. Use-os para desbloquear melhorias dos Brawlers!"
"TID_SHOP_OFFER_INFO_9","Duplica as próximas <AMOUNT> fichas obtidas nas batalhas!"
"TID_SHOP_OFFER_INFO_10","Megacaixas têm dez vezes mais itens do que as Caixas Brawl normais!"
"TID_SHOP_OFFER_INFO_12","Você pode escolher o Brawler que receberá os pontos de poder."
"TID_SHOP_OFFER_INFO_13","Desbloqueie um novo espaço de evento"
"TID_SHOP_OFFER_INFO_14","Caixas Grandes têm três vezes mais itens do que as Caixas Brawl normais!"
"TID_SHOP_OFFER_HOR_NEW","NOVO"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","BRAWLER"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","NOVO <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","BRAWLER"
"TID_SHOP_SKIN_OFFER","OFERTA DE VISUAL"
"TID_SHOP_OFFER_EXPIRED","Oferta expirada"
"TID_SKINS_AD_TITLE","NOVOS VISUAIS DISPONÍVEIS"
"TID_SKINS_AD_OK","OK"
"TID_SKINS_AD_INFO","Confira os novos visuais na tela de Brawlers!"
"TID_TERMS_OF_SERVICE_BUTTON","Termos de Uso"
"TID_IMMUNE","Imune"
"TID_BATTLE_END_PROCEED","AVANÇAR"
"TID_HINT_TAP_TO_MOVE_1","Junte as <ce662f9>GEMAS</c> no centro do mapa."
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Mire o Super na direção do inimigo!"
"TID_HINT_SHOOT_1","<ce662f9>GEMAS</c> surgem do buraco no meio!"
"TID_HINT_DRAG_TO_ULTI_1","Agora dispare o seu SUPER com o controle vermelho!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Novo login no Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Quer salvar o seu jogo atual nesta conta do Game Center?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Alerta de conta do Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Deseja carregar o jogo de <name>, com nível de experiência <number>? Aviso: o progresso do jogo atual será perdido."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Carregar o jogo?"
"TID_BUTTON_VILLAGE_LOAD","Carregar"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Alerta do Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Deseja carregar o jogo de <name>, com nível de experiência <number>? Aviso: o progresso do jogo atual será perdido."
"TID_BUTTON_AVATAR_LOAD","Carregar"
"TID_SETTINGS_SCREEN_TITLE","Configurações"
"TID_SETTINGS_MUSIC","MÚSICA"
"TID_SETTINGS_SFX","EFEITOS SONOROS"
"TID_SETTINGS_OFF","NÃO"
"TID_SETTINGS_ON","SIM"
"TID_SETTINGS_LANGUAGE","IDIOMA"
"TID_ACCOUNT","Dispositivos"
"TID_LINK_DEVICE_BUTTON","Vincular um dispositivo"
"TID_SETTINGS_FACEBOOK","AMIGOS"
"TID_CHANGE_NAME_BUTTON","Alterar nome"
"TID_CREDITS_BUTTON","Créditos"
"TID_PRIVACY_POLICY_BUTTON","Política de Privacidade"
"TID_PARENTS_GUIDE_BUTTON","Guia para Pais"
"TID_MULTIDEVICE_INFO","Faça login em sua conta do Game Center para salvar seu progresso e jogar em vários dispositivos iOS."
"TID_SETTINGS_GOOGLE","LOGIN NO GOOGLE PLAY"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Conectado"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Conectar"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","CONECTADO"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","CONECTAR"
"TID_FAQ_BUTTON","Ajuda e Suporte"
"TID_ABOUT","Créditos\n\n<names>\n\nBrawl Stars ™ <version>\nCopyright 2016-2020 Supercell Ltd. Todos os direitos reservados.\n<extracopyright>\nO uso deste software está sujeito aos Termos de Uso e à Política de Privacidade disponíveis no site www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","Aguarde. Transação pendente."
"TID_RATE_APP_TITLE","Avalie Brawl Stars"
"TID_RATE_APP_MESSAGE","Avalie ou comente sobre o Brawl Stars na App Store. Seu feedback é valioso para nós!"
"TID_BUTTON_RATE_APP_LATER","Mais tarde"
"TID_BUTTON_RATE_APP_REVIEW","Avaliar"
"TID_BUTTON_RATE_APP_NEVER","Nunca"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Desbloqueio da conta indisponível"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","O desbloqueio da conta não está disponível no momento. Tente novamente mais tarde!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Tentar novamente"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Código de desbloqueio inválido!"
"TID_ACCOUNT_LOCKED_TITLE","Conta bloqueada"
"TID_ACCONT_LOCKED_TEXT","Sua conta foi bloqueada por motivos de segurança. Entre em contato com o serviço de suporte para recuperá-la."
"TID_ACCOUNT_LOCKED_TEXT2","Insira o código de desbloqueio aqui:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Toque para confirmar"
"TID_NOT_ENOUGH_GEMS_TITLE","Gemas insuficientes."
"TID_NOT_ENOUGH_GEMS_INFO","\n\nVocê precisa de mais gemas. Compre-as na loja."
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Ir para a loja"
"TID_COIN_DOUBLER_TITLE","Comprar duplicador de fichas"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Adicionar fichas ao duplicador de fichas"
"TID_COIN_DOUBLER_INFO","Duplica as próximas <c2edd1b><AMOUNT></c> fichas obtidas nas batalhas."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Adicione <c2edd1b><AMOUNT></c> fichas ao duplicador de fichas.\n\nAs fichas ganhas nas batalhas são duplicadas com o duplicador de fichas."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Dano por dinamite"
"TID_STARS_1","Cuidado! Você tem uma <ce662f9>GEMA</c>!"
"TID_STARS_2","Cuidado! Você tem algumas <ce662f9>GEMAS</c>!"
"TID_STARS_3","Cuidado! Você tem muitas <ce662f9>GEMAS</c>!"
"TID_STARS_4","Cuidado! Você tem um montão de <ce662f9>GEMAS</c>!"
"TID_GATCHA_BUTTON_TITLE","CAIXA BRAWL"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","CAIXA GRANDE"
"TID_EVENT_LOCKED","Bloqueado"
"TID_SPECIAL_EVENT_TITLE_TOP","EVENTO ESPECIAL:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","ativo por"
"TID_SPECIAL_EVENT_STATUS_FUTURE","começando em"
"TID_EVENT_COMING_UP_INFO","Este evento começará em <TIME>"
"TID_ROCKET_BEACH_SKIN","BROCK PRAIANO"
"TID_CACTUS_PINK_SKIN_OLD","SPIKE ROSA"
"TID_SHAMAN_PANDA_SKIN","NITA PANDA"
"TID_CROW_WHITE_SKIN","CORVO BRANCO"
"TID_BULL_HAIR_SKIN","BULL VIKING"
"TID_TRICKSHOT_GOLD_SKIN_OLD","RICOCHET MEDALHISTA DE OURO"
"TID_BARKEEP_GOLD_SKIN","BARLEY DOURADO"
"TID_GUNSLINGER_ROCKSTAR_SKIN","COLT ROQUEIRO"
"TID_STAT_HEAL","Cura"
"TID_LUCHADOR_RUDO_SKIN","PRIMO EL RUDO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Comprar"
"TID_EVENTS_NEW_EVENT","Novo evento!"
"TID_SETTINGS_BRAWLHINTS","Dicas de batalha"
"TID_COLLECTED_COINS_INFO","Você coletou <CURRENT> fichas de <MAX> em <PLANET>."
"TID_COLLECTED_COINS_INFO_CAPPED","Você coletou todas as fichas disponíveis em <PLANET>."
"TID_FIRST_WIN_INFO","Ganhe uma <cff8E1b>ficha estrela</c> na primeira vitória contra outros jogadores."
"TID_TICKET_COUNTER_INFO","Use seus ingressos para lutar aqui!"
"TID_NOT_ENOUGH_TICKETS","Ingressos insuficientes"
"TID_EVENT_LIST_GAME_ROOMS","NOVA EQUIPE"
"TID_EVENT_LIST_WELCOME","Bem-vindo ao Brawl Stars!"
"TID_COOP","Modo cooperativo"
"TID_COOP_NOT_SUPPORTED","O modo cooperativo não é disponível neste evento."
"TID_PRACTISE_NOT_SUPPORTED","O treino não é disponível neste evento."
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Novo login no Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Quer vincular o seu jogo atual a esta conta do Facebook?"
"TID_BUTTON_OKAY","OK"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Pré-requisito do ícone: <HERO>"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Convide seus amigos\npara jogar!"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Você pode usar vários ingressos por partida para ganhar melhores recompensas."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 x 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Único sobrevivente"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 x 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Três jogadores contra robôs"
"TID_HIGHSTAKES_REWARDS","Recompensas: <COUNT>"
"TID_HIGHSTAKES_COST","Ingressos: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Sair do Brawl Stars?"
"TID_POPUP_ANDROID_EXIT","Quer mesmo sair do Brawl Stars?"
"TID_ROOM_NOT_SUPPORTED","Equipes não estão disponíveis neste evento."
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Falha na compra"
"TID_ERROR_POP_UP_PURCHASE_FAILED","O servidor de cobrança não responde. Tente novamente mais tarde."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","Ok"
"TID_IAP_NOT_AVAILABLE","Habilite as compras no aplicativo nas configurações de restrições do dispositivo."
"TID_NEWS_TITLE","NOTÍCIAS"
"TID_STAT_DAMAGE_PER_ARROW","Dano por flecha"
"TID_STAT_DAMAGE_PER_MINE","Dano por armadilha"
"TID_STAT_DAMAGE_PER_SPIKE","Dano por espinho"
"TID_STAT_DAMAGE_PER_DAGGER","Dano por facada"
"TID_FRIENDS_FACEBOOK_CONNECTED","Facebook conectado"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Conecte-se ao Facebook para ver seus amigos aqui!"
"TID_FRIENDS_CONNECT_INFO","Conecte-se a redes sociais para ver seus amigos aqui!"
"TID_FRIENDS_NO_FRIENDS","Sem amigos"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","SOLICITAR AMIZADE"
"TID_FRIENDS_TITLE_1_NO_COUNT","AMIGOS"
"TID_FRIENDS_TITLE_1","AMIGOS (<COUNT>)"
"TID_FRIENDS_TITLE_2","SUGESTÕES DE AMIGOS"
"TID_FRIENDS_TITLE_3","CONVITES DE AMIZADE"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","<COUNT> PARTIDAS RECENTES EM EQUIPE"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","UMA PARTIDA RECENTE EM EQUIPE"
"TID_FRIENDS_NO_ENTRIES_TAB_2","SEM SUGESTÕES DE AMIZADE"
"TID_FRIENDS_NO_ENTRIES_TAB_3","CONVITES DE AMIZADE"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","Não é possível remover amigos de redes sociais."
"TID_FRIEND_REQUEST_ACCEPT","ACEITAR"
"TID_FRIEND_REQUEST_REJECT","RECUSAR"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","DE UM CLUBE"
"TID_FRIEND_REQUEST_REASON_2","DE UMA EQUIPE"
"TID_FRIEND_REQUEST_REASON_3","<AMOUNT> PARTIDAS RECENTES EM EQUIPE"
"TID_FRIEND_REQUEST_REASON_4","<AMOUNT> PARTIDAS RECENTES EM EQUIPE"
"TID_FRIEND_POPOVER_PROFILE","PERFIL"
"TID_FRIEND_POPOVER_REMOVE","REMOVER"
"TID_FRIEND_POPOVER_SPECTATE","ASSISTIR"
"TID_FRIEND_POPOVER_YOU","Olha você aqui!"
"TID_REMOVE_FRIEND_POPUP_REMOVE","REMOVER"
"TID_REMOVE_FRIEND_POPUP_CANCEL","CANCELAR"
"TID_REMOVE_FRIEND_POPUP_TITLE","REMOVER AMIGO"
"TID_REMOVE_FRIEND_POPUP_BODY","Quer mesmo remover <NAME> da sua lista de amigos?"
"TID_UNLOCK_SKIN_CONTENT","\n\nCOMPRAR O VISUAL <NAME>"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Conexão perdida"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Outro dispositivo está conectado a esse jogo."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Recarregar"
"TID_BAD_CONNECTION","Conexão de rede fraca"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Alerta do Facebook"
