"TID","IT"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Gemme insufficienti"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Offerta già acquistata"
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Impossibile acquistare. Hai già uno o più articoli di questa offerta."
"TID_SHOP_OFFER_TITLE","OFFERTA A TEMPO LIMITATO"
"TID_SHOP_GEM_PACK_1_TITLE","Manciata di gemme"
"TID_SHOP_GEM_PACK_2_TITLE","Sacchetto di gemme"
"TID_SHOP_GEM_PACK_3_TITLE","Borsa di gemme"
"TID_SHOP_GEM_PACK_4_TITLE","Secchio di gemme"
"TID_SHOP_GEM_PACK_5_TITLE","Cassa di gemme"
"TID_SHOP_GEM_PACK_6_TITLE","Montagna di gemme"
"TID_SHOP_HEROES_OF_RARITY","BRAWLER GARANTITI"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>> BRAWLER <NAME></c>"
"TID_SHOP_HERO_OF_RARITY_BOX","Cassa brawler"
"TID_SHOP_HERO_POWER_TITLE","ENERGIA <cffffff>+<AMOUNT></c>"
"TID_SHOP_GATCHA_BOXES","CASSE"
"TID_SHOP_GATCHA_BOX_1","CASSA ENORME"
"TID_SHOP_GATCHA_BOX_2","CASSA BRAWL"
"TID_SHOP_GATCHA_BOX_3","MEGA CASSA"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Non puoi più acquistare altre casse oggi"
"TID_SHOP_TICKETS","BIGLIETTI DEGLI EVENTI"
"TID_SHOP_TICKET_PACK_0","PACCHETTO DI BIGLIETTI"
"TID_SHOP_TICKET_PACK_1","Pila di biglietti"
"TID_SHOP_TICKET_PACK_2","Rotolo di biglietti"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","PACCHETTI DI MONETE"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Manciata di monete"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Sacchetto di monete"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Borsa di monete"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> monete acquistate"
"TID_SHOP_DAILY_OFFERS","OFFERTE DI OGGI"
"TID_SHOP_SKINS","SKIN"
"TID_SHOP_BRAWLIDAYS_SKINS","SKIN DELLE FESTE"
"TID_SHOP_LUNAR_BRAWL_SKINS","SKIN MISCHIA LUNARE"
"TID_SHOP_LEGENDARY_SKINS","NEGOZIO STELLARE"
"TID_SHOP_STAR_BOXES","CASSE STELLARI"
"TID_SHOP_FREE","GRATUITA"
"TID_SHOP_CLAIM","RISCUOTI"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","CASSA GRATUITA"
"TID_SHOP_OFFER_TITLE_1","MONETE"
"TID_SHOP_OFFER_TITLE_6","CASSA BRAWL"
"TID_SHOP_OFFER_TITLE_7","BIGLIETTI"
"TID_SHOP_OFFER_TITLE_8","PUNTI ENERGIA"
"TID_SHOP_OFFER_TITLE_9","RADDOPPIAGETTONI"
"TID_SHOP_OFFER_TITLE_10","MEGA CASSA"
"TID_SHOP_OFFER_TITLE_12","PUNTI ENERGIA"
"TID_SHOP_OFFER_TITLE_14","CASSA ENORME"
"TID_SHOP_OFFER_TITLE_15","CASSA BRAWL"
"TID_SHOP_OFFER_TITLE_16","GEMME"
"TID_SHOP_OFFER_DESC_GOLD","Usa le monete per migliorare i brawler."
"TID_SHOP_OFFER_ANY_BRAWLER","PER QUALSIASI\nBRAWLER"
"TID_PURCHASE_OFFER_POPUP_TITLE","Conferma l'acquisto"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Premio gratuito"
"TID_SHOP_OFFER_NEW_HERO_LABEL","BRAWLER"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","SKIN"
"TID_SHOP_OFFER_HERO_POWER_TITLE","PUNTI ENERGIA"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Impossibile acquistare. Puoi comprare solo un pacchetto per ogni evento."
"TID_SHOP_OFFER_NEW","NUOVA"
"TID_GATCHA_BOX_TITLE_2","CASSA BRAWL"
"TID_GATCHA_BOX_TITLE_3","MEGA CASSA"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","NUOVO BRAWLER"
"TID_GATCHA_BOX_INFO_2","Contiene un nuovo brawler o un'abilità stellare oppure monete e punti energia per due brawler. Come bonus, alcune casse hanno anche un raddoppiagettoni!"
"TID_GATCHA_BOX_INFO_3","\n\n<AMOUNT> volte più grande di una cassa brawl."
"TID_SHOP_OFFER_INFO_0","È gratuita! Mica male, no?"
"TID_SHOP_OFFER_INFO_1","Contiene <AMOUNT> monete. Usale per migliorare i brawler."
"TID_SHOP_OFFER_INFO_2","Sblocca un brawler <RARITY> casuale!"
"TID_SHOP_OFFER_INFO_3","Sblocca un nuovo brawler!"
"TID_SHOP_OFFER_INFO_6","Le casse brawl possono contenere brawler, punti energia, monete e altro ancora!"
"TID_SHOP_OFFER_INFO_7","Contiene <AMOUNT> biglietti degli eventi, utilizzabili per gli eventi con biglietti."
"TID_SHOP_OFFER_INFO_8","Contiene <AMOUNT> punti energia, utilizzabili per migliorare i brawler."
"TID_SHOP_OFFER_INFO_9","Raddoppia i prossimi <AMOUNT> gettoni ottenuti in battaglia."
"TID_SHOP_OFFER_INFO_10","Le mega casse hanno il decuplo dei contenuti delle normali casse brawl!"
"TID_SHOP_OFFER_INFO_12","Scegli tu il brawler che riceve i punti energia."
"TID_SHOP_OFFER_INFO_13","Sblocca un nuovo slot degli eventi"
"TID_SHOP_OFFER_INFO_14","Le casse enormi hanno il triplo dei contenuti delle normali casse brawl!"
"TID_SHOP_OFFER_HOR_NEW","NUOVA"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","BRAWLER"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","NUOVO <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","BRAWLER"
"TID_SHOP_SKIN_OFFER","SKIN IN OFFERTA"
"TID_SHOP_OFFER_EXPIRED","Offerta scaduta"
"TID_SKINS_AD_TITLE","NUOVE SKIN DISPONIBILI"
"TID_SKINS_AD_OK","OK"
"TID_SKINS_AD_INFO","Da' un'occhiata alle nuove skin nella schermata dei brawler!"
"TID_TERMS_OF_SERVICE_BUTTON","Condizioni d'Uso"
"TID_IMMUNE","Immune"
"TID_BATTLE_END_PROCEED","PROCEDI"
"TID_HINT_TAP_TO_MOVE_1","Raccogli le <ce662f9>GEMME</c> dal centro dell'arena."
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Direziona la super verso il nemico!"
"TID_HINT_SHOOT_1","Le <ce662f9>GEMME</c> sbucheranno dal centro dell'arena!"
"TID_HINT_DRAG_TO_ULTI_1","Ora scatena la SUPER con la levetta rossa!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Nuovo accesso a Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Vuoi salvare la partita in corso su questo account di Game Center?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Avviso account di Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Vuoi caricare la partita di <name> (livello di esperienza <number>)? Attenzione: i progressi della partita in corso andranno perduti."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Carica partita?"
"TID_BUTTON_VILLAGE_LOAD","Carica"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Avviso di Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Vuoi caricare la partita di <name> (livello di esperienza <number>)? Attenzione: i progressi della partita in corso andranno perduti."
"TID_BUTTON_AVATAR_LOAD","Carica"
"TID_SETTINGS_SCREEN_TITLE","Impostazioni"
"TID_SETTINGS_MUSIC","MUSICA"
"TID_SETTINGS_SFX","EFFETTI SONORI"
"TID_SETTINGS_OFF","NO"
"TID_SETTINGS_ON","SÌ"
"TID_SETTINGS_LANGUAGE","LINGUA"
"TID_ACCOUNT","Dispositivi"
"TID_LINK_DEVICE_BUTTON","Collega un dispositivo"
"TID_SETTINGS_FACEBOOK","AMICI"
"TID_CHANGE_NAME_BUTTON","Cambia nome"
"TID_CREDITS_BUTTON","Riconoscimenti"
"TID_PRIVACY_POLICY_BUTTON","Normativa sulla privacy"
"TID_PARENTS_GUIDE_BUTTON","Guida genitori"
"TID_MULTIDEVICE_INFO","Accedi con il tuo account di Game Center per salvaguardare i progressi e giocare con più dispositivi iOS."
"TID_SETTINGS_GOOGLE","Accesso a Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Connesso"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Connetti"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","CONNESSO"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","CONNETTI"
"TID_FAQ_BUTTON","Guida e assistenza"
"TID_ABOUT","Riconoscimenti\n\n<names>\n\nBrawl Stars ™ <version>\nCopyright 2016-2020 Supercell Ltd. Tutti i diritti riservati.\n<extracopyright>\nL'uso di questo software è soggetto alle Condizioni d'Uso e alla Normativa sulla privacy disponibili su www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","Transazione in corso. Attendere."
"TID_RATE_APP_TITLE","Valuta Brawl Stars"
"TID_RATE_APP_MESSAGE","Valuta o recensisci Brawl Stars sull'App Store: la tua opinione è preziosa!"
"TID_BUTTON_RATE_APP_LATER","Più tardi"
"TID_BUTTON_RATE_APP_REVIEW","Recensisci"
"TID_BUTTON_RATE_APP_NEVER","Mai"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Sblocco dell'account non disponibile"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Lo sblocco dell'account non è disponibile al momento. Riprova più tardi."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Riprova"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Codice di sblocco non valido!"
"TID_ACCOUNT_LOCKED_TITLE","Account bloccato"
"TID_ACCONT_LOCKED_TEXT","L'account è stato bloccato per motivi di sicurezza. Contatta l'assistenza per recuperarlo."
"TID_ACCOUNT_LOCKED_TEXT2","Inserisci qui il codice di sblocco:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Tocca per confermare"
"TID_NOT_ENOUGH_GEMS_TITLE","Gemme insufficienti"
"TID_NOT_ENOUGH_GEMS_INFO","\n\nHai finito le gemme. Vai al negozio per ottenerne altre!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Vai al negozio"
"TID_COIN_DOUBLER_TITLE","Acquista raddoppiagettoni"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Aggiungi gettoni al raddoppiagettoni"
"TID_COIN_DOUBLER_INFO","Raddoppia i prossimi <c2edd1b><AMOUNT></c> gettoni ottenuti in battaglia."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Aggiungi <c2edd1b><AMOUNT></c> gettoni al raddoppiagettoni.\n\nI raddoppiagettoni raddoppiano i gettoni ottenuti in battaglia."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Danni per candelotto"
"TID_STARS_1","Attenzione: hai una <ce662f9>GEMMA</c>!"
"TID_STARS_2","Attenzione: hai delle <ce662f9>GEMME</c>!"
"TID_STARS_3","Attenzione: hai molte <ce662f9>GEMME</c>!"
"TID_STARS_4","Attenzione: hai una caterva di <ce662f9>GEMME</c>!"
"TID_GATCHA_BUTTON_TITLE","CASSA BRAWL"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","CASSA ENORME"
"TID_EVENT_LOCKED","Bloccato"
"TID_SPECIAL_EVENT_TITLE_TOP","EVENTO SPECIALE:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","attivo per:"
"TID_SPECIAL_EVENT_STATUS_FUTURE","inizia tra:"
"TID_EVENT_COMING_UP_INFO","L'evento sarà disponibile tra: <TIME>"
"TID_ROCKET_BEACH_SKIN","BROCK VACANZIERO"
"TID_CACTUS_PINK_SKIN_OLD","SPIKE ROSA"
"TID_SHAMAN_PANDA_SKIN","NITA PANDA"
"TID_CROW_WHITE_SKIN","CORVO BIANCO"
"TID_BULL_HAIR_SKIN","BULL VICHINGO"
"TID_TRICKSHOT_GOLD_SKIN_OLD","STECCA D'ORO"
"TID_BARKEEP_GOLD_SKIN","BOMBARDINO D'ORO"
"TID_GUNSLINGER_ROCKSTAR_SKIN","COLT ROCKSTAR"
"TID_STAT_HEAL","Cura"
"TID_LUCHADOR_RUDO_SKIN","EL PRIMO OSCURO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Acquista"
"TID_EVENTS_NEW_EVENT","Nuovo evento!"
"TID_SETTINGS_BRAWLHINTS","Dritte"
"TID_COLLECTED_COINS_INFO","Hai raccolto <CURRENT> gettoni su un massimo di <MAX> in <PLANET>."
"TID_COLLECTED_COINS_INFO_CAPPED","Hai raccolto tutti i gettoni disponibili in <PLANET>."
"TID_FIRST_WIN_INFO","Ottieni un <cff8E1b>gettone stella</c> dalla tua prima vittoria contro gli altri giocatori."
"TID_TICKET_COUNTER_INFO","Usa i biglietti per partecipare a una mischia qui!"
"TID_NOT_ENOUGH_TICKETS","Biglietti insufficienti"
"TID_EVENT_LIST_GAME_ROOMS","NUOVA SQUADRA"
"TID_EVENT_LIST_WELCOME","Ti diamo il benvenuto a Brawl Stars!"
"TID_COOP","Mischia in co-op"
"TID_COOP_NOT_SUPPORTED","Mischia in co-op non prevista per questo evento"
"TID_PRACTISE_NOT_SUPPORTED","Allenamento non previsto per questo evento"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Nuovo accesso a Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Vuoi collegare la partita in corso a questo account di Facebook?"
"TID_BUTTON_OKAY","OK"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Ti serve <HERO> per questa icona."
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Invita gli amici\ne gioca con loro."
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Puoi usare più biglietti in una partita per ricevere premi migliori."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Unico sopravvissuto"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Tre giocatori vs i robobanditi"
"TID_HIGHSTAKES_REWARDS","Premi x<COUNT>"
"TID_HIGHSTAKES_COST","Biglietti: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Uscire da Brawl Stars?"
"TID_POPUP_ANDROID_EXIT","Vuoi davvero uscire da Brawl Stars?"
"TID_ROOM_NOT_SUPPORTED","Squadre non previste per questo evento"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Acquisto non riuscito"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Il server per i pagamenti non risponde. Riprova più tardi."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","OK"
"TID_IAP_NOT_AVAILABLE","Abilita gli acquisti in-app attraverso le impostazioni del dispositivo."
"TID_NEWS_TITLE","NOTIZIE"
"TID_STAT_DAMAGE_PER_ARROW","Danni per freccia"
"TID_STAT_DAMAGE_PER_MINE","Danni per trappola"
"TID_STAT_DAMAGE_PER_SPIKE","Danni per ago"
"TID_STAT_DAMAGE_PER_DAGGER","Danni per pugnale"
"TID_FRIENDS_FACEBOOK_CONNECTED","Connesso a Facebook"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Connettiti a Facebook per vedere qui gli amici che giocano a Brawl Stars!"
"TID_FRIENDS_CONNECT_INFO","Connettiti ai social network per vedere qui gli amici che giocano a Brawl Stars!"
"TID_FRIENDS_NO_FRIENDS","Nessun amico"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","RICHIEDI AMICIZIA"
"TID_FRIENDS_TITLE_1_NO_COUNT","AMICI"
"TID_FRIENDS_TITLE_1","AMICI (<COUNT>)"
"TID_FRIENDS_TITLE_2","AMICIZIE CONSIGLIATE"
"TID_FRIENDS_TITLE_3","RICHIESTE DI AMICIZIA"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","PARTITE GIOCATE INSIEME DI RECENTE: <COUNT>"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","UNA PARTITA GIOCATA INSIEME DI RECENTE"
"TID_FRIENDS_NO_ENTRIES_TAB_2","NESSUNA AMICIZIA CONSIGLIATA"
"TID_FRIENDS_NO_ENTRIES_TAB_3","NESSUNA RICHIESTA DI AMICIZIA"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","Impossibile rimuovere gli amici dai social network."
"TID_FRIEND_REQUEST_ACCEPT","ACCETTA"
"TID_FRIEND_REQUEST_REJECT","RIFIUTA"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","DA UN CLUB"
"TID_FRIEND_REQUEST_REASON_2","DA UNA SQUADRA"
"TID_FRIEND_REQUEST_REASON_3","PARTITE GIOCATE INSIEME DI RECENTE: <AMOUNT>"
"TID_FRIEND_REQUEST_REASON_4","PARTITE GIOCATE INSIEME DI RECENTE: <AMOUNT>"
"TID_FRIEND_POPOVER_PROFILE","Profilo"
"TID_FRIEND_POPOVER_REMOVE","Rimuovi"
"TID_FRIEND_POPOVER_SPECTATE","Osserva"
"TID_FRIEND_POPOVER_YOU","Questo sei tu"
"TID_REMOVE_FRIEND_POPUP_REMOVE","Rimuovi"
"TID_REMOVE_FRIEND_POPUP_CANCEL","ANNULLA"
"TID_REMOVE_FRIEND_POPUP_TITLE","CONFERMA AZIONE"
"TID_REMOVE_FRIEND_POPUP_BODY","Vuoi davvero rimuovere <NAME> dagli amici?"
"TID_UNLOCK_SKIN_CONTENT","\n\nACQUISTA SKIN \q<NAME>\q"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Connessione interrotta"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Un altro dispositivo si sta collegando a questa partita."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Ricarica"
"TID_BAD_CONNECTION","Problemi alla connessione di rete"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Avviso di Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Questo account di Facebook è già collegato a un'altra partita di Brawl Stars. Vuoi collegarlo alla partita attuale?"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","Avviso di Kakao"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT","Questo account di Kakao è già collegato a un'altra partita di Brawl Stars. Vuoi collegarlo alla partita attuale?"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE","Avviso di LINE"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT","Questo account di LINE è già collegato a un'altra partita di Brawl Stars. Vuoi collegarlo alla partita attuale?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","Premio gratuito dell'evento riscattato."
"TID_GEM_BUY_CONFIRMATION","<AMOUNT> gemme ricevute!"
"TID_BLOCKED_TEAM_READY","Impossibile visualizzare quando si è pronti"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","Impossibile invitare quando si è PRONTI"
"TID_SHOTGUN_BANDITA_SKIN","SHELLY BANDITA"
"TID_SHUTDOWN_STARTED","Tra 5 minuti il gioco non sarà disponibile per una breve manutenzione."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Siamo spiacenti, è in corso la manutenzione dei server. Riprova tra qualche ora."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Siamo spiacenti, è in corso la manutenzione dei server. Riprova tra un paio d'ore."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Siamo spiacenti, è in corso la manutenzione dei server. Riprova tra un'ora e mezza."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Siamo spiacenti, è in corso la manutenzione dei server. Riprova tra circa un'ora."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Siamo spiacenti, è in corso la manutenzione dei server. Riprova tra circa <value> minuti."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Siamo spiacenti, è in corso la manutenzione dei server. Riprova tra qualche minuto."
"TID_SHUTDOWN_BATTLE_DISABLED","Tra pochi minuti il gioco non sarà disponibile e si potranno iniziare nuove partite solo al termine della manutenzione."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Inserisci codice squadra."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Non hai i privilegi necessari per accettare o rifiutare le richieste."
"TID_CLAN_RESPONSE_71","I soci anziani devono aspettare un po' per espellere nuovamente."
"TID_STAT_MAX_DAMAGE","Danni alla massima distanza"
"TID_STAT_DAMAGE_PER_BOMB","Danni per granata"
"TID_ELDER_KICK_FAIL_COOLDOWN","Di recente hai espulso un socio del club. Riprova tra <time>."
"TID_LUCHADOR_KING_SKIN","EL PRIMO REGALE"
"TID_PLAYER_DEFEATED_BR","Brawler sconfitto"
"TID_BALL_1","Campetto"
"TID_HINT_GET_BALL","Prendi la <cdaa520>palla</c>!"
"TID_LASER_BALL_INTRO_TEXT","Segna due gol per vincere!"
"TID_AFK_WARNING","Allarme inattività! Continua a muoverti!"
"TID_AFK_DISCONNECTED_MSG","Non sei più in battaglia per inattività o per problemi alla connessione."
"TID_AFK_BANNED_MSG","Ti hanno sospeso dalla battaglia per inattività o problemi alla connessione. Potrai tornare a giocare al termine della battaglia."
"TID_AFK_DISCONNECTED_TITLE","Disconnessione per inattività"
"TID_AFK_BANNED_TITLE","Bandito/a dalla battaglia"
"TID_AFK_RELOAD","Ricarica"
"TID_GAME_MODE_7","PEZZO GROSSO"
"TID_GAME_MODE_7_DESC","Cinque giocatori cercano di sconfiggere il MEGA BRAWLER.\n\nQuando userai il MEGA BRAWLER, avrai molta più salute e forza, ma perderai i punti ferita con il tempo. Prova a sbarazzarti degli avversari e a rimanere in vita il più possibile.\n\nSe sarai uno dei cinque sfidanti, dovrai invece unire le forze con gli altri quattro per sbarazzarti del MEGA BRAWLER il prima possibile!"
"TID_BOSS_INTRO_TEXT_ATTACK","Sconfiggi il MEGA BRAWLER!"
"TID_BOSS_INTRO_TEXT_DEFEND","Sei il MEGA BRAWLER!"
"TID_BOSS_1","Calamity Canyon"
"TID_SEASON_END_POPUP_TITLE","STAGIONE TERMINATA"
"TID_SEASON_END_POPUP_REWARD","PREMIO DI FINE STAGIONE"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","Modifiche importanti!"
"TID_COIN_META_MIGRATION_OK","GIOCA AL TUTORIAL"
"TID_COIN_META_MIGRATION_TXT_1","È stato introdotto un nuovo sistema di miglioramento in Brawl Stars, per cui i brawler salgono di livello dopo aver ottenuto punti energia sufficienti. I progressi di ogni brawler sono stati convertiti in livelli."
"TID_COIN_META_MIGRATION_TXT_2","Riceverai delle casse brawl in cambio dei gettoni di miglioramento inutilizzati, più altre casse in modo da non perdere i tuoi progressi."
"TID_COIN_META_MIGRATION_TXT_3","Ora il gioco è visualizzato in orizzontale e in battaglia si usano due levette virtuali."
"TID_COIN_META_MIGRATION_TXT_4","I POTENZIAMONETE non ci sono più e sono stati convertiti in gemme."
"TID_BOLTS_MIGRATION_TITLE","Modifiche importanti!"
"TID_BOLTS_MIGRATION_OK","OK"
"TID_BOLTS_MIGRATION_INFO","Il nuovo sistema di miglioramento dei brawler non usa più l'elisir, perciò ti sono stati dati <BOLTS> gettoni miglioramento in cambio del tuo elisir e dei precedenti miglioramenti dei brawler. Usali per potenziare i brawler!\n\nLe chip e i doppioni dei brawler sono stati rimossi dal gioco, perciò hai ricevuto <GEMS> gemme in cambio delle tue chip. Buon divertimento!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","L'ELISIR È STATO SOSTITUITO CON I GETTONI MIGLIORAMENTO"
"TID_BOLTS_MIGRATION_CHIP_GEM","LE CHIP SONO STATE CONVERTITE IN GEMME"
"TID_STAT_HEALING_PER_SEC","Cura al secondo"
"TID_STAT_DAMAGE_PER_CARD","Danni per tarocco"
"TID_OVERTIME","Supplementari!"
"TID_STARTER_PACK_XP_REQ","Offerta speciale per aver raggiunto il livello di esperienza <XPLEVEL>"
"TID_VALUE","valore"
"TID_SHOP_ONE_TIME_PURCHASE","Questa offerta vale UNA SOLA volta!"
"TID_HINT_MAKE_GOAL_1","TRASCINA la <ccc0033>LEVETTA ROSSA</c> per mirare il tiro."
"TID_BALL_2","Brawl Trafford"
"TID_BALL_3","Camp Brawl"
"TID_STARTER_PACK_1","PACCHETTO LIV. 5"
"TID_STARTER_PACK_2","PACCHETTO LIV. 15"
"TID_STARTER_PACK_3","PACCHETTO LIV. 25"
"TID_IAP_XMAS2018_PACK","PACCHETTO FESTIVO"
"TID_IAP_XMAS2018_PACK_DESC","Ho-ho-ho!"
"TID_STARTER_PACK_0","PACC. DI BENVENUTO"
"TID_STARTER_PACK_0_DESC","Inizia al meglio la tua avventura in Brawl Stars!"
"TID_IAP_LNY2019_PACK","OFFERTA MISCHIA LUNARE"
"TID_IAP_LNY2019_PACK_DESC","Buon capodanno lunare!"
"TID_IAP_MARCH2019_PACK","OFFERTA DI MARZO"
"TID_IAP_MARCH2019_PACK_DESC","Questa offerta è irripetibile!"
"TID_IAP_REFRESHER_PACK_DESC","Questa offerta è irripetibile!"
"TID_BLACKHOLE_DEFAULT_SKIN","Predefinita"
"TID_GOLD_CAP_HIT","Limite gettoni raggiunto."
"TID_GATCHA_BUTTON_BOX_STACK_FULL","Massima quantità casse raggiunta."
"TID_COOP_1","Parco Pachinko"
"TID_GAME_MODE_8","ROBOASSALTO"
"TID_GAME_MODE_8_DESC","Proteggi la cassaforte dai robobanditi! Quanto più a lungo la difendi, migliore sarà il premio ricevuto!\n\nOrde di robot assaliranno la cassaforte da ogni lato e il loro numero aumenterà sempre di più! Proteggila più che puoi!"
"TID_COOP_INTRO_TEXT","Proteggi la cassaforte!"
"TID_SELECT_EVENT_POPUP_TITLE","Scegli evento"
"TID_BARREL_BOT","BARRYL"
"TID_BARREL_BOT_DESC","Barryl impugna due potenti doppiette e attivando la super, rotola in maniera incontrollabile in giro per l'arena, rimbalzando sui muri."
"TID_BARREL_BOT_WEAPON","DOPPIETTE"
"TID_BARREL_BOT_WEAPON_DESC","Le doppiette di Barryl sparano due rose di proiettili compatte che provocano danni pesanti da vicino."
"TID_BARREL_BOT_ULTI","BARILE IMPAZZITO"
"TID_BARREL_BOT_ULTI_DESC","Barryl si rintana nel barile e inizia a rotolare in avanti, rimbalzando sui muri e sbalzando all'indietro gli avversari. Inoltre, la super si rigenera col tempo!"
"TID_ARTILLERY_DUDE","PENNY"
