"TID_STREAM_EVENT_115","Đã mở âm cuộc trò chuyện"
"TID_CHAT_BOTTOM_BUTTON","Cuộn xuống"
"TID_CHAT_BOTTOM_NEW_MESSAGES","Có <count> tin nhắn mới!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Tin nhắn mới!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Nâng cấp lên cấp <LVL>"
"TID_HERO_INFO_ITEMS","NÂNG CẤP"
"TID_HERO_INFO_SKINS","CHIẾN BINH BRAWL"
"TID_HERO_INFO_SKIN_OWNED","Bạn đã có trang phục này rồi"
"TID_HERO_INFO_SKIN_ACTIVE","ĐÃ ĐƯỢC CHỌN"
"TID_HERO_INFO_SKIN_ACTIVATE","CHỌN"
"TID_HERO_INFO_LEADERBOARD","Bảng xếp hạng"
"TID_HERO_INFO_LEADERBOARD_LABEL","Người chơi <HERO> dẫn đầu"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","TÌM KIẾM"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Kéo để nhắm mục tiêu cho Tuyệt chiêu!"
"TID_HINT_SHOOT","Kéo để nhắm mục tiêu, thả ra để bắn"
"TID_HERO_SCORE_SUM_LEADERBOARD","Người chơi dẫn đầu"
"TID_ALLIANCE_LEADERBOARD","Câu lạc bộ dẫn đầu"
"TID_HINT_MAKE_GOAL","Kéo để nhắm mục tiêu, thả ra để đá quả Bóng"
"TID_BATTLE_ROYALE_INTRO_TEXT","Hãy là người sống sót duy nhất!"
"TID_HINT_COLLECT_BUFFS","Thu thập <c50d050>Khối Sức mạnh</c> từ thùng và\nkẻ địch để trở nên mạnh hơn!"
"TID_PLAYERS_LEFT","Chiến binh Brawl còn lại: <num>"
"TID_AVOID_POISON","Hãy tránh xa <c90ee90>đám mây độc</c> ở phía trước!"
"TID_CLAN_CREATE_COOLDOWN","Chưa thể tạo Câu lạc bộ được. Thử lại sau <TIME>"
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Bạn cần đạt kinh nghiệm cấp <LEVEL> mới có thể tạo Câu lạc bộ"
"TID_PLAYER_DATA_MISSING","Còn thiếu dữ liệu người chơi"
"TID_ALLIANCE_DATA_MISSING","Còn thiếu dữ liệu Câu lạc bộ"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Đợi nạp lại đạn!"
"TID_EVENT_EXPIRED","Sự kiện đã hết hạn"
"TID_DOUBLE_COINS_INFO","Chiến đấu ở đây sẽ cho bạn số Thẻ nhiều gấp đôi"
"TID_DOUBLE_XP_INFO","Chiến đấu ở đây sẽ cho bạn số điểm kinh nghiệm nhiều gấp đôi"
"TID_SETTINGS_TITLE","CÀI ĐẶT"
"TID_SETTINGS_CONTROL_MODE_TITLE","CHẾ ĐỘ ĐIỀU KHIỂN"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Nhấn để di chuyển"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Nhấn vào màn hình để Chiến binh Brawl của bạn di chuyển đến vị trí đó. Kéo để nhắm mục tiêu và thả ra để bắn."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Di chuyển Cần điều khiển (thuận tay phải)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Di chuyển bằng cần điều khiển ảo ở góc trái phía dưới. Nhấn vào mục tiêu để bắn."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Di chuyển Cần điều khiển (thuận tay trái)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Di chuyển bằng cần điều khiển ảo ở góc phải phía dưới. Nhấn vào mục tiêu để bắn."
"TID_CHANGE_NAME_TITLE","ĐỔI TÊN"
"TID_SETTINGS_PLAYERNAME_CURRENT","Tên hiện tại:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Nhập tên mới:"
"TID_ERROR_NAMES_DONT_MATCH","Các tên không khớp. Vui lòng thử lại."
"TID_CONTINUE","Tiếp tục"
"TID_NAMECHANGE_WARNING","LƯU Ý: Bạn chỉ có thể đổi tên MỘT LẦN"
"TID_CONFIRM","Xác nhận"
"TID_INVALID_NAME","Tên không hợp lệ! Vui lòng thử lại tên khác."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Nhập lại tên mới của bạn:"
"TID_NAME_ALREADY_CHANGED","Chỉ có thể đổi tên một lần duy nhất."
"TID_NAME_CHANGE_ALREADY_USED","Bạn đã đổi tên một lần rồi"
"TID_NAME_CHANGED_SUCCESS","Tên của bạn đã được đổi!"
"TID_NAME_CHANGE_IN_PROGRESS","Không thể đổi tên. Lần đổi tên trước đang được tiến hành."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","Bạn có thể đổi tên sẽ khi đạt điểm kinh nghiệm từ cấp <level>"
"TID_CONFIRM_CONFIRM","Vui lòng nhập \q<confirmword>\q và ấn nút Ok để hoàn thành thao tác"
"TID_CONFIRM_WORD","XÁC NHẬN"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Bạn có chắc chắn muốn đổi tên không?\nTên mới của bạn sẽ là:"
"TID_BUTTON_CONFIRM","Ok"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Sự kiện tiếp theo sau"
"TID_EVENTS_TIME_LEFT","Thời gian còn lại"
"TID_EVENTS_NEW","MỚI!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Đã thu thập tất cả điểm kinh nghiệm"
"TID_EVENTS_EVENT_LOCKED","BỊ KHÓA"
"TID_EVENTS_TROPHY_REQ","Đạt tổng cộng <c00ffff><COUNT></c> Cúp để mở khóa"
"TID_EVENTS_PRO_LEAGUE_REQ","Bạn cần có Sức mạnh Sao cho một Chiến binh Brawl để mở khóa"
"TID_GAME_STARTING","Có một trận chiến sắp bắt đầu ở <LOCATION>. Hãy tham gia nào!"
"TID_WEEKEND_EVENT","Sự kiện nhân đôi điểm kinh nghiệm"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_TEMPORARILY_DISABLED","Cửa hàng đang tạm đóng"
"TID_GATCHA_TEMPORARILY_DISABLED","Chức năng mở Hộp Brawl tạm thời không khả dụng"
"TID_SHOP_WELCOME_TITLE","CHÀO MỪNG ĐẾN VỚI CỬA HÀNG"
"TID_SHOP_WELCOME","Các khu vực mới của cửa hàng sẽ xuất hiện khi bạn thăng cấp trong trò chơi!\n\nHãy nhớ quay lại thường xuyên để kiểm tra các ưu đãi mới nhé!"
"TID_SHOP_SPECIAL_OFFER","ƯU ĐÃI ĐẶC BIỆT"
"TID_SHOP_COIN_BOOSTERS","BỘ CƯỜNG HÓA"
"TID_SHOP_GEM_PACKS","GÓI NGỌC"
"TID_SHOP_PURCHASED","Đã mua"
"TID_SHOP_OBTAINED","Đã nhận được"
"TID_SHOP_INVALIDATED","Đã hết hạn"
"TID_SHOP_ACTIVE","Hiện hoạt"
"TID_SHOP_DOUBLE_COINS_TITLE","NHÂN ĐÔI THẺ"
"TID_SHOP_DOUBLE_COINS_INFO","Nhân đôi lần tiếp theo"
"TID_SHOP_DOUBLE_COINS_INFO_2","bạn kiếm được từ Trận chiến"
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Nhân đôi <AMOUNT> Thẻ tiếp theo bạn kiếm được từ các Trận đấu"
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Thẻ còn lại:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Không có đủ Ngọc"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Đã mua ưu đãi này rồi"
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Không thể mua ưu đãi này. Bạn đã có ít nhất một vật phẩm của ưu đãi này rồi"
"TID_SHOP_OFFER_TITLE","Đây là ưu đãi giới hạn thời gian!"
"TID_SHOP_GEM_PACK_1_TITLE","Nắm Ngọc"
"TID_SHOP_GEM_PACK_2_TITLE","Giỏ ngọc"
"TID_SHOP_GEM_PACK_3_TITLE","Túi ngọc"
"TID_SHOP_GEM_PACK_4_TITLE","Xô Ngọc"
"TID_SHOP_GEM_PACK_5_TITLE","Thùng Ngọc"
"TID_SHOP_GEM_PACK_6_TITLE","Két Ngọc"
"TID_SHOP_HEROES_OF_RARITY","BẢO ĐẢM CÓ CHIẾN BINH BRAWL"
"TID_SHOP_HERO_OF_RARITY_TITLE","CHIẾN BINH BRAWL <c<COLOR>><NAME></c>"
"TID_SHOP_HERO_OF_RARITY_BOX","Hộp Chiến binh Brawl"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c>SỨC MẠNH"
"TID_SHOP_GATCHA_BOXES","HỘP"
"TID_SHOP_GATCHA_BOX_1","HỘP LỚN"
"TID_SHOP_GATCHA_BOX_2","HỘP BRAWL"
"TID_SHOP_GATCHA_BOX_3","HỘP SIÊU CẤP"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Hôm nay không thể mua thêm hộp nữa"
"TID_SHOP_TICKETS","VÉ SỰ KIỆN"
"TID_SHOP_TICKET_PACK_0","Gói Vé"
"TID_SHOP_TICKET_PACK_1","Đống vé"
"TID_SHOP_TICKET_PACK_2","Cuộn Vé"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","GÓI XU"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Nắm Xu"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Giỏ Xu"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Túi Xu"
"TID_HERO_LVL_MATERIAL_RECEIVED","Đã mua <AMOUNT> Xu"
"TID_SHOP_DAILY_OFFERS","ƯU ĐÃI HÀNG NGÀY"
"TID_SHOP_SKINS","TRANG PHỤC"
"TID_SHOP_BRAWLIDAYS_SKINS","TRANG PHỤC GIÁNG SINH BRAWL"
"TID_SHOP_LUNAR_BRAWL_SKINS","TRANG PHỤC DỊP TẾT"
"TID_SHOP_LEGENDARY_SKINS","CỬA HÀNG SAO"
"TID_SHOP_STAR_BOXES","HỘP SAO"
"TID_SHOP_FREE","MIỄN PHÍ"
"TID_SHOP_CLAIM","NHẬN"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","HỘP MIỄN PHÍ"
"TID_SHOP_OFFER_TITLE_1","XU"
"TID_SHOP_OFFER_TITLE_6","HỘP BRAWL"
"TID_SHOP_OFFER_TITLE_7","VÉ"
"TID_SHOP_OFFER_TITLE_8","ĐIỂM SỨC MẠNH"
"TID_SHOP_OFFER_TITLE_9","NHÂN ĐÔI THẺ"
"TID_SHOP_OFFER_TITLE_10","HỘP SIÊU CẤP"
"TID_SHOP_OFFER_TITLE_12","ĐIỂM SỨC MẠNH"
"TID_SHOP_OFFER_TITLE_14","HỘP LỚN"
"TID_SHOP_OFFER_TITLE_15","HỘP BRAWL"
"TID_SHOP_OFFER_TITLE_16","NGỌC"
"TID_SHOP_OFFER_DESC_GOLD","Sử dụng Xu để nâng cấp Chiến binh Brawl của bạn"
"TID_SHOP_OFFER_ANY_BRAWLER","CHO BẤT KỲ\nCHIẾN BINH BRAWL"
"TID_PURCHASE_OFFER_POPUP_TITLE","Xác nhận mua"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Phần thưởng miễn phí"
"TID_SHOP_OFFER_NEW_HERO_LABEL","CHIẾN BINH BRAWL"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","TRANG PHỤC"
"TID_SHOP_OFFER_HERO_POWER_TITLE","ĐIỂM SỨC MẠNH"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Không thể thực hiện giao dịch mua. Chỉ có thể mua 1 gói trong mỗi sự kiện"
"TID_SHOP_OFFER_NEW","MỚI"
"TID_GATCHA_BOX_TITLE_2","HỘP BRAWL"
"TID_GATCHA_BOX_TITLE_3","HỘP SIÊU CẤP"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","CHIẾN BINH BRAWL MỚI"
"TID_GATCHA_BOX_INFO_2","Có chứa một Chiến binh Brawl mới hoặc một Sức mạnh Sao hoặc Xu và Điểm Sức mạnh cho 2 chiến binh brawl. Một vài hộp có chứa thêm một Bộ Nhân đôi Thẻ!"
"TID_GATCHA_BOX_INFO_3","\n\nGấp <AMOUNT> lần kích cỡ của một Hộp Brawl."
"TID_SHOP_OFFER_INFO_0","Miễn phí đấy. Hãy tận hưởng nhé!"
"TID_SHOP_OFFER_INFO_1","Có chứa <AMOUNT> Xu. Sử dụng Xu để nâng cấp Chiến binh Brawl của bạn."
"TID_SHOP_OFFER_INFO_2","Mở khóa một Chiến binh Brawl <RARITY> ngẫu nhiên!"
"TID_SHOP_OFFER_INFO_3","Mở khóa Chiến binh Brawl mới!"
"TID_SHOP_OFFER_INFO_6","Hộp Brawl có thể chứa Chiến binh Brawl, Điểm Sức mạnh, Xu và nhiều nội dung khác!"
"TID_SHOP_OFFER_INFO_7","Có chứa <AMOUNT> Vé Sự kiện. Sử dụng Vé Sự kiện để chơi trong các Sự kiện Vé."
"TID_SHOP_OFFER_INFO_8","Có chứa <AMOUNT> Điểm Sức mạnh. Thu thập Điểm Sức mạnh để mở khóa nâng cấp Chiến binh Brawl!"
"TID_SHOP_OFFER_INFO_9","Nhân đôi <AMOUNT> Thẻ tiếp theo bạn kiếm được từ các Trận đấu!"
"TID_SHOP_OFFER_INFO_10","Hộp Siêu cấp có chứa các vật phẩm tốt hơn gấp 10 lần so với các Hộp Brawl thông thường!"
"TID_SHOP_OFFER_INFO_12","Bạn phải chọn Chiến binh Brawl để nhận Điểm Sức mạnh"
"TID_SHOP_OFFER_INFO_13","Mở khóa ô sự kiện mới"
"TID_SHOP_OFFER_INFO_14","Hộp Lớn có chứa các vật phẩm tốt hơn gấp 3 lần so với các Hộp Brawl thông thường!"
"TID_SHOP_OFFER_HOR_NEW","MỚI"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","CHIẾN BINH BRAWL"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","<c<COLOR>><NAME></c> MỚI"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","CHIẾN BINH BRAWL"
"TID_SHOP_SKIN_OFFER","ƯU ĐÃI TRANG PHỤC"
"TID_SHOP_OFFER_EXPIRED","Ưu đãi đã hết hạn"
"TID_SKINS_AD_TITLE","ĐÃ CÓ TRANG PHỤC MỚI"
"TID_SKINS_AD_OK","OK"
"TID_SKINS_AD_INFO","Hãy xem thử các Trang phục mới trong màn hình Chiến binh Brawl!"
"TID_TERMS_OF_SERVICE_BUTTON","Điều khoản Dịch vụ"
"TID_IMMUNE","Miễn nhiễm"
"TID_BATTLE_END_PROCEED","TIẾP TỤC"
"TID_HINT_TAP_TO_MOVE_1","Thu thập <ce662f9>NGỌC</c> từ giữa bản đồ"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Sử dụng Tuyệt chiêu và nhắm mục tiêu về phía địch!"
"TID_HINT_SHOOT_1","<ce662f9>NGỌC</c> xuất hiện từ hố ở chính giữa!"
"TID_HINT_DRAG_TO_ULTI_1","Bây giờ, sử dụng cần màu đỏ để bắn bằng TUYỆT CHIÊU!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Đăng nhập Game Center mới"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Bạn có muốn lưu trò chơi hiện tại vào tài khoản Game Center này không?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Thông báo Tài khoản Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Bạn có muốn tải phần chơi của <name> với điểm kinh nghiệm cấp <number> không? Cảnh báo: tiến trình trong phần chơi hiện tại sẽ bị mất."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Tải lại trò chơi?"
"TID_BUTTON_VILLAGE_LOAD","Tải"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Thông báo Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Bạn có muốn tải phần chơi của <name> với điểm kinh nghiệm cấp <number> không? Cảnh báo: tiến trình trong phần chơi hiện tại sẽ bị mất."
"TID_BUTTON_AVATAR_LOAD","Tải"
"TID_SETTINGS_SCREEN_TITLE","Cài đặt"
"TID_SETTINGS_MUSIC","ÂM NHẠC"
"TID_SETTINGS_SFX","HIỆU ỨNG ÂM THANH"
"TID_SETTINGS_OFF","TẮT"
"TID_SETTINGS_ON","BẬT"
"TID_SETTINGS_LANGUAGE","NGÔN NGỮ"
"TID_ACCOUNT","Thiết bị"
"TID_LINK_DEVICE_BUTTON","Liên kết thiết bị"
"TID_SETTINGS_FACEBOOK","BẠN BÈ"
"TID_CHANGE_NAME_BUTTON","Đổi tên"
"TID_CREDITS_BUTTON","Tác giả"
"TID_PRIVACY_POLICY_BUTTON","Chính sách Quyền riêng tư"
"TID_PARENTS_GUIDE_BUTTON","Hướng dẫn dành cho Phụ huynh"
"TID_MULTIDEVICE_INFO","Đăng nhập bằng tài khoản Game Center để bảo vệ tiến trình của bạn và chơi trên nhiều thiết bị iOS."
"TID_SETTINGS_GOOGLE","Đăng nhập Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Đã kết nối"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Kết nối"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","ĐÃ KẾT NỐI"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","KẾT NỐI"
"TID_FAQ_BUTTON","Trợ giúp và hỗ trợ"
"TID_ABOUT","Tác giả\n\n<names>\n\nBrawl Stars ™ <version>\nBản quyền 2016-2020 Supercell Ltd. Bảo lưu mọi quyền.\n<extracopyright>\nMọi việc sử dụng phần mềm này phải tuân thủ các Điều khoản, Điều kiện và Chính sách Quyền riêng tư được đăng tại www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","Vui lòng đợi. Giao dịch đang chờ xử lý."
"TID_RATE_APP_TITLE","Đánh giá Brawl Stars"
"TID_RATE_APP_MESSAGE","Hãy đánh giá hoặc nhận xét Brawl Stars trên App Store để cho chúng tôi những thông tin phản hồi quý báu nhé!"
"TID_BUTTON_RATE_APP_LATER","Để sau"
"TID_BUTTON_RATE_APP_REVIEW","Nhận xét"
"TID_BUTTON_RATE_APP_NEVER","Không bao giờ"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Không thể mở khóa tài khoản"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Hiện tại không thể mở khóa tài khoản. Vui lòng thử lại sau!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Thử lại"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Mã mở khóa không hợp lệ!"
"TID_ACCOUNT_LOCKED_TITLE","Tài khoản đã bị khóa"
"TID_ACCONT_LOCKED_TEXT","Tài khoản của bạn đã bị khóa vì lý do bảo mật. Vui lòng liên hệ bộ phận hỗ trợ để khôi phục tài khoản."
"TID_ACCOUNT_LOCKED_TEXT2","Nhập mã mở khóa ở đây:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Nhấn để xác nhận"
"TID_NOT_ENOUGH_GEMS_TITLE","Không có đủ Ngọc"
"TID_NOT_ENOUGH_GEMS_INFO","\n\nBạn đã hết Ngọc. Hãy đến Cửa hàng để mua thêm!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Vào Cửa hàng"
"TID_COIN_DOUBLER_TITLE","Mua Bộ nhân đôi Thẻ"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Thêm Thẻ vào Bộ nhân đôi Thẻ"
"TID_COIN_DOUBLER_INFO","Nhân đôi <c2edd1b><AMOUNT></c> Thẻ tiếp theo bạn kiếm được từ các Trận đấu."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Thêm <c2edd1b><AMOUNT></c> Thẻ vào Bộ Nhân đôi Thẻ của bạn.\n\nBộ Nhân đôi Thẻ sẽ nhân đôi số Thẻ bạn kiếm được từ trận đấu."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Sát thương mỗi quả pháo"
"TID_STARS_1","Chú ý: bạn có <ce662f9>NGỌC</c> đấy!"
"TID_STARS_2","Chú ý: bạn có <ce662f9>NGỌC</c> đấy!"
"TID_STARS_3","Chú ý: bạn có rất nhiều <ce662f9>NGỌC</c> đấy!"
"TID_STARS_4","Chú ý: bạn có rất rất rất nhiều <ce662f9>NGỌC</c> đấy!"
"TID_GATCHA_BUTTON_TITLE","HỘP BRAWL"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","HỘP LỚN"
"TID_EVENT_LOCKED","Bị khóa"
"TID_SPECIAL_EVENT_TITLE_TOP","SỰ KIỆN ĐẶC BIỆT:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","kích hoạt trong"
"TID_SPECIAL_EVENT_STATUS_FUTURE","sẽ bắt đầu sau"
"TID_EVENT_COMING_UP_INFO","Sự kiện này sẽ bắt đầu sau: <TIME>"
"TID_ROCKET_BEACH_SKIN","BROCK BÃI BIỂN"
"TID_CACTUS_PINK_SKIN_OLD","SPIKE HỒNG"
"TID_SHAMAN_PANDA_SKIN","NITA GẤU TRÚC"
"TID_CROW_WHITE_SKIN","QUẠ TRẮNG"
"TID_BULL_HAIR_SKIN","BULL VIKING"
"TID_TRICKSHOT_GOLD_SKIN_OLD","RICOCHET HUY CHƯƠNG VÀNG"
"TID_BARKEEP_GOLD_SKIN","BARLEY VÀNG"
"TID_GUNSLINGER_ROCKSTAR_SKIN","NGÔI SAO NHẠC ROCK COLT"
"TID_STAT_HEAL","Máu"
"TID_LUCHADOR_RUDO_SKIN","EL RUDO PRIMO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Mua"
"TID_EVENTS_NEW_EVENT","Sự kiện mới!"
"TID_SETTINGS_BRAWLHINTS","Mẹo cho Trận chiến"
"TID_COLLECTED_COINS_INFO","Bạn đã thu thập <CURRENT> Thẻ trên tổng số từ <MAX> đến <PLANET>"
"TID_COLLECTED_COINS_INFO_CAPPED","Bạn đã thu thập tất cả Thẻ có trên <PLANET>"
"TID_FIRST_WIN_INFO","Chiến đấu với người chơi khác và nhận một <cff8E1b>Thẻ Sao</c> cho chiến thắng đầu tiên của bạn."
"TID_TICKET_COUNTER_INFO","Dùng Vé để chiến đấu ở đây!"
"TID_NOT_ENOUGH_TICKETS","Không đủ vé"
"TID_EVENT_LIST_GAME_ROOMS","ĐỘI MỚI"
"TID_EVENT_LIST_WELCOME","Chào mừng đến với Brawl Stars!"
"TID_COOP","Phối hợp Chiến đấu"
"TID_COOP_NOT_SUPPORTED","Phối hợp Chiến đấu không được hỗ trợ trong sự kiện này"
"TID_PRACTISE_NOT_SUPPORTED","Luyện tập không được hỗ trợ trong sự kiện này"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Đăng nhập Facebook mới"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Bạn có muốn liên kết trò chơi hiện tại với tài khoản Facebook này không?"
"TID_BUTTON_OKAY","Ok"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Cần có <HERO> cho biểu tượng này"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Hãy mời bạn bè và\ncùng nhau chiến đấu"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Bạn có thể sử dụng nhiều vé cho mỗi trận chiến để có phần thưởng tốt hơn."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Người sống sót Duy nhất"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Ba người chơi đối đầu Kẻ cướp Rô bốt"
"TID_HIGHSTAKES_REWARDS","Phần thưởng x<COUNT>"
"TID_HIGHSTAKES_COST","Vé: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Thoát Brawl Stars?"
"TID_POPUP_ANDROID_EXIT","Bạn có chắc muốn thoát Brawl Stars không?"
"TID_ROOM_NOT_SUPPORTED","Đội không được hỗ trợ trong sự kiện này"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Mua thất bại"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Máy chủ thanh toán không phản hồi. Vui lòng thử lại sau."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","Ok"
"TID_IAP_NOT_AVAILABLE","Vui lòng bật tính năng Mua trong ứng dụng ở phần cài đặt hạn chế của thiết bị."
"TID_NEWS_TITLE","TIN TỨC"
"TID_STAT_DAMAGE_PER_ARROW","Sát thương mỗi mũi tên"
"TID_STAT_DAMAGE_PER_MINE","Sát thương mỗi bẫy"
"TID_STAT_DAMAGE_PER_SPIKE","Sát thương mỗi chiếc gai"
"TID_STAT_DAMAGE_PER_DAGGER","Sát thương mỗi phát dao"
"TID_FRIENDS_FACEBOOK_CONNECTED","Đã kết nối Facebook"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Hãy kết nối với Facebook để xem bạn bè Facebook của bạn ở đây!"
"TID_FRIENDS_CONNECT_INFO","Liên kết với mạng xã hội để gặp bạn bè ở đây!"
"TID_FRIENDS_NO_FRIENDS","Không có bạn bè"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","GỬI YÊU CẦU KẾT BẠN"
"TID_FRIENDS_TITLE_1_NO_COUNT","BẠN BÈ"
"TID_FRIENDS_TITLE_1","BẠN BÈ (<COUNT>)"
"TID_FRIENDS_TITLE_2","BẠN BÈ ĐƯỢC ĐỀ XUẤT"
"TID_FRIENDS_TITLE_3","LỜI MỜI KẾT BẠN"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","ĐÃ CÙNG NHAU ĐẤU <COUNT> TRẬN GẦN ĐÂY"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","ĐÃ CÙNG NHAU ĐẤU 1 TRẬN GẦN ĐÂY"
"TID_FRIENDS_NO_ENTRIES_TAB_2","KHÔNG CÓ ĐỀ XUẤT BẠN BÈ NÀO"
"TID_FRIENDS_NO_ENTRIES_TAB_3","KHÔNG CÓ LỜI MỜI KẾT BẠN NÀO"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","Không thể xóa bạn bè từ mạng xã hội của bạn."
"TID_FRIEND_REQUEST_ACCEPT","CHẤP NHẬN"
"TID_FRIEND_REQUEST_REJECT","TỪ CHỐI"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
