"TID","JP"
"TID_SHOP_OFFER_INFO_8","<AMOUNT>パワーポイントが入っています。キャラのアップグレードに活用しましょう！"
"TID_SHOP_OFFER_INFO_9","バトルで獲得する<AMOUNT>個のトークンが2倍に！"
"TID_SHOP_OFFER_INFO_10","メガボックスに入っているアイテムの量は、ブロスタボックスの10倍！"
"TID_SHOP_OFFER_INFO_12","パワーポイントを受け取るキャラを選択できます"
"TID_SHOP_OFFER_INFO_13","新たなイベントスロットをアンロック"
"TID_SHOP_OFFER_INFO_14","ビッグボックスに入っているアイテムの量は、ブロスタボックスの3倍！"
"TID_SHOP_OFFER_HOR_NEW","新入荷"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","キャラクター"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","新入荷<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","キャラクター"
"TID_SHOP_SKIN_OFFER","スキンセール"
"TID_SHOP_OFFER_EXPIRED","このセール品は期限切れです"
"TID_SKINS_AD_TITLE","新スキンが登場！"
"TID_SKINS_AD_OK","OK"
"TID_SKINS_AD_INFO","キャラクターページで新しいスキンをチェックしましょう！"
"TID_TERMS_OF_SERVICE_BUTTON","サービス利用規約"
"TID_IMMUNE","無効"
"TID_BATTLE_END_PROCEED","次へ"
"TID_HINT_TAP_TO_MOVE_1","マップ中央から<ce662f9>エメラルド</c>を集めましょう"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","敵に狙いを定めましょう！"
"TID_HINT_SHOOT_1","<ce662f9>エメラルド</c>が中央の穴から出現します！"
"TID_HINT_DRAG_TO_ULTI_1","赤いスティックで必殺技を発射！"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","新しいGame Centerにログイン"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","現在プレイ中のゲームを\nこのGame Centerアカウントにセーブしますか？"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Googleアカウントに関する警告"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","「<name>」のセーブデータ（XPレベル<number>）を読み込みますか？実行すると現在の進行状況は消えてしまいますので、ご注意ください。"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","セーブデータを読み込みますか？"
"TID_BUTTON_VILLAGE_LOAD","読み込む"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Centerに関する警告"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","「<name>」のセーブデータ（XPレベル<number>）を読み込みますか？実行すると現在の進行状況は消えてしまいますので、ご注意ください。"
"TID_BUTTON_AVATAR_LOAD","読み込む"
"TID_SETTINGS_SCREEN_TITLE","設定"
"TID_SETTINGS_MUSIC","BGM"
"TID_SETTINGS_SFX","効果音"
"TID_SETTINGS_OFF","オフ"
"TID_SETTINGS_ON","オン"
"TID_SETTINGS_LANGUAGE","言語"
"TID_ACCOUNT","デバイス"
"TID_LINK_DEVICE_BUTTON","デバイスを連携"
"TID_SETTINGS_FACEBOOK","フレンド"
"TID_CHANGE_NAME_BUTTON","名前変更"
"TID_CREDITS_BUTTON","スタッフロール"
"TID_PRIVACY_POLICY_BUTTON","プライバシー\nポリシー"
"TID_PARENTS_GUIDE_BUTTON","保護者の皆さまへ"
"TID_MULTIDEVICE_INFO","Game Centerアカウントを使ってサインインすれば、ゲームのプレイ状況が安全にバックアップされるとともに、複数のiOSデバイスからプレイが可能になります。"
"TID_SETTINGS_GOOGLE","Google Play ログイン"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","接続済み"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","接続する"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","接続済み"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","接続する"
"TID_FAQ_BUTTON","ヘルプとサポート"
"TID_ABOUT","スタッフロール\n\n<names>\n\nBrawl Stars ™ <version>\nCopyright 2016-2020 Supercell Ltd. All Rights Reserved.\n<extracopyright>本ソフトウェアのご利用にあたっては、サービス利用規約およびプライバシーポリシーに同意いただく必要があります。具体的な内容につきましては、www.supercell.comをご覧ください。"
"TID_IAP_TRANSACTION_PENDING","購入を処理しています。しばらくお待ちください。"
"TID_RATE_APP_TITLE","ブロスタを評価"
"TID_RATE_APP_MESSAGE","App Storeでブロスタの評価やレビューを投稿してください！今後の参考にさせていただきます。"
"TID_BUTTON_RATE_APP_LATER","後で"
"TID_BUTTON_RATE_APP_REVIEW","評価する"
"TID_BUTTON_RATE_APP_NEVER","評価しない"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","アンロック不可"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","現在アカウントのアンロックは実行できません。後ほどお試しください！"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","再試行"
"TID_ACCOUNT_LOCKED_INVALID_CODE","無効なアンロックコードです！"
"TID_ACCOUNT_LOCKED_TITLE","アカウントがロックされています"
"TID_ACCONT_LOCKED_TEXT","このアカウントはセキュリティ上の理由からロックされています。アカウントを復旧するにはサポートへ連絡してください。"
"TID_ACCOUNT_LOCKED_TEXT2","アンロックコード入力："
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","タップして確定"
"TID_NOT_ENOUGH_GEMS_TITLE","エメラルドが足りません"
"TID_NOT_ENOUGH_GEMS_INFO","\n\nエメラルドが足りません。\nショップで買い足しましょう！"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","ショップへ移動"
"TID_COIN_DOUBLER_TITLE","ダブルトークンを購入"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","ダブルトークンにトークンを追加"
"TID_COIN_DOUBLER_INFO","バトルで獲得する<c2edd1b><AMOUNT></c>個のトークンを2倍にします。"
"TID_COIN_DOUBLER_INFO_WITH_COINS","ダブルトークンに<c2edd1b><AMOUNT></c>トークンを追加します。\n\nダブルトークンはバトルで獲得するトークンを2倍にします。"
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","ダイナマイトのダメージ"
"TID_STARS_1","注意：<ce662f9>エメラルド</c>を持っています！"
"TID_STARS_2","注意：<ce662f9>エメラルド</c>を持っています！"
"TID_STARS_3","注意：たくさん<ce662f9>エメラルド</c>を持っています！"
"TID_STARS_4","注意：山ほど<ce662f9>エメラルド</c>を持っています！"
"TID_GATCHA_BUTTON_TITLE","ブロスタボックス"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","ビッグボックス"
"TID_EVENT_LOCKED","ロック中"
"TID_SPECIAL_EVENT_TITLE_TOP","特別イベント："
"TID_SPECIAL_EVENT_STATUS_ACTIVE","開催期間"
"TID_SPECIAL_EVENT_STATUS_FUTURE","開始まで"
"TID_EVENT_COMING_UP_INFO","このイベントはあと<TIME>で始まります"
"TID_ROCKET_BEACH_SKIN","ビーチ ブロック"
"TID_CACTUS_PINK_SKIN_OLD","ピンク スパイク"
"TID_SHAMAN_PANDA_SKIN","パンダ ニタ"
"TID_CROW_WHITE_SKIN","ホワイト クロウ"
"TID_BULL_HAIR_SKIN","海賊 ブル"
"TID_TRICKSHOT_GOLD_SKIN_OLD","ゴールド リコシェ"
"TID_BARKEEP_GOLD_SKIN","ゴールド バーリー"
"TID_GUNSLINGER_ROCKSTAR_SKIN","ロックスター コルト"
"TID_STAT_HEAL","回復"
"TID_LUCHADOR_RUDO_SKIN","デビル・プリモ"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","購入"
"TID_EVENTS_NEW_EVENT","新イベント！"
"TID_SETTINGS_BRAWLHINTS","バトルのヒント"
"TID_COLLECTED_COINS_INFO","<PLANET>のトークン、最大<MAX>個のうち<CURRENT>個を回収しました"
"TID_COLLECTED_COINS_INFO_CAPPED","<PLANET>で入手できるすべてのトークンを回収しました"
"TID_FIRST_WIN_INFO","他のプレイヤーを相手に初勝利をあげて、<cff8E1b>スタートークン</c>を獲得しましょう。"
"TID_TICKET_COUNTER_INFO","ここで戦うにはチケットが必要です！"
"TID_NOT_ENOUGH_TICKETS","チケットが足りません"
"TID_EVENT_LIST_GAME_ROOMS","新チーム"
"TID_EVENT_LIST_WELCOME","ブロスタへようこそ！"
"TID_COOP","タッグ戦"
"TID_COOP_NOT_SUPPORTED","このイベントにはタッグ戦はありません"
"TID_PRACTISE_NOT_SUPPORTED","このイベントには練習はありません"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","新しいFacebookにログイン"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","現在プレイ中のゲームを\nこのFacebookアカウントに接続しますか？"
"TID_BUTTON_OKAY","OK"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","このアイコンを選ぶには\n<HERO>が必要です"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","フレンドを誘って\n一緒にプレイ！"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","ゲームで複数のチケットを使うと、より豪華な報酬をもらえます。"
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3対3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","最後の生存者"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5対1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","プレイヤー3人VS盗賊ロボット"
"TID_HIGHSTAKES_REWARDS","報酬 <COUNT>倍"
"TID_HIGHSTAKES_COST","チケット：<COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","ブロスタをやめますか？"
"TID_POPUP_ANDROID_EXIT","本当にブロスタを終了しますか？"
"TID_ROOM_NOT_SUPPORTED","このイベントではチームプレイができません"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","購入エラー"
"TID_ERROR_POP_UP_PURCHASE_FAILED","課金処理サーバーが応答していません。また後ほどお試しください。"
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","OK"
"TID_IAP_NOT_AVAILABLE","お使いのデバイスの機能制限設定から、アプリ内購入を有効にしてください。"
"TID_NEWS_TITLE","ブロスタニュース"
"TID_STAT_DAMAGE_PER_ARROW","矢のダメージ"
"TID_STAT_DAMAGE_PER_MINE","トラップのダメージ"
"TID_STAT_DAMAGE_PER_SPIKE","トゲのダメージ"
"TID_STAT_DAMAGE_PER_DAGGER","短剣のダメージ"
"TID_FRIENDS_FACEBOOK_CONNECTED","Facebookに接続済み"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Facebookに接続して\nFacebookの友達とプレイしましょう！"
"TID_FRIENDS_CONNECT_INFO","ソーシャルネットワークに接続して\n友達とプレイしましょう！"
"TID_FRIENDS_NO_FRIENDS","フレンドがいません"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","フレンド申請を送る"
"TID_FRIENDS_TITLE_1_NO_COUNT","フレンド"
"TID_FRIENDS_TITLE_1","フレンド（<COUNT>人）"
"TID_FRIENDS_TITLE_2","オススメ"
"TID_FRIENDS_TITLE_3","フレンド申請"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","最近一緒に<COUNT>回プレイしました"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","最近一緒に1ゲームプレイしました"
"TID_FRIENDS_NO_ENTRIES_TAB_2","オススメのフレンドはいません"
"TID_FRIENDS_NO_ENTRIES_TAB_3","フレンド申請はありません"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","あなたのSNSから友達を削除することはできません。"
"TID_FRIEND_REQUEST_ACCEPT","承認"
"TID_FRIEND_REQUEST_REJECT","拒否"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","クラブから"
"TID_FRIEND_REQUEST_REASON_2","チームから"
"TID_FRIEND_REQUEST_REASON_3","最近一緒に<AMOUNT>回プレイしました"
"TID_FRIEND_REQUEST_REASON_4","最近一緒に<AMOUNT>回プレイしました"
"TID_FRIEND_POPOVER_PROFILE","プロフィール"
"TID_FRIEND_POPOVER_REMOVE","削除"
"TID_FRIEND_POPOVER_SPECTATE","観戦"
"TID_FRIEND_POPOVER_YOU","これはあなた自身です"
"TID_REMOVE_FRIEND_POPUP_REMOVE","削除"
"TID_REMOVE_FRIEND_POPUP_CANCEL","キャンセル"
"TID_REMOVE_FRIEND_POPUP_TITLE","フレンドを削除します"
"TID_REMOVE_FRIEND_POPUP_BODY","本当に<NAME>をあなたのフレンドリストから削除しますか？"
"TID_UNLOCK_SKIN_CONTENT","\n\n<NAME>のスキンを購入"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","接続が切断されました"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","他のデバイスがこのゲームアカウントに接続しようとしています。"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","再読み込み"
"TID_BAD_CONNECTION","接続が不安定です"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebookの警告"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","このFacebookアカウントは、すでに他のブロスタのゲームアカウントと接続しています。今プレイしているゲームに接続しなおしますか？"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","カカオとの接続アラート"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT","このカカオアカウントは、すでに他のブロスタのゲームアカウントと接続しています。今プレイしているゲームに接続しなおしますか？"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE","LINEとの連携アラート"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT","このLINEアカウントは、すでに他のブロスタのゲームアカウントと連携しています。今プレイしているゲームに連携しなおしますか？"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","無料のイベント報酬を\n受け取りました"
"TID_GEM_BUY_CONFIRMATION","<AMOUNT>エメラルドを受け取りました！"
"TID_BLOCKED_TEAM_READY","準備完了を選ぶと表示できません"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","準備完了を選ぶと招待できません"
"TID_SHOTGUN_BANDITA_SKIN","女盗賊 シェリー"
"TID_SHUTDOWN_STARTED","5分後に短時間のメンテナンスを開始します。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","申し訳ございません。現在、サーバーのメンテナンスを実施中です。数時間後にもう一度お試しください。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","申し訳ございません。現在、サーバーのメンテナンスを実施中です。2時間ほどお待ちになってから、もう一度お試しください。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","申し訳ございません。現在、サーバーのメンテナンスを実施中です。1時間半ほどお待ちになってから、もう一度お試しください。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","申し訳ございません。現在、サーバーのメンテナンスを実施中です。2時間ほどお待ちになってから、もう一度お試しください。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","申し訳ございません。現在、サーバーのメンテナンスを実施中です。<value>分ほどお待ちになってから、もう一度お試しください。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","申し訳ございません。現在、サーバーのメンテナンスを実施中です。数分後にもう一度お試しください。"
"TID_SHUTDOWN_BATTLE_DISABLED","まもなくメンテナンスを開始します。メンテナンスが終了するまで、新たにバトルを開始することはできません。"
"TID_TEAM_SEARCH_NO_TEAM_CODE","チームコードを入力"
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","参加申請を承認または拒否する権限がありません。"
"TID_CLAN_RESPONSE_71","シニアには追放の後にクールダウンが発生します"
"TID_STAT_MAX_DAMAGE","最大射程でのダメージ"
"TID_STAT_DAMAGE_PER_BOMB","グレネードのダメージ"
"TID_ELDER_KICK_FAIL_COOLDOWN","あなたはクラブからメンバーを追放したばかりです。<time>待ってから再度お試しください。"
"TID_LUCHADOR_KING_SKIN","キング・プリモ"
"TID_PLAYER_DEFEATED_BR","キャラが倒されました"
"TID_BALL_1","鉄壁の護り"
"TID_HINT_GET_BALL","<cdaa520>ボール</c>を奪おう！"
"TID_LASER_BALL_INTRO_TEXT","2ゴール先取で勝利！"
"TID_AFK_WARNING","長時間止まっています！動いてください！"
"TID_AFK_DISCONNECTED_MSG","長時間操作がなかったか接続不良により、バトルから退出しました"
"TID_AFK_BANNED_MSG","長時間操作がなかったか接続不良により、現在のバトルから退出しました。バトルが終了するとゲームに戻れるようになります。"
"TID_AFK_DISCONNECTED_TITLE","長時間停止による退出"
"TID_AFK_BANNED_TITLE","バトルから退出しました"
"TID_AFK_RELOAD","再読み込み"
"TID_GAME_MODE_7","ビッグゲーム"
"TID_GAME_MODE_7_DESC","5人のプレイヤーが1人のプレイヤー扮する巨大キャラに挑む。\n\n巨大キャラはサイズもさることながら、非常に強力なパワーを持ち、膨大なHPは時間とともに少しずつ減少していく。5人の敵を撃退して、できる限り長く生き延びよう！\n\n5人のうちの1人としてプレイする場合は、他のプレイヤーと協力して巨大キャラを出来るだけ早い撃破を目指す！"
"TID_BOSS_INTRO_TEXT_ATTACK","巨大キャラを倒そう！"
"TID_BOSS_INTRO_TEXT_DEFEND","巨大キャラとして戦おう！"
"TID_BOSS_1","災いの谷"
"TID_SEASON_END_POPUP_TITLE","シーズンが終了しました"
"TID_SEASON_END_POPUP_REWARD","シーズン後の報酬"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","重要な変更点！"
"TID_COIN_META_MIGRATION_OK","チュートリアルをプレイ"
"TID_COIN_META_MIGRATION_TXT_1","ブロスタに新しいアップグレードシステムが追加されました。パワーポイントを集めることで、キャラクターをレベルアップできます。これまでの成長状況は、キャラクターのレベルに換算されました。"
"TID_COIN_META_MIGRATION_TXT_2","これまでの成長状況がな損なわれないよう、未使用のアップグレードトークンの代わりにブロスタボックスを受け取りました。また、補助アイテムもいくつか届いています。"
"TID_COIN_META_MIGRATION_TXT_3","今後、ゲームは横向きになり、操作も2本のジョイスティックで行います。"
"TID_COIN_META_MIGRATION_TXT_4","コインブースターはなくなり、エメラルドに換算されました。"
"TID_BOLTS_MIGRATION_TITLE","重要な変更点！"
"TID_BOLTS_MIGRATION_OK","OK"
"TID_BOLTS_MIGRATION_INFO","今回のブロスタのアップデート以降、ゲームでエリクサーは使用しません。エリクサーと以前のキャラクターアップグレードに代わって、アップグレードトークン<BOLTS>個を補填しました。アップグレードトークンを使ってキャラをアップグレードしましょう！\n\n重複したキャラやチップもゲームから削除されました。チップに代わって、<GEMS>エメラルドが補填されています。どうぞご活用ください！"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","エリクサーがアップグレードトークンになりました"
"TID_BOLTS_MIGRATION_CHIP_GEM","チップがエメラルドに変換されました"
"TID_STAT_HEALING_PER_SEC","毎秒の回復量"
"TID_STAT_DAMAGE_PER_CARD","カードのダメージ"
"TID_OVERTIME","延長タイム！"
"TID_STARTER_PACK_XP_REQ","XPレベル<XPLEVEL>への到達を\n祝した特別セール品！"
"TID_VALUE","お得"
"TID_SHOP_ONE_TIME_PURCHASE","このセール品の購入は1回限定です！"
"TID_HINT_MAKE_GOAL_1","<ccc0033>赤いコントローラー</c>をドラッグしてボールを狙いましょう！"
"TID_BALL_2","トリプル・ドリブル"
"TID_BALL_3","狭き門"
"TID_STARTER_PACK_1","レベル5パック"
"TID_STARTER_PACK_2","レベル15パック"
"TID_STARTER_PACK_3","レベル25パック"
"TID_IAP_XMAS2018_PACK","クリスマスパック"
"TID_IAP_XMAS2018_PACK_DESC","ほーっほっほっ！"
