"TID","FI"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","kavereille"
"TID_TEAM_AD_INFO_0","Etsitään pelaajia joukkueotteluun."
"TID_TEAM_AD_JOIN","Liity joukkueeseen"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","Ei voi liittyä. Olet jo joukkueessa."
"TID_TEAM_MEMBER_STATUS_0","<c999999>POISSA</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>OTTELUSSA</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>POISSA</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>EI VALMIINA</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>OTTELUNMUODOSTUKSESSA</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>LOPETUSRUUTU</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>POISSA</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>KATSELEE</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>HARJOITTELEE</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>KIRJOITTAA...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>RÄMÄPÄÄT</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>TAPAHTUMAT</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>VALMIINA</c>"
"TID_TEAM_STATUS_IN_MATCH","OTTELUSSA"
"TID_TEAM_STATUS_IN_MATCHMAKING","OTTELUNMUODOSTUS"
"TID_TEAM_STATUS_FULL","<cff1e00>TÄYNNÄ</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","AVAA"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Sinun on kuuluttava jengiin, jotta voit käyttää tätä toimintoa."
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Sinulla täytyy olla kavereita, jotta voit käyttää tätä toimintoa."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Et voi kertoa kavereille joukkueesta. Se on jo täynnä."
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Tämä on sallittu vain joukkueen perustaneelle pelaajalle."
"TID_TEAM_LOC_INFO","<MODE> huoneessa <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","JOUKKUEET"
"TID_STREAM_EVENT_1","Hei hei! <sender> poisti pelaajan <target> jengistä."
"TID_STREAM_EVENT_2","<sender> hyväksyi pelaajan <target> jengiin. Tervetuloa!"
"TID_STREAM_EVENT_3","<sender> liittyi jengiin! Tervetuloa!"
"TID_STREAM_EVENT_4","Hei hei! <sender> poistui jengistä!"
"TID_STREAM_EVENT_5","Huippua! <sender> ylensi pelaajan <target>."
"TID_STREAM_EVENT_6","Ei pahalla! <sender> alensi pelaajan <target>."
"TID_STREAM_EVENT_101","Pelaajan <sender> perustama joukkue"
"TID_STREAM_EVENT_102","Pelaaja <sender> liittyi."
"TID_STREAM_EVENT_103","Pelaaja <sender> poistui."
"TID_STREAM_EVENT_104","No voi! <sender> poisti pelaajan <target>."
"TID_STREAM_EVENT_105","Ottelunmuodostus on aloitettu."
"TID_STREAM_EVENT_106","Ottelunmuodostus on peruttu."
"TID_STREAM_EVENT_107","peli alkoi"
"TID_STREAM_EVENT_108","peli voitettu"
"TID_STREAM_EVENT_109","peli hävitty"
"TID_STREAM_EVENT_110","harjoitus aloitettu"
"TID_STREAM_EVENT_111","harjoitus päättyi"
"TID_STREAM_EVENT_112","tasapeli"
"TID_STREAM_EVENT_113","Selkkaus päättyi."
"TID_STREAM_EVENT_114","Teksti-chat mykistetty"
"TID_STREAM_EVENT_115","Teksti-chatin mykistys poistettu"
"TID_CHAT_BOTTOM_BUTTON","Vieritä alaspäin"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> uutta viestiä!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Uusi viesti!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Päivitä tasolle <LVL>"
"TID_HERO_INFO_ITEMS","PÄIVITYKSET"
"TID_HERO_INFO_SKINS","RÄMÄPÄÄ"
"TID_HERO_INFO_SKIN_OWNED","Sinulla on tämä asu."
"TID_HERO_INFO_SKIN_ACTIVE","VALITTU"
"TID_HERO_INFO_SKIN_ACTIVATE","VALITSE"
"TID_HERO_INFO_LEADERBOARD","Pistetaulukko"
"TID_HERO_INFO_LEADERBOARD_LABEL","Parhaat pelaajat - <HERO>"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00> +<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","HAE"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Tähtää supervoima vetämällä!"
"TID_HINT_SHOOT","Tähtää supervoima vetämällä ja vapauta, kun haluat laukaista."
"TID_HERO_SCORE_SUM_LEADERBOARD","Parhaat pelaajat"
"TID_ALLIANCE_LEADERBOARD","Parhaat jengit"
"TID_HINT_MAKE_GOAL","Tähtää vetämällä ja potkaise palloa päästämällä irti."
"TID_BATTLE_ROYALE_INTRO_TEXT","Ole kukkulan kuningas!"
"TID_HINT_COLLECT_BUFFS","Kerää <c50d050>voimakuutioita</c> laatikoista\nja vastustajilta, niin tulet vahvemmaksi!"
"TID_PLAYERS_LEFT","Rämäpäitä jäljellä: <num>"
"TID_AVOID_POISON","Pysy loitolla etenevistä <c90ee90>myrkkypilvistä</c>!"
"TID_CLAN_CREATE_COOLDOWN","Et voi vielä perustaa jengiä. Yritä uudelleen <TIME> kuluttua."
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Voit perustaa jengin, kun olet kokemustasolla <LEVEL>."
"TID_PLAYER_DATA_MISSING","Pelaajatietoja puuttuu."
"TID_ALLIANCE_DATA_MISSING","Jengin tietoja puuttuu."
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Odota ammusten latautumista!"
"TID_EVENT_EXPIRED","Tapahtuma on päättynyt."
"TID_DOUBLE_COINS_INFO","Täällä ottelemisesta saat tuplasti poletteja."
"TID_DOUBLE_XP_INFO","Täällä ottelemisesta saat tuplasti kokemusta."
"TID_SETTINGS_TITLE","ASETUKSET"
"TID_SETTINGS_CONTROL_MODE_TITLE","OHJAINTILA"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Liiku napauttamalla"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Napauta ruudulla haluamaasi kohtaa, niin rämäpääsi liikkuu sinne. Tähtää vetämällä ja ammu päästämällä irti."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Ohjaimen liikuttaminen (oikeakätinen)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Liikuta vasemman alakulman virtuaalista ohjainsauvaa. Napauta kohdetta ampuaksesi."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Ohjaimen liikuttaminen (vasenkätinen)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Liikuta oikean alakulman virtuaalista ohjainsauvaa. Napauta kohdetta ampuaksesi."
"TID_CHANGE_NAME_TITLE","MUUTA NIMEÄ"
"TID_SETTINGS_PLAYERNAME_CURRENT","Nykyinen nimi:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Kirjoita uusi nimi:"
"TID_ERROR_NAMES_DONT_MATCH","Nimet eivät täsmää. Yritä uudelleen."
"TID_CONTINUE","Jatka"
"TID_NAMECHANGE_WARNING","HUOMAA: Voit muuttaa nimeä vain kerran!"
"TID_CONFIRM","Vahvista"
"TID_INVALID_NAME","Nimi ei käy. Kokeile jotain toista."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Kirjoita uusi nimesi uudelleen:"
"TID_NAME_ALREADY_CHANGED","Voit muuttaa nimeä vain kerran."
"TID_NAME_CHANGE_ALREADY_USED","Olet jo muuttanut nimeäsi kerran."
"TID_NAME_CHANGED_SUCCESS","Nimesi muutettiin."
"TID_NAME_CHANGE_IN_PROGRESS","Nimeä ei voi muuttaa. Edellinen nimenmuutosprosessi on käynnissä."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","Nimen voi muuttaa aikaisintaan kokemustasolla <level>."
"TID_CONFIRM_CONFIRM","Suorita toiminto kirjoittamalla \q<confirmword>\q ja napauttamalla OK-painiketta."
"TID_CONFIRM_WORD","VAHVISTA"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Haluatko varmasti vaihtaa nimesi?\nUusi nimesi on:"
"TID_BUTTON_CONFIRM","OK"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Tapahtuman alkuun"
"TID_EVENTS_TIME_LEFT","Aikaa jäljellä"
"TID_EVENTS_NEW","UUSI!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Kaikki kokemus on kerätty."
"TID_EVENTS_EVENT_LOCKED","LUKITTU"
"TID_EVENTS_TROPHY_REQ","Avaa keräämällä yhteensä <c00ffff><COUNT></c> pokaalia."
"TID_EVENTS_PRO_LEAGUE_REQ","Avaa hankkimalla tähtivoima rämäpäälle."
"TID_GAME_STARTING","Ottelu on alkamassa huoneessa <LOCATION>. Tule mukaan!"
"TID_WEEKEND_EVENT","Tuplakokemustapahtuma"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_TEMPORARILY_DISABLED","Kauppa on tilapäisesti suljettu."
"TID_GATCHA_TEMPORARILY_DISABLED","Rähinälippaiden avaaminen on tilapäisesti poissa käytöstä."
"TID_SHOP_WELCOME_TITLE","TERVETULOA KAUPPAAN"
"TID_SHOP_WELCOME","Kaupassa avautuu uusia osioita sitä mukaa, kun etenet pelissä.\n\nMuista käydä säännöllisesti katsomassa uudet tarjoukset!"
"TID_SHOP_SPECIAL_OFFER","ERIKOISTARJOUS"
"TID_SHOP_COIN_BOOSTERS","TEHOSTEET"
"TID_SHOP_GEM_PACKS","JALOKIVIPAKETIT"
"TID_SHOP_PURCHASED","Ostettu"
"TID_SHOP_OBTAINED","Hankittu"
"TID_SHOP_INVALIDATED","Päättynyt"
"TID_SHOP_ACTIVE","Aktiivinen"
"TID_SHOP_DOUBLE_COINS_TITLE","POLETINTUPLAAJA"
"TID_SHOP_DOUBLE_COINS_INFO","Tuplaa seuraavat"
"TID_SHOP_DOUBLE_COINS_INFO_2","jotka voitat otteluista."
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Tuplaa seuraavat <AMOUNT> polettia, jotka ansaitset otteluista."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Poletteja jäljellä:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Ei tarpeeksi jalokiviä"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Olet jo käyttänyt tämän tarjouksen."
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Et voi käyttää tätä tarjousta: sinulla on jo yksi tai useampi tarjouksen tuotteista."
"TID_SHOP_OFFER_TITLE","Tarjous voimassa rajoitetun ajan."
"TID_SHOP_GEM_PACK_1_TITLE","Kourallinen jalokiviä"
"TID_SHOP_GEM_PACK_2_TITLE","Jalokivipussi"
"TID_SHOP_GEM_PACK_3_TITLE","Jalokivikassi"
"TID_SHOP_GEM_PACK_4_TITLE","Jalokivisanko"
"TID_SHOP_GEM_PACK_5_TITLE","Jalokivikirstu"
"TID_SHOP_GEM_PACK_6_TITLE","Jalokivisäiliö"
"TID_SHOP_HEROES_OF_RARITY","TAATUT RÄMÄPÄÄT"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c> RÄMÄPÄÄ"
"TID_SHOP_HERO_OF_RARITY_BOX","Rähinälipas"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> TEHOA"
"TID_SHOP_GATCHA_BOXES","LIPPAAT"
"TID_SHOP_GATCHA_BOX_1","ISO LIPAS"
"TID_SHOP_GATCHA_BOX_2","RÄHINÄLIPAS"
"TID_SHOP_GATCHA_BOX_3","MEGALIPAS"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Et voi ostaa enempää lippaita tänään."
"TID_SHOP_TICKETS","TAPAHTUMALIPUT"
"TID_SHOP_TICKET_PACK_0","Lippunippu"
"TID_SHOP_TICKET_PACK_1","Lippukasa"
"TID_SHOP_TICKET_PACK_2","Lippurulla"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","KOLIKKOPAKETIT"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Kolikkokasa"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Kolikkopussi"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Kolikkosäkki"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> kolikkoa ostettu"
"TID_SHOP_DAILY_OFFERS","PÄIVÄN TARJOUKSET"
"TID_SHOP_SKINS","ASUT"
"TID_SHOP_BRAWLIDAYS_SKINS","JUHLAPYHIEN ASUT"
"TID_SHOP_LUNAR_BRAWL_SKINS","KIINALAISEN UUDENVUODEN ASU"
"TID_SHOP_LEGENDARY_SKINS","TÄHTIKAUPPA"
"TID_SHOP_STAR_BOXES","TÄHTILIPPAAT"
"TID_SHOP_FREE","ILMAINEN"
"TID_SHOP_CLAIM","LUNASTA"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT> %"
"TID_SHOP_OFFER_TITLE_0","ILMAINEN LIPAS"
"TID_SHOP_OFFER_TITLE_1","KOLIKOT"
"TID_SHOP_OFFER_TITLE_6","RÄHINÄLIPAS"
"TID_SHOP_OFFER_TITLE_7","LIPUT"
"TID_SHOP_OFFER_TITLE_8","TEHOPISTEET"
"TID_SHOP_OFFER_TITLE_9","POLETINTUPLAAJA"
"TID_SHOP_OFFER_TITLE_10","MEGALIPAS"
"TID_SHOP_OFFER_TITLE_12","TEHOPISTEET"
"TID_SHOP_OFFER_TITLE_14","ISO LIPAS"
"TID_SHOP_OFFER_TITLE_15","RÄHINÄLIPAS"
"TID_SHOP_OFFER_TITLE_16","JALOKIVET"
"TID_SHOP_OFFER_DESC_GOLD","Kolikoilla voit päivittää rämäpäitäsi."
"TID_SHOP_OFFER_ANY_BRAWLER","MILLE TAHANSA\nRÄMÄPÄÄLLE"
"TID_PURCHASE_OFFER_POPUP_TITLE","Vahvista osto"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Ilmainen palkinto"
"TID_SHOP_OFFER_NEW_HERO_LABEL","RÄMÄPÄÄ"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","ASU"
"TID_SHOP_OFFER_HERO_POWER_TITLE","TEHOPISTEET"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Osto ei onnistu. Kunkin paketin voi ostaa kertaalleen tapahtumaa kohti."
"TID_SHOP_OFFER_NEW","UUSI"
"TID_GATCHA_BOX_TITLE_2","RÄHINÄLIPAS"
"TID_GATCHA_BOX_TITLE_3","MEGALIPAS"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","UUSI RÄMÄPÄÄ"
"TID_GATCHA_BOX_INFO_2","Sisältää joko uuden rämäpään, tähtivoiman tai kolikoita ja tehopisteitä kahdelle rämäpäälle. Joissain lippaissa on bonuksena poletintuplaaja!"
"TID_GATCHA_BOX_INFO_3","\n\n<AMOUNT> kertaa yhden rähinälippaan kokoinen"
"TID_SHOP_OFFER_INFO_0","Tämä on ilmainen. Nauti!"
"TID_SHOP_OFFER_INFO_1","Sisältää <AMOUNT> kolikkoa. Kolikoilla voit päivittää rämäpäitäsi."
"TID_SHOP_OFFER_INFO_2","Avaa sattuman-\nvarainen\n<RARITY>\nrämäpää!"
"TID_SHOP_OFFER_INFO_3","Avaa uusi rämäpää!"
"TID_SHOP_OFFER_INFO_6","Rähinälippaissa voi olla rämäpäitä, tehopisteitä, kolikoita ja muuta!"
"TID_SHOP_OFFER_INFO_7","Sisältää <AMOUNT> tapahtumalippua. Lipuilla voit osallistua lipputapahtumiin."
"TID_SHOP_OFFER_INFO_8","Sisältää <AMOUNT> tehopistettä. Kerää tehopisteitä, niin voit avata rämäpäiden päivityksiä."
"TID_SHOP_OFFER_INFO_9","Tuplaa seuraavat <AMOUNT> polettia, jotka ansaitset otteluista."
"TID_SHOP_OFFER_INFO_10","Megalippaiden sisältö on 10-kertainen tavallisiin verrattuna!"
"TID_SHOP_OFFER_INFO_12","Saat valita, mikä rämäpäistäsi saa tehopisteet."
"TID_SHOP_OFFER_INFO_13","Avaa uusi tapahtumaikkuna"
"TID_SHOP_OFFER_INFO_14","Isojen lippaiden sisältö on 3-kertainen tavallisiin verrattuna!"
"TID_SHOP_OFFER_HOR_NEW","UUSI"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","RÄMÄPÄÄ"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","UUSI <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","RÄMÄPÄÄ"
"TID_SHOP_SKIN_OFFER","ASUTARJOUS"
"TID_SHOP_OFFER_EXPIRED","Tarjous on päättynyt."
"TID_SKINS_AD_TITLE","UUSIA ASUJA SAATAVILLA"
"TID_SKINS_AD_OK","OK"
"TID_SKINS_AD_INFO","Tutustu uusiin asuihin rämäpäiden ikkunassa!"
"TID_TERMS_OF_SERVICE_BUTTON","Käyttöehdot"
"TID_IMMUNE","Suojattu"
"TID_BATTLE_END_PROCEED","JATKA"
"TID_HINT_TAP_TO_MOVE_1","Kerää <ce662f9>jalokiviä</c> kartan keskeltä."
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Kohdista supervoimasi vastustajaan!"
"TID_HINT_SHOOT_1","<ce662f9>Jalokiviä</c> ilmestyy keskellä olevasta kaivoksesta."
"TID_HINT_DRAG_TO_ULTI_1","Ammu nyt supervoimallasi käyttämällä punaista ohjainta."
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Uusi Game Center -kirjautuminen"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Haluatko tallentaa nykyisen pelisi tälle Game Center -tilille?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google-tilin ilmoitus"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Haluatko ladata pelaajan <name> pelin, joka on kokemustasolla <number>? Varoitus: Menetät edistymisesi tämänhetkisessä pelissä."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Ladataanko peli?"
"TID_BUTTON_VILLAGE_LOAD","Lataa"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Centerin ilmoitus"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Haluatko ladata pelaajan <name> pelin, joka on kokemustasolla <number>? Varoitus: Menetät edistymisesi tämänhetkisessä pelissä."
"TID_BUTTON_AVATAR_LOAD","Lataa"
"TID_SETTINGS_SCREEN_TITLE","Asetukset"
"TID_SETTINGS_MUSIC","MUSIIKKI"
"TID_SETTINGS_SFX","ÄÄNITEHOSTEET"
"TID_SETTINGS_OFF","Pois"
"TID_SETTINGS_ON","Päällä"
"TID_SETTINGS_LANGUAGE","KIELI"
"TID_ACCOUNT","Laitteet"
"TID_LINK_DEVICE_BUTTON","Yhdistä laite"
"TID_SETTINGS_FACEBOOK","KAVERIT"
"TID_CHANGE_NAME_BUTTON","Nimen muuttaminen"
"TID_CREDITS_BUTTON","Tekijät"
"TID_PRIVACY_POLICY_BUTTON","Yksityisyys-\nkäytäntö"
"TID_PARENTS_GUIDE_BUTTON","Vanhempien opas"
"TID_MULTIDEVICE_INFO","Kirjautumalla Game Center -tilillesi voit tallentaa etenemisesi pelissä ja pelata monilla iOS-laitteilla."
"TID_SETTINGS_GOOGLE","GOOGLE PLAY"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Yhdistetty"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Yhdistä"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","YHDISTETTY"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","YHDISTÄ"
"TID_FAQ_BUTTON","Ohje ja tuki"
"TID_ABOUT","Tekijät\n\n<names>\n\nBrawl Stars™ <version>\nTekijänoikeudet 2016-2020 Supercell Oy. Kaikki oikeudet pidätetään.\n<extracopyright>\nTämän ohjelmiston kaikenlainen käyttö on osoitteessa www.supercell.com olevien käyttöehtojen ja yksityisyyskäytäntöjen alaista."
"TID_IAP_TRANSACTION_PENDING","Ole hyvä ja odota. Rahansiirto on käynnissä."
"TID_RATE_APP_TITLE","Arvostele Brawl Stars"
"TID_RATE_APP_MESSAGE","Arvostele Brawl Stars App Storessa ja anna meille arvokasta palautetta!"
"TID_BUTTON_RATE_APP_LATER","Myöhemmin"
"TID_BUTTON_RATE_APP_REVIEW","Arvostele"
"TID_BUTTON_RATE_APP_NEVER","Ei koskaan"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Tiliä ei voi avata."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Tiliä ei voi tällä hetkellä avata. Yritä myöhemmin uudelleen."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Yritä uudelleen"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Virheellinen avauskoodi!"
"TID_ACCOUNT_LOCKED_TITLE","Tili lukittu"
"TID_ACCONT_LOCKED_TEXT","Tilisi on lukittu turvallisuussyistä. Palauta tilisi ottamalla yhteyttä tukeen."
"TID_ACCOUNT_LOCKED_TEXT2","Kirjoita avauskoodi tähän"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Vahvista napauttamalla"
"TID_NOT_ENOUGH_GEMS_TITLE","Ei tarpeeksi jalokiviä"
"TID_NOT_ENOUGH_GEMS_INFO","\n\nJalokivesi ovat lopussa. Voit ostaa niitä lisää kaupasta!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Siirry kauppaan"
"TID_COIN_DOUBLER_TITLE","Osta poletintuplaaja"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Lisää poletteja poletintuplaajaan"
"TID_COIN_DOUBLER_INFO","Tuplaa seuraavat <c2edd1b><AMOUNT></c> polettia, jotka ansaitset otteluista."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Lisää <c2edd1b><AMOUNT></c> polettia poletintuplaajaasi.\n\nPoletintuplaaja kaksinkertaistaa otteluista voittamiesi polettien määrän."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Tuhovoima pommia kohti"
"TID_STARS_1","Ole varuillasi! Sinulla on <ce662f9>jalokivi</c>!"
"TID_STARS_2","Ole varuillasi! Sinulla on <ce662f9>jalokiviä</c>!"
"TID_STARS_3","Ole varuillasi! Sinulla on paljon <ce662f9>jalokiviä</c>!"
"TID_STARS_4","Ole varuillasi! Sinulla on valtavasti <ce662f9>jalokiviä</c>!"
"TID_GATCHA_BUTTON_TITLE","RÄHINÄLIPAS"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","ISO LIPAS"
"TID_EVENT_LOCKED","Lukittu"
"TID_SPECIAL_EVENT_TITLE_TOP","ERIKOISTAPAHTUMA:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","aktiivisena"
"TID_SPECIAL_EVENT_STATUS_FUTURE","alkamiseen"
"TID_EVENT_COMING_UP_INFO","Tapahtuma avautuu <TIME> kuluttua."
"TID_ROCKET_BEACH_SKIN","BIITSI-BROCK"
"TID_CACTUS_PINK_SKIN_OLD","PINKKI SPIKE"
"TID_SHAMAN_PANDA_SKIN","PANDA-NITA"
"TID_CROW_WHITE_SKIN","VALKEA CROW"
"TID_BULL_HAIR_SKIN","VIIKINKI-BULL"
"TID_TRICKSHOT_GOLD_SKIN_OLD","KULTAPOIKA-RICOCHET"
"TID_BARKEEP_GOLD_SKIN","KULTAINEN BARLEY"
"TID_GUNSLINGER_ROCKSTAR_SKIN","ROKKARI-COLT"
"TID_STAT_HEAL","Parannus"
"TID_LUCHADOR_RUDO_SKIN","RUJO-PRIMO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Osta"
"TID_EVENTS_NEW_EVENT","Uusi tapahtuma!"
"TID_SETTINGS_BRAWLHINTS","Otteluvinkit"
"TID_COLLECTED_COINS_INFO","Olet kerännyt <CURRENT> polettia <MAX>/<PLANET> enimmäismäärästä."
"TID_COLLECTED_COINS_INFO_CAPPED","Olet kerännyt kaikki kartan <PLANET> saatavilla olevat poletit."
"TID_FIRST_WIN_INFO","Ansaitse <cff8E1b>tähtipoletti</c> ensimmäisestä voitostasi muita pelaajia vastaan."
"TID_TICKET_COUNTER_INFO","Käytä tapahtumalippuja täällä ottelemiseen!"
"TID_NOT_ENOUGH_TICKETS","Ei tarpeeksi lippuja"
"TID_EVENT_LIST_GAME_ROOMS","UUSI JOUKKUE"
"TID_EVENT_LIST_WELCOME","Tervetuloa Brawl Starsiin!"
"TID_COOP","Yhteispeli"
"TID_COOP_NOT_SUPPORTED","Yhteispeli ei ole käytettävissä tässä tapahtumassa."
"TID_PRACTISE_NOT_SUPPORTED","Harjoittelu ei ole käytettävissä tässä tapahtumassa."
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Uusi Facebook-kirjautuminen"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Haluatko yhdistää nykyisen pelisi tähän Facebook-tiliin?"
"TID_BUTTON_OKAY","OK"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Kuvakkeeseen tarvitaan <HERO>."
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Kutsu kavereita\npelaamaan yhdessä."
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Voit käyttää useita lippuja ottelua kohti, jolloin voit saada parempia palkintoja."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Kukkulan kuningas"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Kolme pelaajaa vs roistorobotit"
"TID_HIGHSTAKES_REWARDS","Palkinnot x <COUNT>"
"TID_HIGHSTAKES_COST","Liput: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Poistutaanko Brawl Starsista?"
"TID_POPUP_ANDROID_EXIT","Haluatko varmasti poistua Brawl Starsista?"
"TID_ROOM_NOT_SUPPORTED","Joukkueet eivät ole käytettävissä tässä tapahtumassa."
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Osto epäonnistui."
"TID_ERROR_POP_UP_PURCHASE_FAILED","Laskutuspalvelin ei vastaa. Yritä myöhemmin uudelleen."
