"TID","TH"
"TID_ALLIANCE_ROLE_ELDER","สมาชิกอาวุโส"
"TID_STREAM_SENDER_YOU","คุณ"
"TID_GOLDRUSH_1","เหมืองหินผา"
"TID_BANKHEIST_1","ขุมทรัพย์โจร"
"TID_WANTED_1","ซากวิหาร"
"TID_BATTLE_ROYALE_1","ห้วยหัวกะโหลก"
"TID_GOLDRUSH_2","อาเขตคริสตัล"
"TID_BANKHEIST_2","หุบเขาตูมตาม"
"TID_WANTED_2","แคมป์เถื่อน"
"TID_BATTLE_ROYALE_2","ศิลามอดไหม้"
"TID_GOLDRUSH_3","ถ้ำเห็ดพิษ"
"TID_BANKHEIST_3","พื้นที่ปลอดภัย"
"TID_WANTED_3","ป้อมศิลา"
"TID_BATTLE_ROYALE_3","ศึกกำแพงหิน"
"TID_WANTED_4","กับดักเห็ดพิษ"
"TID_GOLDRUSH_4","ป้อมศิลา"
"TID_WANTED_5","ล้างบางผลึก"
"TID_GOLDRUSH_5","เหมืองขุดเซาะ"
"TID_WANTED_6","ทุ่งอสรพิษ"
"TID_WANTED_7","ลานดาวตก"
"TID_GOLDRUSH_6","ร้านอาหารลึกล้ำ"
"TID_GOLDRUSH_7","พื้นที่ผ่อนคลาย"
"TID_BATTLE_ROYALE_4","อยู่หรือไป"
"TID_WANTED_8","แหล่งกบดาน"
"TID_BANKHEIST_4","ด่านค่ายยุติธรรม"
"TID_CLAN_MEMBERS_ONLINE","สมาชิกออนไลน์: <COUNT>/<TOTAL>"
"TID_CLAN_TOTAL_TROPHIES","ถ้วยรางวัลคลับ"
"TID_CLAN_SEARCH_OK","ค้นหา"
"TID_CLAN_INFO_NAME","ชื่อคลับ"
"TID_CLAN_INFO_BADGE","ตราสัญลักษณ์"
"TID_CLAN_INFO_DESC","คำอธิบาย"
"TID_CLAN_INFO_TOTAL_TROPHIES","ถ้วยรางวัลคลับ"
"TID_CLAN_INFO_TYPE","ชนิด"
"TID_CLAN_INFO_TAG","แท็กคลับ"
"TID_CLAN_INFO_MIN_TROPHIES","ถ้วยรางวัลที่ต้องการ"
"TID_CLAN_INFO_LEAVE","ออก"
"TID_CLAN_INFO_SETTINGS","การตั้งค่า"
"TID_CLAN_INFO_JOIN","เข้าร่วม"
"TID_CLAN_INFO_MESSAGE","ข้อความ"
"TID_CLAN_INFO_REQUEST_JOIN","ขอเข้าร่วม"
"TID_CLAN_SEARCH_NO_RESULTS","ไม่พบคลับ"
"TID_CLAN_SEARCH_INITIAL","ไม่มีข้อความที่ค้นหา"
"TID_CLAN_INFO_MEMBERS","สมาชิก"
"TID_CLAN_INFO_SELECT_BADGE","เรียกดู"
"TID_SELECT_BADGE","เลือกตราสัญลักษณ์"
"TID_ALLIANCE_CREATE_OK","สร้างคลับสำเร็จแล้ว"
"TID_CLAN_CHANGE_SETTINGS_TITLE","การตั้งค่าคลับ"
"TID_TITLE_ALLIANCE","ข้อมูลคลับ"
"TID_ALLIANCE_LEFT","คุณออกจากคลับ"
"TID_CLAN_MEMBER_DEMOTE","ลดขั้น"
"TID_CLAN_MEMBER_PROMOTE","เลื่อนขั้น"
"TID_CLAN_MEMBER_KICK","ไล่ออก"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","ดูคลับ"
"TID_BUTTON_INVITE","เชิญ"
"TID_PLAYER_INFO_GOTO_CLAN","ดูคลับ"
"TID_SELECT_PLAYER_THUMBNAIL","เลือกไอคอน"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","ไอคอนนี้จะปลดล็อคที่เลเวลประสบการณ์ <LEVEL>"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","ไอคอนนี้จะปลดล็อคที่ถ้วยรางวัล <TROPHIES> ถ้วย"
"TID_PLAYER_INFO_WINS_AMOUNT","ชนะ <AMOUNT> ครั้ง"
"TID_PLAYER_INFO_TAB_1","สถิติ"
"TID_PLAYER_INFO_TAB_2","บรอว์เลอร์ (<FOUND>/<TOTAL>)"
"TID_PLAYER_STAT_1","ชัยชนะแบบ 3 VS 3"
"TID_PLAYER_STAT_4","ถ้วยรางวัลสูงสุด"
"TID_PLAYER_STAT_8","ชัยชนะแบบเล่นเดี่ยว"
"TID_PLAYER_STAT_10","เวลาที่ดีที่สุดตอนเป็นบรอว์เลอร์ยักษ์"
"TID_PLAYER_STAT_9","เวลาที่ดีที่สุดในโหมดหุ่นยนต์ตะลุมบอน"
"TID_PLAYER_STAT_11","ชัยชนะแบบเล่นทีมคู่"
"TID_PLAYER_STAT_12","เลเวลศึกปะทะบอสสูงสุดที่เล่นผ่าน"
"TID_PLAYER_STAT_13","แต้มสูงสุดในศึกพลังดวงดาว"
"TID_PLAYER_STAT_14","อันดับสูงสุดในศึกพลังดวงดาว"
"TID_PLAYER_STAT_15","ความท้าทายที่ชนะมากที่สุด"
"TID_NO_CLAN","ไม่ได้อยู่ในคลับ"
"TID_ULTIMATE_NOT_READY","ยิงศัตรูเพื่อชาร์จท่าไม้ตายของคุณ!"
"TID_CANT_ACTIVATE_ULTI","ไม่สามารถใช้ท่าไม้ตายได้หลังจากพ่ายแพ้!"
"TID_NAME_TOO_SHORT","ชื่อของคุณสั้นเกินไป"
"TID_ALLIANCE_JOINED","เข้าร่วมคลับแล้ว"
"TID_COIN_RUSH_INTRO_TEXT","เก็บอัญมณีให้ได้ 10 เม็ดเพื่อรับชัยชนะ"
"TID_BOUNTY_HUNTER_INTRO_TEXT","เอาชนะบรอว์เลอร์เพื่อรับดาว"
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","ยิงตู้นิรภัยของศัตรูให้กระจุย"
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","ยิงตู้นิรภัยของศัตรูให้กระจุย"
"TID_GO","ต่อสู้ได้!"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","ยืนยันการออก"
"TID_ALLIANCE_LEAVE_CONFIRMATION","\n\nคุณแน่ใจหรือไม่ว่าต้องการออกจากคลับ?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","ออก"
"TID_ALLIANCE_PROMOTE_TITLE","ยืนยันการเลื่อนขั้น"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","คุณแน่ใจหรือว่าต้องการเลื่อนขั้น <NAME> เป็นตำแหน่ง <ROLE>?"
"TID_ALLIANCE_PROMOTE_BUTTON","เลื่อนขั้น"
"TID_ALLIANCE_KICK_TITLE","ยืนยันการไล่ออก"
"TID_ALLIANCE_KICK_CONFIRMATION","คุณแน่ใจหรือไม่ว่าต้องการไล่ <NAME> ออกจากคลับ?"
"TID_ALLIANCE_KICK_BUTTON","ไล่ออก"
"TID_ALLIANCE_DEMOTE_TITLE","ยืนยันการลดขั้น"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","คุณแน่ใจหรือว่าต้องการลดขั้น <NAME> เป็นตำแหน่ง <ROLE>?"
"TID_ALLIANCE_DEMOTE_BUTTON","ลดขั้น"
"TID_CLAN_RESPONSE_10","บันทึกการตั้งค่าแล้ว"
"TID_CLAN_RESPONSE_20","สร้างคลับแล้ว"
"TID_CLAN_RESPONSE_21","การสร้างคลับล้มเหลว! โปรดลองอีกครั้งในภายหลัง"
"TID_CLAN_RESPONSE_22","ชื่อไม่เป็นที่ยอมรับ"
"TID_CLAN_RESPONSE_23","คำอธิบายไม่เป็นที่ยอมรับ"
"TID_CLAN_RESPONSE_24","ชื่อสั้นเกินไป"
"TID_CLAN_RESPONSE_40","เข้าร่วมคลับแล้ว"
"TID_CLAN_RESPONSE_42","เข้าร่วมล้มเหลว: คลับเต็ม"
"TID_CLAN_RESPONSE_43","เข้าร่วมล้มเหลว: คลับไม่เปิด"
"TID_CLAN_RESPONSE_45","เข้าร่วมล้มเหลว: คุณมีถ้วยรางวัลไม่เพียงพอที่จะเข้าร่วมคลับนี้"
"TID_CLAN_RESPONSE_46","เข้าร่วมล้มเหลว: คุณถูกแบนจากคลับนี้เนื่องจากถูกไล่ออก/ถูกปฏิเสธคำขอเข้าร่วม"
"TID_CLAN_RESPONSE_47","เข้าร่วมล้มเหลว: คุณเข้าร่วมคลับมากเกินไป ระบบได้ปิดกั้นการเข้าร่วมคลับของคุณในวันนี้แล้ว"
"TID_CLAN_RESPONSE_48","เข้าร่วมล้มเหลว: ไม่สามารถเข้าร่วมคลับในภูมิภาคอื่นได้"
"TID_CLAN_RESPONSE_50","ส่งคำขอเข้าร่วมสำเร็จแล้ว"
"TID_CLAN_RESPONSE_51","การส่งคำขอเข้าร่วมล้มเหลว: คลับไม่เปิดรับคำขอเป็นสมาชิกแล้ว"
"TID_CLAN_RESPONSE_52","การส่งคำขอเข้าร่วมล้มเหลว: คุณมีคำขอเข้าร่วมคลับนี้ที่รอดำเนินการอยู่"
"TID_CLAN_RESPONSE_53","การส่งคำขอเข้าร่วมล้มเหลว: คุณมีถ้วยรางวัลไม่เพียงพอที่จะเข้าร่วมคลับนี้"
"TID_CLAN_RESPONSE_54","การส่งคำขอเข้าร่วมล้มเหลว: คุณถูกแบนจากคลับนี้เนื่องจากถูกไล่ออก/ถูกปฏิเสธคำขอเข้าร่วม"
"TID_CLAN_RESPONSE_55","การส่งคำขอเข้าร่วมล้มเหลว: ไม่สามารถเข้าร่วมคลับในภูมิภาคอื่นได้"
"TID_CLAN_RESPONSE_56","การเข้าร่วมล้มเหลว: คลับนี้ไม่เหมาะกับเยาวชน"
"TID_CLAN_RESPONSE_70","ไล่ออกสำเร็จ"
"TID_CLAN_RESPONSE_80","คุณออกจากคลับแล้ว"
"TID_CLAN_RESPONSE_81","เลื่อนขั้นสำเร็จ"
"TID_CLAN_RESPONSE_82","ลดขั้นสำเร็จ"
"TID_CLAN_RESPONSE_90","ยอมรับสำเร็จ"
"TID_CLAN_RESPONSE_91","ปฏิเสธสำเร็จ"
"TID_CLAN_RESPONSE_92","การยอมรับล้มเหลว: เป้าหมายอยู่ในคลับอื่นแล้ว"
"TID_CLAN_RESPONSE_93","การดำเนินการล้มเหลว: ไม่พบคำขอ"
"TID_CLAN_RESPONSE_94","การดำเนินการล้มเหลว: จัดการคำขอไปแล้ว"
"TID_CLAN_RESPONSE_95","การดำเนินการล้มเหลว: ไม่มีสิทธิ์"
"TID_CLAN_RESPONSE_96","การยอมรับล้มเหลว: เป้าหมายถูกแบนจากคลับนี้"
"TID_CLAN_RESPONSE_100","คุณถูกไล่ออกจากคลับ"
"TID_CLAN_RESPONSE_101","คุณได้รับการเลื่อนขั้น"
"TID_CLAN_RESPONSE_102","คุณถูกลดขั้น"
"TID_CLAN_RESPONSE_112","การส่งจดหมายคลับยังอยู่ในระหว่างการคูลดาวน์เป็นเวลา <TIME>"
"TID_CLAN_RESPONSE_113","ส่งจดหมายคลับเสร็จเรียบร้อยแล้ว"
"TID_CLAN_NO_RIGHTS","คุณไม่มีสิทธิ์ดำเนินการ"
"TID_ALLIANCE_NAME_TOO_SHORT","ชื่อคลับสั้นเกินไป"
"TID_CLAN_JOIN_REQUEST_TITLE","ขอเป็นสมาชิกคลับ"
"TID_CLAN_JOIN_REQUEST_SEND","ส่ง"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","ฉันอยากเข้าร่วมคลับของคุณ..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","ยอมรับผู้เล่นนี้เข้าคลับหรือไม่?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","ยอมรับ"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","ปฏิเสธ"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","ยอมรับโดย <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","ปฏิเสธโดย <name>"
"TID_HINT_DRAG_TO_AIM","ลากเพื่อเล็งเป้า"
"TID_HINT_RELEASE_TO_SHOOT","ปล่อยเพื่อยิง"
"TID_HINT_ACTIVATE_ULTI","ลาก<cff9900>แป้นควบคุมสีเหลือง</c>เพื่อเล็งท่าไม้ตายของคุณ!"
"TID_HINT_DRAG_TO_ULTI","ลากเพื่อเล็งท่าไม้ตาย ปล่อยเพื่อโจมตี!"
"TID_HINT_COLLECT_GOLD","บรอว์เลอร์จะดรอป<ce662f9>อัญมณี</c>หลังจากที่พ่ายแพ้"
"TID_HINT_HOLD_GOLD","รักษา<ce662f9>อัญมณี</c>ของคุณให้ดี!"
"TID_HINT_GO_AFTER_ENEMY","ไล่ล่าศัตรู!"
"TID_HINT_ATTACK_BASE","ยิงตู้นิรภัยของศัตรูให้กระจุยและปกป้องตู้ของคุณ!"
"TID_HINT_DEFEND_BASE","ยิงตู้นิรภัยของศัตรูให้กระจุยและปกป้องตู้ของคุณ!"
"TID_HINT_SHOOT_ENEMIES","เอาชนะศัตรูเพื่อรับดาว!"
"TID_HINT_YOU_ARE_WINNING","ทีมของคุณกำลังชนะ! เล่มเกมรับ!"
"TID_HINT_YOU_ARE_LOSING","ทีมของคุณกำลังแพ้! เล่มเกมรุก!"
"TID_HINT_TAP_TO_MOVE","แตะเพื่อเคลื่อนที่\nเคลื่อนที่ไปกับทีมของคุณ"
"TID_BOUNTY_1","<EMPTY>"
"TID_BOUNTY_2","ระวัง: คุณมีค่าหัวสูง!"
"TID_BOUNTY_3","ระวัง: คุณมีค่าหัวสูงมาก!"
"TID_BOUNTY_4","จับเป็นหรือจับตาย!"
"TID_NO_CLAN_TITLE","ค้นหาคลับ"
"TID_NO_CLAN_BODY","เข้าร่วมคลับเพื่อแชตและเล่นกับผู้เล่นเจ๋งๆ!"
