"TID","CNT"
"TID_SHOP_HERO_OF_RARITY_BOX","英雄寶箱"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c>能量"
"TID_SHOP_GATCHA_BOXES","寶箱"
"TID_SHOP_GATCHA_BOX_1","大型寶箱"
"TID_SHOP_GATCHA_BOX_2","亂鬥寶箱"
"TID_SHOP_GATCHA_BOX_3","超級寶箱"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","已達今日寶箱購買上限"
"TID_SHOP_TICKETS","活動入場券"
"TID_SHOP_TICKET_PACK_0","一把入場券"
"TID_SHOP_TICKET_PACK_1","一疊入場券"
"TID_SHOP_TICKET_PACK_2","一卷入場券"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","金幣特惠包"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","一把金幣"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","一小袋金幣"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","一大袋金幣"
"TID_HERO_LVL_MATERIAL_RECEIVED","已購買<AMOUNT>金幣"
"TID_SHOP_DAILY_OFFERS","每日精選"
"TID_SHOP_SKINS","造型"
"TID_SHOP_BRAWLIDAYS_SKINS","亂鬥聖誕節造型"
"TID_SHOP_LUNAR_BRAWL_SKINS","新春亂鬥造型"
"TID_SHOP_LEGENDARY_SKINS","星徽商店"
"TID_SHOP_STAR_BOXES","星徽寶箱"
"TID_SHOP_FREE","免費"
"TID_SHOP_CLAIM","領取"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","免費寶箱"
"TID_SHOP_OFFER_TITLE_1","金幣"
"TID_SHOP_OFFER_TITLE_6","亂鬥寶箱"
"TID_SHOP_OFFER_TITLE_7","入場券"
"TID_SHOP_OFFER_TITLE_8","能量點數"
"TID_SHOP_OFFER_TITLE_9","雙倍代幣加成"
"TID_SHOP_OFFER_TITLE_10","超級寶箱"
"TID_SHOP_OFFER_TITLE_12","能量點數"
"TID_SHOP_OFFER_TITLE_14","大型寶箱"
"TID_SHOP_OFFER_TITLE_15","亂鬥寶箱"
"TID_SHOP_OFFER_TITLE_16","寶石"
"TID_SHOP_OFFER_DESC_GOLD","金幣可用來升級英雄"
"TID_SHOP_OFFER_ANY_BRAWLER","任選\n一位英雄"
"TID_PURCHASE_OFFER_POPUP_TITLE","確認購買"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","免費獎勵"
"TID_SHOP_OFFER_NEW_HERO_LABEL","英雄"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","造型"
"TID_SHOP_OFFER_HERO_POWER_TITLE","能量點數"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","無法購買，活動期間每種特惠包限購一次。"
"TID_SHOP_OFFER_NEW","NEW"
"TID_GATCHA_BOX_TITLE_2","亂鬥寶箱"
"TID_GATCHA_BOX_TITLE_3","超級寶箱"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","新英雄"
"TID_GATCHA_BOX_INFO_2","可能包含金幣和兩個英雄的能量點數，或一個新英雄，或一種能力之星，部分寶箱還額外包含雙倍獎章加成！"
"TID_GATCHA_BOX_INFO_3","\n\n相當於<AMOUNT>個亂鬥寶箱。"
"TID_SHOP_OFFER_INFO_0","免費好禮！"
"TID_SHOP_OFFER_INFO_1","內含<AMOUNT>金幣，金幣可用來升級英雄。"
"TID_SHOP_OFFER_INFO_2","解鎖一位隨機的\n<RARITY>英雄！"
"TID_SHOP_OFFER_INFO_3","解鎖一位新英雄！"
"TID_SHOP_OFFER_INFO_6","亂鬥寶箱可能包含英雄、能量點數、金幣以及更多驚喜！"
"TID_SHOP_OFFER_INFO_7","內含<AMOUNT>張活動入場券，活動入場券可以用來參加入場券活動。"
"TID_SHOP_OFFER_INFO_8","內含<AMOUNT>能量點數。收集能量點數，解鎖英雄升級！"
"TID_SHOP_OFFER_INFO_9","接下來透過對戰獲得的<AMOUNT>枚代幣將會翻倍！"
"TID_SHOP_OFFER_INFO_10","超級寶箱所包含的物品是普通亂鬥寶箱的10倍！"
"TID_SHOP_OFFER_INFO_12","你可以任選一位英雄接收能量點數"
"TID_SHOP_OFFER_INFO_13","解鎖新的活動欄位"
"TID_SHOP_OFFER_INFO_14","大型寶箱所包含的物品是普通亂鬥寶箱的3倍！"
"TID_SHOP_OFFER_HOR_NEW","NEW"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","英雄"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","NEW <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","英雄"
"TID_SHOP_SKIN_OFFER","造型特惠"
"TID_SHOP_OFFER_EXPIRED","特惠已結束"
"TID_SKINS_AD_TITLE","新造型上架啦！"
"TID_SKINS_AD_OK","確定"
"TID_SKINS_AD_INFO","前往英雄介面查看全新造型！"
"TID_TERMS_OF_SERVICE_BUTTON","服務條款"
"TID_IMMUNE","免疫"
"TID_BATTLE_END_PROCEED","繼續"
"TID_HINT_TAP_TO_MOVE_1","收集地圖中間的<ce662f9>寶石</c>"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","瞄準敵人使用超級技能！"
"TID_HINT_SHOOT_1","地圖中間的洞裡會冒出<ce662f9>寶石</c>"
"TID_HINT_DRAG_TO_ULTI_1","現在使用紅色搖桿來發動你的超級技能！"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","登入新的Game Center帳號"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","你要將當前遊戲進度與該Game Center帳號進行綁定嗎？"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google帳號警告"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","你要載入<name>的<number>級遊戲進度嗎？警告：當前遊戲進度將丟失。"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","載入遊戲進度？"
"TID_BUTTON_VILLAGE_LOAD","載入"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center帳號警告"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","你要載入<name>的<number>級遊戲進度嗎？警告：當前遊戲進度將丟失。"
"TID_BUTTON_AVATAR_LOAD","載入"
"TID_SETTINGS_SCREEN_TITLE","設定"
"TID_SETTINGS_MUSIC","音樂"
"TID_SETTINGS_SFX","音效"
"TID_SETTINGS_OFF","關閉"
"TID_SETTINGS_ON","開啟"
"TID_SETTINGS_LANGUAGE","語言"
"TID_ACCOUNT","裝置"
"TID_LINK_DEVICE_BUTTON","連結裝置"
"TID_SETTINGS_FACEBOOK","好友"
"TID_CHANGE_NAME_BUTTON","更改名稱"
"TID_CREDITS_BUTTON","製作人員"
"TID_PRIVACY_POLICY_BUTTON","隱私保護政策"
"TID_PARENTS_GUIDE_BUTTON","家長指南"
"TID_MULTIDEVICE_INFO","使用Game Center帳號登入遊戲可以保護你的遊戲進度，並且方便你在多台iOS裝置上進行遊戲。"
"TID_SETTINGS_GOOGLE","Google Play登入"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","已連結"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","連結"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","已連結"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","連結"
"TID_FAQ_BUTTON","幫助與支援"
"TID_ABOUT","製作人員\n\n<names>\n\n《荒野亂鬥》(Brawl Stars) ™ <version>\n版權所有2016-2020 Supercell Ltd. 保留所有權利。\n<extracopyright>\n本軟體的所有使用均需遵守我們在www.supercell.com列明的\n《條款和條件》和《隱私保護政策》。"
"TID_IAP_TRANSACTION_PENDING","交易待處理，請稍候。"
"TID_RATE_APP_TITLE","為《荒野亂鬥》評分"
"TID_RATE_APP_MESSAGE","請在App Store對《荒野亂鬥》(Brawl Stars)進行評分，並留下你的寶貴意見！"
"TID_BUTTON_RATE_APP_LATER","稍後再說"
"TID_BUTTON_RATE_APP_REVIEW","立即評分"
"TID_BUTTON_RATE_APP_NEVER","不再提示"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","無法解鎖帳號"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","暫時無法解鎖帳號，請稍後再試！"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","請重試"
"TID_ACCOUNT_LOCKED_INVALID_CODE","解鎖代碼無效！"
"TID_ACCOUNT_LOCKED_TITLE","帳號已鎖定"
"TID_ACCONT_LOCKED_TEXT","基於安全原因，你的帳號已被鎖定。請聯繫玩家支援團隊恢復你的帳號。"
"TID_ACCOUNT_LOCKED_TEXT2","請在此輸入解鎖代碼："
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","點擊以確定"
"TID_NOT_ENOUGH_GEMS_TITLE","寶石不足"
"TID_NOT_ENOUGH_GEMS_INFO","\n\n你的寶石用光了，到商店買一點吧！"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","進入商店"
"TID_COIN_DOUBLER_TITLE","購買雙倍代幣加成"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","增加雙倍代幣加成提供的代幣數量"
"TID_COIN_DOUBLER_INFO","接下來透過對戰獲得的<c2edd1b><AMOUNT></c>枚代幣將會翻倍。"
"TID_COIN_DOUBLER_INFO_WITH_COINS","為你的雙倍代幣加成增加<c2edd1b><AMOUNT></c>枚代幣。\n\n雙倍代幣加成可以使你透過對戰獲得的代幣加倍。"
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","每個炸藥傷害"
"TID_STARS_1","要小心：你持有一顆<ce662f9>寶石</c>！"
"TID_STARS_2","要小心：你持有一些<ce662f9>寶石</c>！"
"TID_STARS_3","要小心：你持有大量<ce662f9>寶石</c>！"
"TID_STARS_4","要小心：你持有巨量<ce662f9>寶石</c>！"
"TID_GATCHA_BUTTON_TITLE","亂鬥寶箱"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","大型寶箱"
"TID_EVENT_LOCKED","未解鎖"
"TID_SPECIAL_EVENT_TITLE_TOP","特別活動："
"TID_SPECIAL_EVENT_STATUS_ACTIVE","持續時間"
"TID_SPECIAL_EVENT_STATUS_FUTURE","距離開始還有"
"TID_EVENT_COMING_UP_INFO","該活動將於<TIME>後開始"
"TID_ROCKET_BEACH_SKIN","海灘男孩"
"TID_CACTUS_PINK_SKIN_OLD","粉紅派對"
"TID_SHAMAN_PANDA_SKIN","熊貓妮塔"
"TID_CROW_WHITE_SKIN","雪鴉"
"TID_BULL_HAIR_SKIN","維京狂牛"
"TID_TRICKSHOT_GOLD_SKIN_OLD","金牌彈射"
"TID_BARKEEP_GOLD_SKIN","黃金保力"
"TID_GUNSLINGER_ROCKSTAR_SKIN","搖滾巨星"
"TID_STAT_HEAL","治療"
"TID_LUCHADOR_RUDO_SKIN","蝙蝠假面"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","購買"
"TID_EVENTS_NEW_EVENT","新活動!"
"TID_SETTINGS_BRAWLHINTS","對戰提示"
"TID_COLLECTED_COINS_INFO","你已從<PLANET>收集了<CURRENT>枚代幣，最多可收集<MAX>枚代幣"
"TID_COLLECTED_COINS_INFO_CAPPED","你已收集<PLANET>的所有代幣"
"TID_FIRST_WIN_INFO","取得玩家對戰首勝即可贏得一枚<cff8E1b>星徽代幣</c>。"
"TID_TICKET_COUNTER_INFO","使用入場券參加活動！"
"TID_NOT_ENOUGH_TICKETS","入場券不足"
"TID_EVENT_LIST_GAME_ROOMS","創建小隊"
"TID_EVENT_LIST_WELCOME","歡迎來到《荒野亂鬥》！"
"TID_COOP","組隊對戰"
"TID_COOP_NOT_SUPPORTED","該活動無法組隊對戰"
"TID_PRACTISE_NOT_SUPPORTED","該活動無法進行練習"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","登入新的Facebook帳號"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","你要將當前遊戲進度與該Facebook帳號進行連結嗎？"
"TID_BUTTON_OKAY","確定"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","獲得<HERO>以解鎖該頭像"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","邀請好友\n一同亂鬥"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","你可以在每場對戰中使用多張入場券，以獲得更好的獎勵。"
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","單人生存模式"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","3名玩家 vs 機甲匪徒"
"TID_HIGHSTAKES_REWARDS","<COUNT>倍獎勵"
"TID_HIGHSTAKES_COST","入場券：<COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","退出《荒野亂鬥》？"
"TID_POPUP_ANDROID_EXIT","你確定要退出《荒野亂鬥》嗎？"
"TID_ROOM_NOT_SUPPORTED","該活動無法創建小隊"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","購買失敗"
"TID_ERROR_POP_UP_PURCHASE_FAILED","金流伺服器未回應，請稍後再試。"
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","確定"
"TID_IAP_NOT_AVAILABLE","請在裝置的限制設定中開啟App內購買項目。"
"TID_NEWS_TITLE","新聞"
"TID_STAT_DAMAGE_PER_ARROW","每箭傷害"
"TID_STAT_DAMAGE_PER_MINE","每個陷阱傷害"
"TID_STAT_DAMAGE_PER_SPIKE","每發尖刺傷害"
"TID_STAT_DAMAGE_PER_DAGGER","每把飛刀傷害"
"TID_FRIENDS_FACEBOOK_CONNECTED","已連結至Facebook"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","連結Facebook帳號，以查看你的Facebook好友！"
"TID_FRIENDS_CONNECT_INFO","連結社交平台帳號，即可在此處看到你的好友！"
"TID_FRIENDS_NO_FRIENDS","沒有好友"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","發送好友請求"
"TID_FRIENDS_TITLE_1_NO_COUNT","好友"
"TID_FRIENDS_TITLE_1","好友（<COUNT>）"
"TID_FRIENDS_TITLE_2","推薦好友"
"TID_FRIENDS_TITLE_3","好友請求"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","最近一起進行過<COUNT>場遊戲"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","最近一起進行過1場遊戲"
"TID_FRIENDS_NO_ENTRIES_TAB_2","無推薦好友"
"TID_FRIENDS_NO_ENTRIES_TAB_3","無好友請求"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","無法刪除透過社群平台所加入的好友"
"TID_FRIEND_REQUEST_ACCEPT","接受"
"TID_FRIEND_REQUEST_REJECT","拒絕"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","來自戰隊"
"TID_FRIEND_REQUEST_REASON_2","來自小隊"
"TID_FRIEND_REQUEST_REASON_3","最近一起進行過<AMOUNT>場遊戲"
"TID_FRIEND_REQUEST_REASON_4","最近一起進行過<AMOUNT>場遊戲"
"TID_FRIEND_POPOVER_PROFILE","個人資料"
"TID_FRIEND_POPOVER_REMOVE","刪除"
"TID_FRIEND_POPOVER_SPECTATE","觀戰"
"TID_FRIEND_POPOVER_YOU","這是你"
"TID_REMOVE_FRIEND_POPUP_REMOVE","刪除"
"TID_REMOVE_FRIEND_POPUP_CANCEL","取消"
"TID_REMOVE_FRIEND_POPUP_TITLE","確認刪除好友"
"TID_REMOVE_FRIEND_POPUP_BODY","你真的想把<NAME>從好友列表中刪除嗎？"
"TID_UNLOCK_SKIN_CONTENT","\n\n購買<NAME>造型"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","連線中斷"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","另一個裝置正在連線至此遊戲帳號。"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","重新載入"
"TID_BAD_CONNECTION","網路連線不穩定"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook帳號提醒"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","該Facebook帳號已連結另一個《荒野亂鬥》遊戲進度，要替換為與目前的遊戲進度連結嗎？"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","Kakao帳號提醒"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT","該Kakao帳號已連結另一個《荒野亂鬥》遊戲進度，要替換為與目前的遊戲進度連結嗎？"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE","LINE帳號提醒"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT","該LINE帳號已連結另一個《荒野亂鬥》遊戲進度，要替換為與目前的遊戲進度連結嗎？"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","已領取免費活動獎勵"
"TID_GEM_BUY_CONFIRMATION","已獲得<AMOUNT>寶石！"
"TID_BLOCKED_TEAM_READY","準備就緒後無法顯示"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","準備就緒後無法邀請其他玩家"
"TID_SHOTGUN_BANDITA_SKIN","獨眼大盜"
"TID_SHUTDOWN_STARTED","系統即將開始維護，遊戲將在5分鐘後關閉。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","抱歉，伺服器正在維護。請在幾小時後重試。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","抱歉，伺服器正在維護。請在幾小時後重試。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","抱歉，伺服器正在維護。請在約1.5小時後重試。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","抱歉，伺服器正在維護。請在約1小時後重試。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","抱歉，伺服器正在維護。請在約<value>分鐘後重試。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","抱歉，伺服器正在維護。請在幾分鐘後重試。"
"TID_SHUTDOWN_BATTLE_DISABLED","系統即將開始維護，遊戲將在幾分鐘後關閉。很抱歉，在此期間無法進行對戰。"
"TID_TEAM_SEARCH_NO_TEAM_CODE","輸入小隊代碼。"
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","你沒有接受或拒絕申請的權限。"
"TID_CLAN_RESPONSE_71","資深隊員需等待一段時間才能再次踢出隊員"
"TID_STAT_MAX_DAMAGE","最大射程傷害"
"TID_STAT_DAMAGE_PER_BOMB","每顆手榴彈傷害"
"TID_ELDER_KICK_FAIL_COOLDOWN","你最近已經踢出過一名戰隊隊員，需等待<time>才能繼續該操作。"
"TID_LUCHADOR_KING_SKIN","王者降臨"
"TID_PLAYER_DEFEATED_BR","英雄已被擊敗"
"TID_BALL_1","後院球場"
"TID_HINT_GET_BALL","全力搶<cdaa520>球</c>！"
"TID_LASER_BALL_INTRO_TEXT","進兩球即可獲勝！"
"TID_AFK_WARNING","掛機行為警告！請移動！"
"TID_AFK_DISCONNECTED_MSG","因為網路連線不穩定或掛機行為，你已與對戰中斷連線"
"TID_AFK_BANNED_MSG","因為網路連線不穩定或掛機行為，你無法重回當前對戰。你可於對戰結束後重新進入遊戲。"
"TID_AFK_DISCONNECTED_TITLE","因掛機而中斷連線"
"TID_AFK_BANNED_TITLE","禁止回到對戰"
"TID_AFK_RELOAD","重新載入"
"TID_GAME_MODE_7","巨型獵場"
"TID_GAME_MODE_7_DESC","一名玩家扮演巨型英雄，另外五名玩家則需要合力擊敗他！\n\n巨型英雄的戰鬥力比其他玩家強很多，同時擁有極高的生命值，但生命值會緩慢流失。巨型英雄必須擋住對手的攻勢，盡量活得更久！\n\n另外五名獵手則需要互相合作，盡快消滅強大的巨型英雄！"
"TID_BOSS_INTRO_TEXT_ATTACK","擊敗巨型英雄！"
"TID_BOSS_INTRO_TEXT_DEFEND","你是巨型英雄！"
"TID_BOSS_1","災難峽谷"
"TID_SEASON_END_POPUP_TITLE","賽季已結束"
"TID_SEASON_END_POPUP_REWARD","賽季結束獎勵"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","重大調整！"
"TID_COIN_META_MIGRATION_OK","開始教學"
"TID_COIN_META_MIGRATION_TXT_1","《荒野亂鬥》的升級系統更新了，現在你收集足夠的能量點數後即可升級對應英雄。以前進行過的英雄升級已轉化為英雄等級。"
"TID_COIN_META_MIGRATION_TXT_2","你尚未使用的升級代幣已轉化為亂鬥寶箱，而且還會獲得多個額外寶箱以確保你的遊戲進度與之前一致。"
"TID_COIN_META_MIGRATION_TXT_3","《荒野亂鬥》現已改為橫向和雙搖桿操作模式。"
"TID_COIN_META_MIGRATION_TXT_4","已移除\q代幣加成\q，尚未使用的代幣加成已轉化為寶石。"
"TID_BOLTS_MIGRATION_TITLE","重大調整！"
"TID_BOLTS_MIGRATION_OK","確定"
"TID_BOLTS_MIGRATION_INFO","全新英雄升級系統已不再使用聖水。你的聖水和之前為英雄進行的升級已經轉換為<BOLTS>升級代幣。使用升級代幣來升級你的英雄吧！\n\n重複的英雄和籌碼已經從遊戲中移除，你的籌碼已經轉化為<GEMS>寶石。祝你遊戲愉快！"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","你的聖水已轉換為升級代幣"
"TID_BOLTS_MIGRATION_CHIP_GEM","你的籌碼已兌換為寶石"
"TID_STAT_HEALING_PER_SEC","每秒治療"
"TID_STAT_DAMAGE_PER_CARD","每張卡牌傷害"
"TID_OVERTIME","加時賽！"
"TID_STARTER_PACK_XP_REQ","你已達到<XPLEVEL>級，商店準備了超值特惠包！"
"TID_VALUE","超值"
"TID_SHOP_ONE_TIME_PURCHASE","該特惠包只能購買一次！"
"TID_HINT_MAKE_GOAL_1","按住拖曳<ccc0033>紅色搖桿</c>進行瞄準，放開搖桿即可把球踢出去。"
"TID_BALL_2","三重威脅"
"TID_BALL_3","精準射門"
"TID_STARTER_PACK_1","5級特惠包"
"TID_STARTER_PACK_2","15級特惠包"
"TID_STARTER_PACK_3","25級特惠包"
"TID_IAP_XMAS2018_PACK","節日特惠包"
"TID_IAP_XMAS2018_PACK_DESC","齁齁齁！"
"TID_STARTER_PACK_0","新手特惠包"
"TID_STARTER_PACK_0_DESC","歡迎加入《荒野亂鬥》，精彩亂鬥由此開啟！"
"TID_IAP_LNY2019_PACK","亂鬥新春特惠"
"TID_IAP_LNY2019_PACK_DESC","新春快樂！"
"TID_IAP_MARCH2019_PACK","三月特惠"
"TID_IAP_MARCH2019_PACK_DESC","該特惠包只可購買一次！"
"TID_IAP_REFRESHER_PACK_DESC","該特惠包只可購買一次！"
"TID_BLACKHOLE_DEFAULT_SKIN","系統預設"
"TID_GOLD_CAP_HIT","代幣已達上限"
"TID_GATCHA_BUTTON_BOX_STACK_FULL","已達寶箱存放上限"
"TID_COOP_1","彈珠公園"
"TID_GAME_MODE_8","機甲入侵"
"TID_GAME_MODE_8_DESC","保護金庫不被貪婪的機甲匪徒攻破！防守得越久，獎勵就越豐厚！\n\n機甲匪徒會從四面八方向金庫發起猛攻，而且數量會越來越多。拼盡全力守住金庫吧！"
"TID_COOP_INTRO_TEXT","保護金庫！"
"TID_SELECT_EVENT_POPUP_TITLE","選擇活動"
"TID_BARREL_BOT","達里爾"
"TID_BARREL_BOT_DESC","達里爾手中的兩把雙管獵槍威力巨大。他的超級技能是鑽進桶裡四處亂滾亂撞！"
"TID_BARREL_BOT_WEAPON","雙重火力"
"TID_BARREL_BOT_WEAPON_DESC","達里爾的雙管獵槍可以發射出兩波交錯的火力，能夠對近距離目標造成大量傷害。"
"TID_BARREL_BOT_ULTI","滾桶突進"
"TID_BARREL_BOT_ULTI_DESC","達里爾躲進木桶並迅速向前滾動，他會撞飛沿途的敵人並對他們造成傷害。如果碰上牆壁，木桶會彈向其他方向。他的超級技能會隨著時間自動蓄能！"
"TID_ARTILLERY_DUDE","佩妮"
"TID_ARTILLERY_DUDE_DESC","佩妮發射的金幣袋在命中目標後還能繼續傷害後方的目標。她的超級技能是放置一座迫擊艦炮！"
"TID_ARTILLERY_DUDE_WEAPON","佩式火槍"
"TID_ARTILLERY_DUDE_WEAPON_DESC","向敵人發射一個裝滿愚人金幣的錢袋。錢袋擊中敵人後會破裂，飛散出來的金幣會繼續攻擊後方的目標。"
"TID_ARTILLERY_DUDE_ULTI","佩式艦炮"
"TID_ARTILLERY_DUDE_ULTI_DESC","佩妮擺出自己的招牌艦炮，為自己提供火力支援！這門艦炮不僅射程遠，還能攻擊到障礙物後面的敵人。"
"TID_ITEM_NAME_SPECIAL","能力之星"
"TID_HERO_INFO_ITEM_LOCKED","達到<LEVEL>級後有機會獲得"
"TID_HERO_INFO_LOCKED_INFO","打開亂鬥寶箱\n有機會獲得"
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","總獎盃數達到<SCORE>後解鎖"
"TID_SPEC_ABI_FREEZE","震撼彈"
"TID_SPEC_ABI_BERSERKER","狂牛之怒"
"TID_SPEC_SELF_DESTRUCT","復仇"
"TID_SPEC_ABI_CACTUS_HEAL","療癒派對"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","療癒特調"
"TID_SPEC_ABI_REPAIR_TURRET","脈衝充能"
"TID_SPEC_ABI_PET_LIFESTEAL","靈魂協同"
"TID_SPEC_ABI_STEAL_SOULS","恐怖收割"
"TID_SPEC_ABI_SPOT","鷹眼"
"TID_SPEC_ABI_AMBUSH","暗地守候"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","惡魔分身"
"TID_SPEC_ABI_SPEED","速度之靴"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","愛的抱抱"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","超級反彈"
"TID_SPEC_ABI_FIRE_DOT_ULTI","燃燒摔角魂"
"TID_SPEC_LAST_STAND","最終絕唱"
"TID_SPEC_BURN","燃燒遍野"
"TID_SPEC_CRIPPLE","致殘毒藥"
"TID_SPEC_ABI_BARREL_DEFENSE","護身鋼圈"
"TID_SPEC_HEAL_MAIN_ATTACK","單曲循環"
"TID_SPEC_ABI_FREEZE_DESC","雪莉的超級散彈可使敵人的移動速度降低，持續<c00cc00><VALUE1></c>秒。"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","鴉的普通攻擊和超級技能對生命值在<VALUE1>%以下的英雄可造成<c00cc00><VALUE2></c>額外傷害。"
"TID_SPEC_ABI_BERSERKER_DESC","狂牛生命值低於<c00cc00><VALUE1>%</c>時，裝彈速度加倍！"
"TID_SPEC_SELF_DESTRUCT_DESC","爆破麥克陣亡時會丟出6根炸藥，每根炸藥可造成<c00cc00><VALUE1></c>傷害。"
"TID_SPEC_ABI_CACTUS_HEAL_DESC","使用超級技能後，當史派克位於技能範圍內時，每秒可恢復<c00cc00><VALUE1></c>生命值。"
