"TID","AR"
"TID_CLAN_RESPONSE_56","فشل الانضمام: هذا الاتحاد غير ملائم للعائلة"
"TID_CLAN_RESPONSE_70","تم الطرد بنجاح"
"TID_CLAN_RESPONSE_80","لقد تركت الاتحاد!"
"TID_CLAN_RESPONSE_81","تم رفع الرتبة بنجاح"
"TID_CLAN_RESPONSE_82","تم إنزال الرتبة بنجاح"
"TID_CLAN_RESPONSE_90","تم القبول بنجاح"
"TID_CLAN_RESPONSE_91","تم الرفض بنجاح"
"TID_CLAN_RESPONSE_92","فشل القبول: اللاعب عضو في اتحاد بالفعل."
"TID_CLAN_RESPONSE_93","فشل الإجراء: لا يمكن العثور على الطلب."
"TID_CLAN_RESPONSE_94","فشل الإجراء: تم اتخاذ إجراء بشأن هذا الطلب بالفعل."
"TID_CLAN_RESPONSE_95","فشل الإجراء: لا توجد الصلاحيات اللازمة."
"TID_CLAN_RESPONSE_96","فشل القبول: تم حظر اللاعب من الانضمام إلى هذا الاتحاد."
"TID_CLAN_RESPONSE_100","تم طردك من أحد الاتحادات."
"TID_CLAN_RESPONSE_101","تم رفع رتبتك"
"TID_CLAN_RESPONSE_102","تم إنزال رتبتك"
"TID_CLAN_RESPONSE_112","خدمة إرسال بريد الاتحاد ما زالت قيد الانتظار لمدة <TIME>."
"TID_CLAN_RESPONSE_113","تم إرسال بريد الاتحاد بنجاح."
"TID_CLAN_NO_RIGHTS","ليست لديك الصلاحيات لإجراء ذلك"
"TID_ALLIANCE_NAME_TOO_SHORT","اسم الاتحاد أقصر من اللازم"
"TID_CLAN_JOIN_REQUEST_TITLE","طلب العضوية باتحاد"
"TID_CLAN_JOIN_REQUEST_SEND","إرسال"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","أود أن انضم إلى الاتحاد..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","أتقبل بانضمام هذا اللاعب إلى الاتحاد؟"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","القبول"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","الرفض"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","تم القبول بواسطة <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","تم الرفض بواسطة <name>"
"TID_HINT_DRAG_TO_AIM","اسحب للتصويب"
"TID_HINT_RELEASE_TO_SHOOT","ارفع إصبعك لإطلاق النار"
"TID_HINT_ACTIVATE_ULTI","اسحب <cff9900>وحدة التحكم الصفراء</c> لتصويب ضربة الزخم!"
"TID_HINT_DRAG_TO_ULTI","اسحب لتصويب ضربة الزخم، وارفع إصبعك لإطلاق النار!"
"TID_HINT_COLLECT_GOLD","سيسقط الأبطال <ce662f9>الجواهر</c> عند تعرضهم للهزيمة"
"TID_HINT_HOLD_GOLD","احتفظ <ce662f9>بالجواهر</c>!"
"TID_HINT_GO_AFTER_ENEMY","طارد العدو!"
"TID_HINT_ATTACK_BASE","أطلق النار على خزينة العدو لفتحها، واحم خزينتك!"
"TID_HINT_DEFEND_BASE","أطلق النار على خزينة العدو لفتحها، واحم خزينتك!"
"TID_HINT_SHOOT_ENEMIES","اهزم الأعداء للحصول على النجوم!"
"TID_HINT_YOU_ARE_WINNING","فريقك على وشك الفوز! اتبع أسلوبًا دفاعيًا!"
"TID_HINT_YOU_ARE_LOSING","فريقك على وشك الخسارة! اتبع أسلوبًا هجوميًا!"
"TID_HINT_TAP_TO_MOVE","اضغط للتحرك\nتحرك مع فريقك"
"TID_BOUNTY_1","<EMPTY>"
"TID_BOUNTY_2","انتبه: على رأسك مكافأة كبيرة!"
"TID_BOUNTY_3","انتبه: على رأسك مكافأة ضخمة!"
"TID_BOUNTY_4","مطلوب حيًا أو ميتًا!"
"TID_NO_CLAN_TITLE","اعثر على اتحاد"
"TID_NO_CLAN_BODY","انضم إلى اتحاد للدردشة واللعب مع أشخاص رائعين!"
"TID_NO_CLAN_SUGGESTIONS","الاتحادات المرشحة لك"
"TID_NO_CLAN_RESULTS","نتائج البحث"
"TID_NO_CLAN_EMPTY","لا توجد اتحادات مرشحة لك :-("
"TID_NO_CLAN_WAITING_FOR_DATA","في انتظار البيانات..."
"TID_CONNECTING_TO_SERVER","جارٍ الاتصال بالخادم..."
"TID_TEAM_ADVERTISE","الإعلان"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","للاتحاد"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","للأصدقاء"
"TID_TEAM_AD_INFO_0","نبحث عن لاعبين لخوض مواجهات الفرق"
"TID_TEAM_AD_JOIN","الانضمام إلى فريق"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","تعذر الانضمام. أنت في فريق بالفعل."
"TID_TEAM_MEMBER_STATUS_0","<c999999>غير متصل</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>في معركة</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>بعيد عن الجهاز</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>غير مستعد</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>في المطابقة</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>شاشة النهاية</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>غير متصل</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>في وضع المشاهدة</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>في التدريب</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>يكتب...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>الأبطال</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>أحداث</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>في وضع الاستعداد</c>"
"TID_TEAM_STATUS_IN_MATCH","في معركة"
"TID_TEAM_STATUS_IN_MATCHMAKING","قيد المطابقة"
"TID_TEAM_STATUS_FULL","<cff1e00>مكتمل</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","مفتوح"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","يجب عليك الانضمام إلى اتحاد لاستخدام هذه الميزة"
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","يجب أن يكون لديك أصدقاء لاستخدام هذه الميزة"
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","تعذر الإعلان. الفريق مكتمل بالفعل"
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","هذا الإجراء متاح لمؤسس الفريق فقط."
"TID_TEAM_LOC_INFO","<MODE> في <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","الفرق"
"TID_STREAM_EVENT_1","وداعًا! تم طرد <target> من الاتحاد من طرف <sender>."
"TID_STREAM_EVENT_2","أهلاً وسهلاً! تم قبول <target> في الاتحاد من طرف <sender>."
"TID_STREAM_EVENT_3","أهلاً وسهلاً!<sender> انضم إلى الاتحاد!"
"TID_STREAM_EVENT_4","وداعًا! <sender> ترك الاتحاد!"
"TID_STREAM_EVENT_5","تهانينا! تم رفع رتبة <target> من طرف <sender>."
"TID_STREAM_EVENT_6","الأمر ليس شخصيًا! تم إنزال رتبة <target> من طرف <sender>."
"TID_STREAM_EVENT_101","تم إنشاء فريق بواسطة <sender>."
"TID_STREAM_EVENT_102","انضم اللاعب <sender>"
"TID_STREAM_EVENT_103","غادر اللاعب <sender>"
"TID_STREAM_EVENT_104","وداعًا، <sender> طرد <target>"
"TID_STREAM_EVENT_105","بدأت المطابقة"
"TID_STREAM_EVENT_106","تم إلغاء المطابقة"
"TID_STREAM_EVENT_107","بدأت المواجهة"
"TID_STREAM_EVENT_108","فوز"
"TID_STREAM_EVENT_109","خسارة"
"TID_STREAM_EVENT_110","بدأ التدريب"
"TID_STREAM_EVENT_111","انتهى التدريب"
"TID_STREAM_EVENT_112","تعادل"
"TID_STREAM_EVENT_113","انتهت المواجهة الحاسمة"
"TID_STREAM_EVENT_114","الدردشة النصية معطلة"
"TID_STREAM_EVENT_115","الدردشة النصية قيد التشغيل"
"TID_CHAT_BOTTOM_BUTTON","مرر للأسفل"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> من الرسائل الجديدة!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","رسالة جديدة!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","الترقية إلى المستوى <LVL>"
"TID_HERO_INFO_ITEMS","الترقيات"
"TID_HERO_INFO_SKINS","البطل"
"TID_HERO_INFO_SKIN_OWNED","لديك هذا المظهر"
"TID_HERO_INFO_SKIN_ACTIVE","المظهر المحدد"
"TID_HERO_INFO_SKIN_ACTIVATE","التحديد"
"TID_HERO_INFO_LEADERBOARD","لوحة الصدارة"
"TID_HERO_INFO_LEADERBOARD_LABEL","أفضل لاعبي <HERO>"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","البحث"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","اسحب لتصويب ضربة الزخم!"
"TID_HINT_SHOOT","اسحب للتصويب، وارفع إصبعك لإطلاق النار."
"TID_HERO_SCORE_SUM_LEADERBOARD","أفضل اللاعبين"
"TID_ALLIANCE_LEADERBOARD","أفضل الاتحادات"
"TID_HINT_MAKE_GOAL","اسحب للتصويب، وارفع إصبعك لركل الكرة."
"TID_BATTLE_ROYALE_INTRO_TEXT","كن الناجي الوحيد!"
"TID_HINT_COLLECT_BUFFS","اجمع <c50d050>مكعبات القوة</c> من الصناديق\nوالأعداء لتزيد قوتك!"
"TID_PLAYERS_LEFT","الأبطال المتبقون: <num>"
"TID_AVOID_POISON","ابتعد عن <c90ee90>السحب السامة</c> القادمة!"
"TID_CLAN_CREATE_COOLDOWN","لا يمكن إنشاء اتحاد بعد. حاول مرة أخرى بعد <TIME>"
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","يجب أن تصل إلى مستوى الخبرة <LEVEL> لإنشاء اتحاد"
"TID_PLAYER_DATA_MISSING","بيانات اللاعب ناقصة"
"TID_ALLIANCE_DATA_MISSING","بيانات الاتحاد ناقصة"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","انتظر حتى تمتلئ الذخيرة!"
"TID_EVENT_EXPIRED","انتهت صلاحية الحدث"
"TID_DOUBLE_COINS_INFO","بخوض معركة هنا تحصل على ضعف الأقراص."
"TID_DOUBLE_XP_INFO","بخوض معركة هنا تحصل على ضعف نقاط الخبرة."
"TID_SETTINGS_TITLE","الإعدادات"
"TID_SETTINGS_CONTROL_MODE_TITLE","وضع التحكم"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","اضغط للتحرك"
"TID_SETTINGS_CONTROL_MODE_INFO_0","اضغط على الشاشة لتحريك البطل إلى هناك. اسحب للتصويب، وارفع إصبعك لإطلاق النار."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","تحريك الذراع الافتراضي (لاستعمال اليد اليمنى)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","حرك الذراع الافتراضي في أسفل الركن الأيسر. اضغط على الهدف لإطلاق النار."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","تحريك الذراع الافتراضي (لاستعمال اليد اليسرى)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","حرك الذراع الافتراضي في أسفل الركن الأيمن. اضغط على الهدف لإطلاق النار."
"TID_CHANGE_NAME_TITLE","تغيير الاسم"
"TID_SETTINGS_PLAYERNAME_CURRENT","الاسم الحالي:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","أدخل اسمًا جديدًا:"
"TID_ERROR_NAMES_DONT_MATCH","الاسمان غير متطابقين. الرجاء المحاولة مرة أخرى."
"TID_CONTINUE","المتابعة"
"TID_NAMECHANGE_WARNING","ملاحظة: يمكن تغيير الاسم مرة واحدة فقط."
"TID_CONFIRM","التأكيد"
"TID_INVALID_NAME","اسم غير صالح! الرجاء استخدام اسم آخر."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","أدخل الاسم الجديد مجددًا:"
"TID_NAME_ALREADY_CHANGED","يمكن تغيير الاسم مرة واحدة فقط."
"TID_NAME_CHANGE_ALREADY_USED","غيرت اسمك مرة واحدة بالفعل."
"TID_NAME_CHANGED_SUCCESS","تم تغيير اسمك!"
"TID_NAME_CHANGE_IN_PROGRESS","لا يمكن تغيير الاسم. تغيير الاسم السابق قيد المعالجة."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","تغيير الاسم متاح بدءًا من مستوى الخبرة <level>"
"TID_CONFIRM_CONFIRM","الرجاء كتابة \q<confirmword>\q والضغط على زر 'موافق' لإكمال الإجراء."
"TID_CONFIRM_WORD","التأكيد"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","هل ترغب بالتأكيد في تغيير اسمك؟\nاسمك الجديد:"
"TID_BUTTON_CONFIRM","موافق"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","الحدث القادم بعد"
"TID_EVENTS_TIME_LEFT","الوقت المتبقي"
"TID_EVENTS_NEW","جديد!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","إجمالي نقاط الخبرة المجمعة"
"TID_EVENTS_EVENT_LOCKED","مغلق"
"TID_EVENTS_TROPHY_REQ","اجمع <c00ffff><COUNT></c> من الكؤوس للفتح"
"TID_EVENTS_PRO_LEAGUE_REQ","احصل على القدرة الخاصة لأحد الأبطال لتتمكن من فتحه."
"TID_GAME_STARTING","هناك مواجهة على وشك البدء في <LOCATION>. هلا تنضم إليها؟"
"TID_WEEKEND_EVENT","حدث ضعف الخبرة"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_TEMPORARILY_DISABLED","المتجر مغلق مؤقتًا."
"TID_GATCHA_TEMPORARILY_DISABLED","فتح صناديق العراك معطل مؤقتًا."
"TID_SHOP_WELCOME_TITLE","مرحبًا بك في المتجر"
"TID_SHOP_WELCOME","ستفتح أقسام جديدة بالمتجر كلما تقدمت في اللعبة.\n\nاحرص على مراجعة المتجر بانتظام للاطلاع على العروض الجديدة."
"TID_SHOP_SPECIAL_OFFER","عرض خاص"
"TID_SHOP_COIN_BOOSTERS","المعززات"
"TID_SHOP_GEM_PACKS","باقات الجواهر"
"TID_SHOP_PURCHASED","تم شراؤه"
"TID_SHOP_OBTAINED","تم اقتناؤه"
"TID_SHOP_INVALIDATED","منتهي الصلاحية"
"TID_SHOP_ACTIVE","نشط"
"TID_SHOP_DOUBLE_COINS_TITLE","مضاعف الأقراص"
"TID_SHOP_DOUBLE_COINS_INFO","يضاعف الـ"
"TID_SHOP_DOUBLE_COINS_INFO_2","التالية التي تكسبها من المعارك"
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","يضاعف الأقراص الـ <AMOUNT> التالية من المعارك"
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","الأقراص المتبقية:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","الجواهر لا تكفي"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","تم شراء هذا العرض بالفعل"
"TID_SHOP_OFFER_PURCHASE_ERROR_4","تعذر شراء هذا العرض. لديك واحد أو أكثر من عناصر هذا العرض بالفعل"
"TID_SHOP_OFFER_TITLE","عرض لفترة محدودة"
"TID_SHOP_GEM_PACK_1_TITLE","حفنة جواهر"
"TID_SHOP_GEM_PACK_2_TITLE","كيس جواهر"
"TID_SHOP_GEM_PACK_3_TITLE","حقيبة جواهر"
"TID_SHOP_GEM_PACK_4_TITLE","دلو جواهر"
"TID_SHOP_GEM_PACK_5_TITLE","صندوق جواهر"
"TID_SHOP_GEM_PACK_6_TITLE","خزينة جواهر"
"TID_SHOP_HEROES_OF_RARITY","أبطال مضمون الحصول عليهم"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c> بطل"
"TID_SHOP_HERO_OF_RARITY_BOX","صندوق الأبطال"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> من نقاط القوة"
"TID_SHOP_GATCHA_BOXES","الصناديق"
"TID_SHOP_GATCHA_BOX_1","صندوق كبير"
"TID_SHOP_GATCHA_BOX_2","صندوق العراك"
"TID_SHOP_GATCHA_BOX_3","صندوق عملاق"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","لا يمكن شراء المزيد من الصناديق اليوم"
"TID_SHOP_TICKETS","تذاكر الأحداث"
"TID_SHOP_TICKET_PACK_0","باقة تذاكر"
"TID_SHOP_TICKET_PACK_1","كومة تذاكر"
"TID_SHOP_TICKET_PACK_2","بكرة تذاكر"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","باقات النقود"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","حفنة نقود"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","كيس نقود"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","حقيبة نقود"
"TID_HERO_LVL_MATERIAL_RECEIVED","تم شراء <AMOUNT> من النقود"
"TID_SHOP_DAILY_OFFERS","العروض اليومية"
"TID_SHOP_SKINS","المظاهر"
"TID_SHOP_BRAWLIDAYS_SKINS","مظاهر احتفالات نهاية العام"
"TID_SHOP_LUNAR_BRAWL_SKINS","مظاهر السنة القمرية"
"TID_SHOP_LEGENDARY_SKINS","متجر النجوم"
"TID_SHOP_STAR_BOXES","صناديق النجوم"
"TID_SHOP_FREE","مجانًا"
"TID_SHOP_CLAIM","المطالبة"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","صندوق مجاني"
"TID_SHOP_OFFER_TITLE_1","النقود"
"TID_SHOP_OFFER_TITLE_6","صندوق العراك"
"TID_SHOP_OFFER_TITLE_7","تذاكر"
"TID_SHOP_OFFER_TITLE_8","نقاط القوة"
"TID_SHOP_OFFER_TITLE_9","مضاعف الأقراص"
"TID_SHOP_OFFER_TITLE_10","صندوق عملاق"
"TID_SHOP_OFFER_TITLE_12","نقاط القوة"
"TID_SHOP_OFFER_TITLE_14","صندوق كبير"
"TID_SHOP_OFFER_TITLE_15","صندوق العراك"
"TID_SHOP_OFFER_TITLE_16","الجواهر"
"TID_SHOP_OFFER_DESC_GOLD","استخدم النقود لترقية الأبطال لديك."
"TID_SHOP_OFFER_ANY_BRAWLER","على أي\nبطل"
"TID_PURCHASE_OFFER_POPUP_TITLE","تأكيد الشراء"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","مكافأة مجانية"
"TID_SHOP_OFFER_NEW_HERO_LABEL","بطل"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","مظهر"
"TID_SHOP_OFFER_HERO_POWER_TITLE","نقاط القوة"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","تعذر الشراء. يُسمح بالشراء مرة واحدة فقط للباقة في كل حدث"
"TID_SHOP_OFFER_NEW","جديد"
"TID_GATCHA_BOX_TITLE_2","صندوق العراك"
"TID_GATCHA_BOX_TITLE_3","صندوق عملاق"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","بطل جديد"
"TID_GATCHA_BOX_INFO_2","يحتوي على بطل جديد أو قدرة خاصة أو نقود أو نقاط قوة لاثنين من الأبطال. تضم بعض الصناديق مضاعف أقراص إضافيًا."
"TID_GATCHA_BOX_INFO_3","أكبر\n\n<AMOUNT> مرات من صندوق العراك الواحد."
"TID_SHOP_OFFER_INFO_0","إنه مجاني. استمتع بالعرض!"
"TID_SHOP_OFFER_INFO_1","تحتوي على <AMOUNT> من النقود. استخدمها لترقية أبطالك."
"TID_SHOP_OFFER_INFO_2","افتح بطلاً عشوائيًا من فئة <RARITY>!"
"TID_SHOP_OFFER_INFO_3","افتح بطلًا جديدًا!"
"TID_SHOP_OFFER_INFO_6","يمكن أن تحتوي صناديق العراك على أبطال، ونقاط قوة، ونقود، والمزيد!"
"TID_SHOP_OFFER_INFO_7","تضم <AMOUNT> من تذاكر الأحداث. استخدمها للعب أحداث التذاكر."
"TID_SHOP_OFFER_INFO_8","يحتوي على <AMOUNT> من نقاط القوة. اجمع نقاط القوة لفتح ترقيات الأبطال!"
"TID_SHOP_OFFER_INFO_9","يضاعف الأقراص الـ <AMOUNT> التالية من المعارك!"
"TID_SHOP_OFFER_INFO_10","تحتوي الصناديق العملاقة على 10 أمثال العناصر الموجودة في صناديق العراك من الحجم العادي."
"TID_SHOP_OFFER_INFO_12","إمكانية تحديد البطل الذي يتلقى نقاط القوة"
"TID_SHOP_OFFER_INFO_13","افتح خانة حدث جديدة"
"TID_SHOP_OFFER_INFO_14","تحتوي الصناديق الكبيرة على 3 أمثال عناصر صناديق العراك العادية."
"TID_SHOP_OFFER_HOR_NEW","جديد"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","البطل"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","جديد <c<COLOR>><NAME></c>"
