"TID","HE"
"TID_SHOP_DOUBLE_COINS_INFO_2","הבאים שתרוויח בקרבות"
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","מכפיל את <AMOUNT> הטוקנים הבאים שמרוויחים בקרבות"
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","טוקנים שנותרו:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","אין מספיק יהלומים"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","כבר רכשת את ההצעה הזו"
"TID_SHOP_OFFER_PURCHASE_ERROR_4","לא ניתן לרכוש את ההצעה הזו. כבר יש לך פריט אחד או יותר מההצעה"
"TID_SHOP_OFFER_TITLE","הצעה לזמן מוגבל"
"TID_SHOP_GEM_PACK_1_TITLE","חופן יהלומים"
"TID_SHOP_GEM_PACK_2_TITLE","נרתיק יהלומים"
"TID_SHOP_GEM_PACK_3_TITLE","תרמיל יהלומים"
"TID_SHOP_GEM_PACK_4_TITLE","דלי יהלומים"
"TID_SHOP_GEM_PACK_5_TITLE","ארגז יהלומים"
"TID_SHOP_GEM_PACK_6_TITLE","מטען של יהלומים"
"TID_SHOP_HEROES_OF_RARITY","בראולרים מובטחים"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c> בראולר"
"TID_SHOP_HERO_OF_RARITY_BOX","תיבת בראולר"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> כוח"
"TID_SHOP_GATCHA_BOXES","תיבות"
"TID_SHOP_GATCHA_BOX_1","תיבה גדולה"
"TID_SHOP_GATCHA_BOX_2","תיבת בראולר"
"TID_SHOP_GATCHA_BOX_3","מגה תיבה"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","לא ניתן לרכוש יותר תיבות היום"
"TID_SHOP_TICKETS","כרטיסים לאירועים"
"TID_SHOP_TICKET_PACK_0","חבילת כרטיסים"
"TID_SHOP_TICKET_PACK_1","ערימת כרטיסים"
"TID_SHOP_TICKET_PACK_2","גליל של כרטיסים"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","חבילות מטבעות"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","חופן מטבעות"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","נרתיק מטבעות"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","שק מטבעות"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> מטבעות נרכשו"
"TID_SHOP_DAILY_OFFERS","מבצעים יומיים"
"TID_SHOP_SKINS","סקינים"
"TID_SHOP_BRAWLIDAYS_SKINS","סקין לחגים"
"TID_SHOP_LUNAR_BRAWL_SKINS","סקינים לשנת הירח"
"TID_SHOP_LEGENDARY_SKINS","חנות כוכבים"
"TID_SHOP_STAR_BOXES","תיבות כוכב"
"TID_SHOP_FREE","חינם"
"TID_SHOP_CLAIM","קבלה"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","%<AMOUNT>-"
"TID_SHOP_OFFER_TITLE_0","תיבה בחינם"
"TID_SHOP_OFFER_TITLE_1","מטבעות"
"TID_SHOP_OFFER_TITLE_6","תיבת בראולר"
"TID_SHOP_OFFER_TITLE_7","כרטיסים"
"TID_SHOP_OFFER_TITLE_8","נקודות כוח"
"TID_SHOP_OFFER_TITLE_9","מכפיל טוקנים"
"TID_SHOP_OFFER_TITLE_10","מגה תיבה"
"TID_SHOP_OFFER_TITLE_12","נקודות כוח"
"TID_SHOP_OFFER_TITLE_14","תיבה גדולה"
"TID_SHOP_OFFER_TITLE_15","תיבת בראולר"
"TID_SHOP_OFFER_TITLE_16","יהלומים"
"TID_SHOP_OFFER_DESC_GOLD","אפשר להשתמש במטבעות כדי לשדרג את הבראולרים שלך"
"TID_SHOP_OFFER_ANY_BRAWLER","בכל\nבראולר"
"TID_PURCHASE_OFFER_POPUP_TITLE","אשר רכישה"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","פרס בחינם"
"TID_SHOP_OFFER_NEW_HERO_LABEL","בראולר"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","סקין"
"TID_SHOP_OFFER_HERO_POWER_TITLE","נקודות כוח"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","לא ניתן לרכוש. מותר לרכוש חבילה אחת בכל אירוע"
"TID_SHOP_OFFER_NEW","חדש"
"TID_GATCHA_BOX_TITLE_2","תיבת בראולר"
"TID_GATCHA_BOX_TITLE_3","מגה תיבה"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","בראולר חדש"
"TID_GATCHA_BOX_INFO_2","מכילה בראולר חדש או כוח כוכב או מטבעות ונקודות כוח עבור שני בראולרים. חלק מהתיבות מכילות בונוס של מכפיל טוקנים!"
"TID_GATCHA_BOX_INFO_3","גדול פי\n\n<AMOUNT> מתיבת בראולר אחת."
"TID_SHOP_OFFER_INFO_0","זה בחינם. בכיף!"
"TID_SHOP_OFFER_INFO_1","מכילה <AMOUNT> מטבעות. יש להשתמש במטבעות כדי לשדרג את הבראולרים שלך."
"TID_SHOP_OFFER_INFO_2","אפשר לפתוח בראולר <RARITY> אקראי!"
"TID_SHOP_OFFER_INFO_3","אפשר לפתוח בראולר חדש!"
"TID_SHOP_OFFER_INFO_6","תיבות בראולר עשויות להכיל בראולרים, נקודות כוח, מטבעות ועוד!"
"TID_SHOP_OFFER_INFO_7","מכיל <AMOUNT> כרטיסים לאירועים. יש להשתמש בכרטיסים למשחק באירועי כרטיסים."
"TID_SHOP_OFFER_INFO_8","מכילה <AMOUNT> נקודות כוח. צריך לצבור נקודות כוח כדי לפתוח שדרוגים לבראולרים!"
"TID_SHOP_OFFER_INFO_9","מכפיל את <AMOUNT> הטוקנים הבאים שמשיגים בקרבות!"
"TID_SHOP_OFFER_INFO_10","מגה תיבות מכילות פי 10 יותר הטבות מתיבות בראולר בגודל רגיל!"
"TID_SHOP_OFFER_INFO_12","אפשר לבחור את הבראולר שיקבל את נקודות הכוח"
"TID_SHOP_OFFER_INFO_13","פתיחת מסגרת אירוע חדשה"
"TID_SHOP_OFFER_INFO_14","תיבות גדולות מכילות פי 3 יותר הטבות מתיבות בראולר בגודל רגיל!"
"TID_SHOP_OFFER_HOR_NEW","חדש"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","בראולר"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","חדש <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","בראולר"
"TID_SHOP_SKIN_OFFER","הצעה של סקין"
"TID_SHOP_OFFER_EXPIRED","פג תוקף ההצעה"
"TID_SKINS_AD_TITLE","סקינים חדשים זמינים"
"TID_SKINS_AD_OK","אישור"
"TID_SKINS_AD_INFO","אפשר לבדוק את הסקינים החדשים במסך הבראולרים!"
"TID_TERMS_OF_SERVICE_BUTTON","תנאי שירות"
"TID_IMMUNE","חסין"
"TID_BATTLE_END_PROCEED","המשך"
"TID_HINT_TAP_TO_MOVE_1","אפשר לאסוף <ce662f9>יהלומים</c> ממרכז המפה"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","יש לכוון את תכונת הסופר לאויב!"
"TID_HINT_SHOOT_1","<ce662f9>יהלומים</c> צצים מהחור שבאמצע!"
"TID_HINT_DRAG_TO_ULTI_1","יש לירות כעת את תכונת הסופר שלך עם המקל האדום!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","התחברות חדשה ל-Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","האם ברצונך לשמור את המשחק הנוכחי שלך בחשבון Game Center זה?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","התראת חשבון Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","האם ברצונך לטעון את המשחק של <name> עם רמת ניסיון <number>? אזהרה: ההתקדמות במשחק הנוכחי תאבד."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","האם לטעון משחק?"
"TID_BUTTON_VILLAGE_LOAD","טעינה"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","התראת Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","האם ברצונך לטעון את המשחק של <name> עם רמת ניסיון <number>? אזהרה: ההתקדמות במשחק הנוכחי תאבד."
"TID_BUTTON_AVATAR_LOAD","טעינה"
"TID_SETTINGS_SCREEN_TITLE","הגדרות"
"TID_SETTINGS_MUSIC","מוזיקה"
"TID_SETTINGS_SFX","אפקטים קוליים"
"TID_SETTINGS_OFF","כבוי"
"TID_SETTINGS_ON","פועל"
"TID_SETTINGS_LANGUAGE","שפה"
"TID_ACCOUNT","מכשירים"
"TID_LINK_DEVICE_BUTTON","קשר מכשיר"
"TID_SETTINGS_FACEBOOK","חברים"
"TID_CHANGE_NAME_BUTTON","שינוי שם"
"TID_CREDITS_BUTTON","קרדיטים"
"TID_PRIVACY_POLICY_BUTTON","מדיניות הפרטיות"
"TID_PARENTS_GUIDE_BUTTON","מדריך להורה"
"TID_MULTIDEVICE_INFO","יש להתחבר באמצעות חשבון Game Center שלך כדי לשמור על ההתקדמות שלך ולשחק במספר מכשירי iOS."
"TID_SETTINGS_GOOGLE","התחברות ל-Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","מחובר"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","התחברות"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","מחובר"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","התחברות"
"TID_FAQ_BUTTON","עזרה ותמיכה"
"TID_ABOUT","קרדיטים\n\n<names>\n\nBrawl Stars ™ <version>\nזכויות יוצרים 2016-2020 Supercell Ltd. כל הזכויות שמורות.\n<extracopyright>\nשימוש כלשהו בתוכנה זו כפוף לתנאים ולתניות ולמדיניות באתר www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","נא להמתין. העיסקה בטיפול."
"TID_RATE_APP_TITLE","דירוג Brawl Stars"
"TID_RATE_APP_MESSAGE","נא לדרג את Brawl Stars או לכתוב ביקורת ב-App Store כדי לתת לנו משוב מועיל!"
"TID_BUTTON_RATE_APP_LATER","אחר כך"
"TID_BUTTON_RATE_APP_REVIEW","סקירה"
"TID_BUTTON_RATE_APP_NEVER","לא רוצה"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","ביטול נעילת חשבון לא זמין"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","ביטול נעילת החשבון לא זמין כרגע. נא לנסות שוב מאוחר יותר!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","ניסיון מחדש"
"TID_ACCOUNT_LOCKED_INVALID_CODE","קוד ביטול נעילה לא תקין!"
"TID_ACCOUNT_LOCKED_TITLE","החשבון נעול"
"TID_ACCONT_LOCKED_TEXT","החשבון ננעל מטעמי אבטחה. יש לפנות לתמיכה כדי לשחזר אותו."
"TID_ACCOUNT_LOCKED_TEXT2","הזנת קוד ביטול נעילה:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","יש להקיש לאישור"
"TID_NOT_ENOUGH_GEMS_TITLE","אין מספיק יהלומים"
"TID_NOT_ENOUGH_GEMS_INFO","\n\nנגמרו לך היהלומים. כדאי לבקר בחנות כדי להשיג עוד!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","מעבר לחנות"
"TID_COIN_DOUBLER_TITLE","קניית מכפיל טוקנים"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","הוספת טוקנים למכפיל הטוקנים"
"TID_COIN_DOUBLER_INFO","מכפיל את <c2edd1b><AMOUNT></c> הטוקנים הבאים שמרוויחים בקרבות."
"TID_COIN_DOUBLER_INFO_WITH_COINS","אפשר להוסיף <c2edd1b><AMOUNT></c> טוקנים למכפיל הטוקנים שלך.\n\nמכפיל הטוקנים מכפיל את הטוקנים שמרוויחים בקרבות."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","נזק לכל דינמיט"
"TID_STARS_1","לתשומת לבך: יש לך <ce662f9>יהלום</c>!"
"TID_STARS_2","לתשומת לבך: יש לך <ce662f9>יהלומים</c>!"
"TID_STARS_3","לתשומת לבך: יש לך הרבה <ce662f9>יהלומים</c>!"
"TID_STARS_4","לתשומת לבך: יש לך המון <ce662f9>יהלומים</c>!"
"TID_GATCHA_BUTTON_TITLE","תיבת בראולר"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","תיבה גדולה"
"TID_EVENT_LOCKED","נעול"
"TID_SPECIAL_EVENT_TITLE_TOP","אירוע מיוחד"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","פעיל למשך"
"TID_SPECIAL_EVENT_STATUS_FUTURE","מתחיל בעוד"
"TID_EVENT_COMING_UP_INFO","האירוע הזה ייפתח בעוד <TIME>"
"TID_ROCKET_BEACH_SKIN","ברוק בחוף"
"TID_CACTUS_PINK_SKIN_OLD","ספייק ורדרד"
"TID_SHAMAN_PANDA_SKIN","ניטה פנדה"
"TID_CROW_WHITE_SKIN","קרואו לבן"
"TID_BULL_HAIR_SKIN","בול ויקינג"
"TID_TRICKSHOT_GOLD_SKIN_OLD","ריקושט אלוף אולימפי"
"TID_BARKEEP_GOLD_SKIN","בארלי זהוב"
"TID_GUNSLINGER_ROCKSTAR_SKIN","קולט כוכב רוק"
"TID_STAT_HEAL","ריפוי"
"TID_LUCHADOR_RUDO_SKIN","אל פרימו החצוף"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","קניה"
"TID_EVENTS_NEW_EVENT","אירוע חדש!"
"TID_SETTINGS_BRAWLHINTS","רמזים לקרב"
"TID_COLLECTED_COINS_INFO","צברת <CURRENT> טוקנים מתוך המקסימום של <MAX> מ-<PLANET>"
"TID_COLLECTED_COINS_INFO_CAPPED","צברת את כל הטוקנים הזמינים ב-<PLANET>"
"TID_FIRST_WIN_INFO","יינתן לך <cff8E1b>טוקן כוכב</c> כפרס על הניצחון הראשון נגד שחקנים אחרים."
"TID_TICKET_COUNTER_INFO","יש להשתמש בכרטיסים כדי להילחם כאן!"
"TID_NOT_ENOUGH_TICKETS","אין מספיק כרטיסים"
"TID_EVENT_LIST_GAME_ROOMS","קבוצה חדשה"
"TID_EVENT_LIST_WELCOME","ברוכים הבאים ל-Brawl Stars!"
"TID_COOP","קרב בראולרים במשחק משותף"
"TID_COOP_NOT_SUPPORTED","אין תמיכה בקרב בראולרים במשחק משותף באירוע הזה"
"TID_PRACTISE_NOT_SUPPORTED","אין תמיכה באימון באירוע הזה"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","התחברות חדשה ל-Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","האם ברצונך לקשר את המשחק הנוכחי שלך לחשבון Facebook זה?"
"TID_BUTTON_OKAY","אישור"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","סמל זה דורש <HERO>"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","אפשר להזמין חברים\nולשחק ביחד"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","אפשר לנצל מספר כרטיסים בכל משחק כדי לקבל פרסים טובים יותר."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 נגד 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","שורד אחרון"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 נגד 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","שלושה שחקנים נגד רובוטים שודדים"
"TID_HIGHSTAKES_REWARDS","פרסים x<COUNT>"
"TID_HIGHSTAKES_COST","כרטיסים: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","האם לצאת מ-Brawl Stars?"
"TID_POPUP_ANDROID_EXIT","האם באמת ברצונך לצאת מ-Brawl Stars?"
"TID_ROOM_NOT_SUPPORTED","אין תמיכה בקבוצות באירוע הזה"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","הרכישה נכשלה"
"TID_ERROR_POP_UP_PURCHASE_FAILED","שרת החיוב לא מגיב. נא לנסות שוב מאוחר יותר."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","אישור"
"TID_IAP_NOT_AVAILABLE","נא לאפשר רכישות בתוך היישום בהגדרות ההגבלות על המכשיר."
"TID_NEWS_TITLE","חדשות"
"TID_STAT_DAMAGE_PER_ARROW","נזק מכל חץ"
"TID_STAT_DAMAGE_PER_MINE","נזק מכל מלכודת"
"TID_STAT_DAMAGE_PER_SPIKE","נזק מכל קוץ"
"TID_STAT_DAMAGE_PER_DAGGER","נזק מכל פגיון"
"TID_FRIENDS_FACEBOOK_CONNECTED","מחובר ל-Facebook"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","כדאי להתחבר ל-Facebook כדי לראות את החברים שלך כאן!"
"TID_FRIENDS_CONNECT_INFO","כדאי להתחבר לרשתות חברתיות כדי לראות את החברים שלך כאן!"
"TID_FRIENDS_NO_FRIENDS","אין חברים"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","שליחת בקשת חברות"
"TID_FRIENDS_TITLE_1_NO_COUNT","חברים"
"TID_FRIENDS_TITLE_1","חברים (<COUNT>)"
"TID_FRIENDS_TITLE_2","הצעות לחברים"
"TID_FRIENDS_TITLE_3","הזמנות לחברים"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","<COUNT> משחקים שוחקו יחד לאחרונה"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","משחק אחד שוחק יחד לאחרונה"
"TID_FRIENDS_NO_ENTRIES_TAB_2","אין הצעות לחברים"
"TID_FRIENDS_NO_ENTRIES_TAB_3","אין הזמנות לחברים"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","לא ניתן להסיר חברים מהרשתות החברתיות שלך."
"TID_FRIEND_REQUEST_ACCEPT","אישור"
"TID_FRIEND_REQUEST_REJECT","דחיה"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","ממועדון"
"TID_FRIEND_REQUEST_REASON_2","מקבוצה"
"TID_FRIEND_REQUEST_REASON_3","<AMOUNT> משחקים שוחקו יחד לאחרונה"
"TID_FRIEND_REQUEST_REASON_4","<AMOUNT> משחקים שוחקו יחד לאחרונה"
"TID_FRIEND_POPOVER_PROFILE","פרופיל"
"TID_FRIEND_POPOVER_REMOVE","הסרה"
"TID_FRIEND_POPOVER_SPECTATE","צפיה"
"TID_FRIEND_POPOVER_YOU","זה אתם"
"TID_REMOVE_FRIEND_POPUP_REMOVE","הסרה"
"TID_REMOVE_FRIEND_POPUP_CANCEL","ביטול"
"TID_REMOVE_FRIEND_POPUP_TITLE","אישור הסרת חבר"
"TID_REMOVE_FRIEND_POPUP_BODY","האם באמת ברצונך להסיר את <NAME> מרשימת החברים שלך?"
"TID_UNLOCK_SKIN_CONTENT","\n\nקניית סקין <NAME>"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","החיבור אבד"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","מכשיר אחר מתחבר למשחק הזה."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","טעינה מחדש"
"TID_BAD_CONNECTION","חיבור אינטרנט גרוע"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","התראת Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","חשבון Facebook זה כבר מקושר למשחק Brawl Stars אחר. האם לקשר אותו למשחק הנוכחי שלך במקום?"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","התראת Kakao"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT","חשבון Kakao זה כבר מקושר למשחק Brawl Stars אחר. האם לקשר אותו למשחק הנוכחי שלך במקום?"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE","התראת LINE"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT","חשבון LINE זה כבר מקושר למשחק Brawl Stars אחר. האם לקשר אותו למשחק הנוכחי שלך במקום?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","פרס אירוע חינם התקבל"
"TID_GEM_BUY_CONFIRMATION","התקבלו <AMOUNT> יהלומים!"
"TID_BLOCKED_TEAM_READY","לא ניתן להציג זאת בסטטוס מוכן"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","לא ניתן להזמין בסטטוס מוכן"
"TID_SHOTGUN_BANDITA_SKIN","שלי השודדת"
"TID_SHUTDOWN_STARTED","המשחק ייסגר לצורך עבודת תחזוקה קצרות בעוד 5 דקות."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","מצטערים, מתבצעות עבודות תחזוקה בשרתים. נא לנסות שוב בעוד מספר שעות."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","מצטערים, מתבצעות עבודות תחזוקה בשרתים. נא לנסות שוב בעוד שעתיים."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","מצטערים, מתבצעות עבודות תחזוקה בשרתים. נסה שוב בעוד כשעה וחצי."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","מצטערים, מתבצעות עבודות תחזוקה בשרתים. נא לנסות שוב בעוד כשעה."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","מצטערים, מתבצעות עבודות תחזוקה בשרתים. נא לנסות שוב בעוד כ-<value> דקות."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","מצטערים, מתבצעות עבודות תחזוקה בשרתים. נא לנסות שוב בעוד מספר דקות."
"TID_SHUTDOWN_BATTLE_DISABLED","המשחק ייסגר לצורך עבודות תחזוקה בעוד מספר דקות. לא ניתן להתחיל משחק חדש עד לסיום עבודות האחזקה."
"TID_TEAM_SEARCH_NO_TEAM_CODE","הזנת קוד קבוצה"
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","אין לך גישה לאישור או דחייה של בקשות הצטרפות."
"TID_CLAN_RESPONSE_71","לבכירים יש תקופת צינון בין סילוקים"
"TID_STAT_MAX_DAMAGE","נזק בטווח מקסימלי"
"TID_STAT_DAMAGE_PER_BOMB","נזק מכל רימון"
"TID_ELDER_KICK_FAIL_COOLDOWN","סילקת לאחרונה חבר מועדון. יש לנסות שוב בעוד <time>."
"TID_LUCHADOR_KING_SKIN","אל פרימו המלך"
"TID_PLAYER_DEFEATED_BR","בראולר הובס"
"TID_BALL_1","באולינג בחצר האחורית"
"TID_HINT_GET_BALL","תופסים את <cdaa520>הכדור</c>!"
"TID_LASER_BALL_INTRO_TEXT","צריך שני גולים לנצח!"
"TID_AFK_WARNING","אזהרת חוסר פעילות! נא לזוז!"
"TID_AFK_DISCONNECTED_MSG","נותקת מהקרב עקב חוסר פעילות או חיבור אינטרנט גרוע."
"TID_AFK_BANNED_MSG","נחסמת מהקרב הנוכחי שלך עקב חוסר פעילות או חיבור אינטרנט גרוע. אפשר לחזור למשחק כשהקרב ייגמר."
"TID_AFK_DISCONNECTED_TITLE","ניתוק עקב חוסר פעילות"
"TID_AFK_BANNED_TITLE","חסומים מהקרב"
"TID_AFK_RELOAD","טעינה מחדש"
"TID_GAME_MODE_7","משחק גדול"
"TID_GAME_MODE_7_DESC","חמישה שחקנים מנסים להביס בראולר גדול של שחקן אחד.\n\nכבראולר גדול יהיה לך יתרון רציני בכוח וכמות אדירה של חיים שאוזלים באיטיות. חשוב להתחמק מהציידים ולהישאר במשחק כמה שיותר זמן!\n\nכאחד מחמשת הציידים צריך לשתף פעולה עם הקבוצה שלך כדי להביס את הבראולר הגדול מהר ככל האפשר!"
