"TID","FR"
"TID_STREAM_EVENT_3","Bienvenue ! <sender> a rejoint le club."
"TID_STREAM_EVENT_4","Bye, bye ! <sender> a quitté le club."
"TID_STREAM_EVENT_5","Félicitations ! <sender> a promu <target>."
"TID_STREAM_EVENT_6","C'est dommage ! <sender> a rétrogradé <target>."
"TID_STREAM_EVENT_101","Équipe créée par <sender>"
"TID_STREAM_EVENT_102","<sender> vous a rejoint."
"TID_STREAM_EVENT_103","<sender> est parti."
"TID_STREAM_EVENT_104","Oh ! <sender> a exclu <target>."
"TID_STREAM_EVENT_105","Recherche d'adversaires en cours"
"TID_STREAM_EVENT_106","Recherche d'adversaires annulée"
"TID_STREAM_EVENT_107","Partie en cours"
"TID_STREAM_EVENT_108","Partie gagnée"
"TID_STREAM_EVENT_109","Partie perdue"
"TID_STREAM_EVENT_110","Entraînement en cours"
"TID_STREAM_EVENT_111","Entraînement terminé"
"TID_STREAM_EVENT_112","Égalité"
"TID_STREAM_EVENT_113","Survivant terminé"
"TID_STREAM_EVENT_114","Chat désactivé"
"TID_STREAM_EVENT_115","Chat activé"
"TID_CHAT_BOTTOM_BUTTON","Faire défiler"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> nouveaux messages"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Nouveau message"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Améliorer au niv. <LVL>"
"TID_HERO_INFO_ITEMS","AMÉLIORATIONS"
"TID_HERO_INFO_SKINS","BRAWLER"
"TID_HERO_INFO_SKIN_OWNED","Vous avez déjà ce skin."
"TID_HERO_INFO_SKIN_ACTIVE","CHOISI"
"TID_HERO_INFO_SKIN_ACTIVATE","CHOISIR"
"TID_HERO_INFO_LEADERBOARD","Classement"
"TID_HERO_INFO_LEADERBOARD_LABEL","<HERO> meilleurs joueurs"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","RECHERCHE"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Faites glisser votre doigt pour viser avec le super."
"TID_HINT_SHOOT","Faites glisser votre doigt pour viser, relâchez pour tirer."
"TID_HERO_SCORE_SUM_LEADERBOARD","Meilleurs joueurs"
"TID_ALLIANCE_LEADERBOARD","Meilleurs clubs"
"TID_HINT_MAKE_GOAL","Faites glisser votre doigt pour viser, relâchez pour lancer le ballon."
"TID_BATTLE_ROYALE_INTRO_TEXT","Il n'y aura qu'un survivant !"
"TID_HINT_COLLECT_BUFFS","Récupérez les <c50d050>cubes de pouvoir</c> des caisses\net des ennemis pour devenir plus fort."
"TID_PLAYERS_LEFT","Brawlers restants : <num>"
"TID_AVOID_POISON","Ne vous approchez pas du <c90ee90>brouillard empoisonné</c> !"
"TID_CLAN_CREATE_COOLDOWN","Impossible de créer un club. Veuillez réessayer dans <TIME>."
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Vous devez atteindre le niveau <LEVEL> d'expérience pour créer un club."
"TID_PLAYER_DATA_MISSING","Informations joueur manquantes"
"TID_ALLIANCE_DATA_MISSING","Infos club manquantes"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Il vous faut des munitions pour recharger."
"TID_EVENT_EXPIRED","Événement terminé"
"TID_DOUBLE_COINS_INFO","Un combat ici vous fait gagner le double de jetons."
"TID_DOUBLE_XP_INFO","Un combat ici vous fait gagner le double d'expérience."
"TID_SETTINGS_TITLE","PARAMÈTRES"
"TID_SETTINGS_CONTROL_MODE_TITLE","MODE DE CONTRÔLE"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Toucher pour vous déplacer"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Touchez l'écran pour que votre brawler se déplace. Faites glisser votre doigt sur l'écran pour viser et relâchez pour tirer."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Joystick (droitier)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Utilisez le joystick virtuel dans le coin en bas à gauche. Touchez pour tirer sur une cible."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Joystick (gaucher)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Utilisez le joystick virtuel dans le coin en bas à droite. Touchez pour tirer sur une cible."
"TID_CHANGE_NAME_TITLE","CHANGER DE NOM"
"TID_SETTINGS_PLAYERNAME_CURRENT","Nom actuel :"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Nouveau nom :"
"TID_ERROR_NAMES_DONT_MATCH","Les deux noms sont différents. Veuillez réessayer."
"TID_CONTINUE","Continuer"
"TID_NAMECHANGE_WARNING","Attention : vous ne pouvez changer de nom qu'une seule fois."
"TID_CONFIRM","Confirmer"
"TID_INVALID_NAME","Nom incorrect. Choisissez-en un autre."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Confirmer le nouveau nom :"
"TID_NAME_ALREADY_CHANGED","Vous ne pouvez changer de nom qu'une seule fois."
"TID_NAME_CHANGE_ALREADY_USED","Vous avez déjà changé de nom une fois."
"TID_NAME_CHANGED_SUCCESS","Votre nom a été changé !"
"TID_NAME_CHANGE_IN_PROGRESS","Changement de nom impossible. Un autre changement de nom est déjà en cours."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","Pour changer de nom, vous devez atteindre le niveau <level>."
"TID_CONFIRM_CONFIRM","Veuillez saisir \q<confirmword>\q et appuyez sur OK pour terminer le processus."
"TID_CONFIRM_WORD","CONFIRMER"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Voulez-vous vraiment changer de nom ?\nVotre nouveau nom sera :"
"TID_BUTTON_CONFIRM","O.K."
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Prochain événement dans"
"TID_EVENTS_TIME_LEFT","Temps restant"
"TID_EVENTS_NEW","NOUVEAU"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Vous avez récupéré toute l'expérience"
"TID_EVENTS_EVENT_LOCKED","BLOQUÉ"
"TID_EVENTS_TROPHY_REQ","Gagnez un total de <c00ffff><COUNT></c> trophées pour débloquer."
"TID_EVENTS_PRO_LEAGUE_REQ","Obtenez le pouvoir star d'un brawler pour participer."
"TID_GAME_STARTING","Une partie commencera à : <LOCATION>. Participez !"
"TID_WEEKEND_EVENT","Événement expérience double"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_TEMPORARILY_DISABLED","Le magasin est momentanément fermé."
"TID_GATCHA_TEMPORARILY_DISABLED","L'ouverture des boîtes Brawl est momentanément désactivée."
"TID_SHOP_WELCOME_TITLE","BIENVENUE DANS LE MAGASIN"
"TID_SHOP_WELCOME","De nouvelles sections du magasin s'ouvriront au fil de votre progression.\n\nRevenez régulièrement voir les nouvelles offres !"
"TID_SHOP_SPECIAL_OFFER","OFFRE SPÉCIALE"
"TID_SHOP_COIN_BOOSTERS","BOOSTS"
"TID_SHOP_GEM_PACKS","PACKS DE GEMMES"
"TID_SHOP_PURCHASED","Acheté"
"TID_SHOP_OBTAINED","Récupéré"
"TID_SHOP_INVALIDATED","Expiré"
"TID_SHOP_ACTIVE","Actif"
"TID_SHOP_DOUBLE_COINS_TITLE","DOUBLEUR DE JETONS"
"TID_SHOP_DOUBLE_COINS_INFO","Double les prochaines"
"TID_SHOP_DOUBLE_COINS_INFO_2","gagnées dans des combats."
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Double les <AMOUNT> prochains jetons gagnés lors de combats."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Jetons restants :"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Pas assez de gemmes"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Vous avez déjà acheté cette offre."
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Impossible d'acheter cette offre. Vous possédez déjà un ou plusieurs objets de cette offre."
"TID_SHOP_OFFER_TITLE","Offre à durée limitée"
"TID_SHOP_GEM_PACK_1_TITLE","Poignée de gemmes"
"TID_SHOP_GEM_PACK_2_TITLE","Bourse de gemmes"
"TID_SHOP_GEM_PACK_3_TITLE","Besace de gemmes"
"TID_SHOP_GEM_PACK_4_TITLE","Seau de gemmes"
"TID_SHOP_GEM_PACK_5_TITLE","Caisse de gemmes"
"TID_SHOP_GEM_PACK_6_TITLE","Butin de gemmes"
"TID_SHOP_HEROES_OF_RARITY","BRAWLERS GARANTIS"
"TID_SHOP_HERO_OF_RARITY_TITLE","BRAWLER <c<COLOR>><NAME></c>"
"TID_SHOP_HERO_OF_RARITY_BOX","Boîte brawler"
"TID_SHOP_HERO_POWER_TITLE","PUISSANCE <cffffff>+<AMOUNT></c>"
"TID_SHOP_GATCHA_BOXES","BOÎTES"
"TID_SHOP_GATCHA_BOX_1","GROSSE BOÎTE"
"TID_SHOP_GATCHA_BOX_2","BOÎTE BRAWL"
"TID_SHOP_GATCHA_BOX_3","MÉGABOÎTE"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Vous ne pouvez plus acheter de boîtes aujourd'hui."
"TID_SHOP_TICKETS","TICKETS D'ÉVÉNEMENT"
"TID_SHOP_TICKET_PACK_0","Paquet de tickets"
"TID_SHOP_TICKET_PACK_1","Pile de tickets"
"TID_SHOP_TICKET_PACK_2","Liasse de tickets"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","PACKS DE PIÈCES"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Poignée de pièces"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Tas de pièces"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Boîte de pièces"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> pièces achetées"
"TID_SHOP_DAILY_OFFERS","AFFAIRES DU JOUR"
"TID_SHOP_SKINS","Skins"
"TID_SHOP_BRAWLIDAYS_SKINS","SKINS DES FÊTES BRAWL"
"TID_SHOP_LUNAR_BRAWL_SKINS","SKINS DE BRAWL LUNAIRE"
"TID_SHOP_LEGENDARY_SKINS","MAGASIN STAR"
"TID_SHOP_STAR_BOXES","BOÎTES STAR"
"TID_SHOP_FREE","GRATUIT"
"TID_SHOP_CLAIM","RÉCUPÉRER"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","- <AMOUNT> %"
"TID_SHOP_OFFER_TITLE_0","BOÎTE GRATUITE"
"TID_SHOP_OFFER_TITLE_1","PIÈCES"
"TID_SHOP_OFFER_TITLE_6","BOÎTE BRAWL"
"TID_SHOP_OFFER_TITLE_7","TICKETS"
"TID_SHOP_OFFER_TITLE_8","POINTS DE POUVOIR"
"TID_SHOP_OFFER_TITLE_9","DOUBLEUR DE JETONS"
"TID_SHOP_OFFER_TITLE_10","MÉGABOÎTE"
"TID_SHOP_OFFER_TITLE_12","POINTS DE POUVOIR"
"TID_SHOP_OFFER_TITLE_14","GROSSE BOÎTE"
"TID_SHOP_OFFER_TITLE_15","BOÎTE BRAWL"
"TID_SHOP_OFFER_TITLE_16","GEMMES"
"TID_SHOP_OFFER_DESC_GOLD","Utilisez les pièces pour améliorer vos brawlers."
"TID_SHOP_OFFER_ANY_BRAWLER","POUR N'IMPORTE\nQUEL BRAWLER"
"TID_PURCHASE_OFFER_POPUP_TITLE","Confirmer l'achat"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Récompense gratuite"
"TID_SHOP_OFFER_NEW_HERO_LABEL","BRAWLER"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","SKIN"
"TID_SHOP_OFFER_HERO_POWER_TITLE","POINTS DE POUVOIR"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Achat impossible. Un seul achat par pack est autorisé par événement."
"TID_SHOP_OFFER_NEW","NOUVEAU"
"TID_GATCHA_BOX_TITLE_2","BOÎTE BRAWL"
"TID_GATCHA_BOX_TITLE_3","MÉGABOÎTE"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","NOUVEAU BRAWLER"
"TID_GATCHA_BOX_INFO_2","Contient soit un nouveau brawler, soit un pouvoir star, soit des pièces, ainsi que des points de pouvoir pour deux brawlers. Certaines boîtes contiennent un doubleur de jetons bonus."
"TID_GATCHA_BOX_INFO_3","\n\n<AMOUNT> fois plus gros qu'une boîte Brawl."
"TID_SHOP_OFFER_INFO_0","C'est gratuit. Profitez-en !"
"TID_SHOP_OFFER_INFO_1","Contient <AMOUNT> pièces. Utilisez-les pour améliorer vos brawlers."
"TID_SHOP_OFFER_INFO_2","Débloquez un brawler <RARITY> aléatoire !"
"TID_SHOP_OFFER_INFO_3","Débloquez un nouveau brawler !"
"TID_SHOP_OFFER_INFO_6","Les boîtes Brawl contiennent des brawlers, des points de pouvoir, des pièces, etc. !"
"TID_SHOP_OFFER_INFO_7","Contient <AMOUNT> tickets à utiliser pour participer aux événements à tickets."
"TID_SHOP_OFFER_INFO_8","Contient <AMOUNT> points de pouvoir. Utilisez-les pour améliorer vos brawlers."
"TID_SHOP_OFFER_INFO_9","Double les <AMOUNT> prochains jetons gagnés dans des combats."
"TID_SHOP_OFFER_INFO_10","Les mégaboîtes contiennent dix fois plus d'objets que les boîtes Brawl normales."
"TID_SHOP_OFFER_INFO_12","Vous pouvez choisir quel brawler recevra ces points de pouvoir."
"TID_SHOP_OFFER_INFO_13","Débloquez un emplacement d'événement."
"TID_SHOP_OFFER_INFO_14","Les grosses boîtes contiennent trois fois plus d'objets que les normales."
"TID_SHOP_OFFER_HOR_NEW","NOUVEAU"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","BRAWLER"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","NOUVEAU <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","BRAWLER"
"TID_SHOP_SKIN_OFFER","OFFRE DE SKIN"
"TID_SHOP_OFFER_EXPIRED","L'offre a expiré."
"TID_SKINS_AD_TITLE","NOUVEAUX SKINS DISPONIBLES"
"TID_SKINS_AD_OK","O.K."
"TID_SKINS_AD_INFO","Allez voir les nouveaux skins dans l'onglet des brawlers."
"TID_TERMS_OF_SERVICE_BUTTON","Conditions d'utilisation"
"TID_IMMUNE","Immunisé"
"TID_BATTLE_END_PROCEED","CONTINUER"
"TID_HINT_TAP_TO_MOVE_1","Récupérez les <ce662f9>gemmes</c> au milieu de la carte."
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Visez l'ennemi avec votre super."
"TID_HINT_SHOOT_1","Des <ce662f9>gemmes</c> s'échappent du trou au milieu de la carte !"
"TID_HINT_DRAG_TO_ULTI_1","Maintenant, utilisez le joystick rouge pour tirer avec votre super."
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Nouvelle connexion Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Voulez-vous associer votre partie à ce compte Game Center ?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement sur le compte Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Voulez-vous charger la progression de <name> (niveau d'expérience : <number>) ? Attention : toute progression dans la partie en cours sera perdue."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Charger le jeu ?"
"TID_BUTTON_VILLAGE_LOAD","Charger"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Voulez-vous charger la progression de <name> (niveau d'expérience : <number>) ? Attention : toute progression dans la partie en cours sera perdue."
"TID_BUTTON_AVATAR_LOAD","Charger"
"TID_SETTINGS_SCREEN_TITLE","Paramètres"
"TID_SETTINGS_MUSIC","MUSIQUE"
"TID_SETTINGS_SFX","EFFETS SONORES"
"TID_SETTINGS_OFF","NON"
"TID_SETTINGS_ON","OUI"
"TID_SETTINGS_LANGUAGE","LANGUE"
"TID_ACCOUNT","Appareils"
"TID_LINK_DEVICE_BUTTON","Connecter un appareil"
"TID_SETTINGS_FACEBOOK","AMIS"
"TID_CHANGE_NAME_BUTTON","Changer de nom"
"TID_CREDITS_BUTTON","Crédits"
"TID_PRIVACY_POLICY_BUTTON","Politique de confidentialité"
"TID_PARENTS_GUIDE_BUTTON","Guide parental"
"TID_MULTIDEVICE_INFO","Connectez-vous à votre compte Game Center pour sauvegarder votre progression et jouer sur différents appareils iOS."
"TID_SETTINGS_GOOGLE","Connexion Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Connecté"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Connexion"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","CONNECTÉ"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","CONNEXION"
"TID_FAQ_BUTTON","Aide et assistance"
"TID_ABOUT","Crédits\n\n<names>\n\nBrawl Stars ™ <version>\nCopyright 2016-2020 Supercell Ltd. Tous droits réservés.\n<extracopyright>\nToute utilisation de ce logiciel est régie par les Conditions d'utilisation et la Politique de confidentialité indiquée sur www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","Veuillez patienter. Transaction en cours."
"TID_RATE_APP_TITLE","Noter Brawl Stars"
"TID_RATE_APP_MESSAGE","Notez Brawl Stars dans l'App Store et donnez-nous votre avis !"
"TID_BUTTON_RATE_APP_LATER","Plus tard"
"TID_BUTTON_RATE_APP_REVIEW","Commenter"
"TID_BUTTON_RATE_APP_NEVER","Jamais"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Déblocage de compte indisponible"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Le déblocage de compte n'est pas disponible actuellement. Veuillez réessayer plus tard."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Réessayer"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Code de déblocage incorrect"
"TID_ACCOUNT_LOCKED_TITLE","Compte bloqué"
"TID_ACCONT_LOCKED_TEXT","Votre compte a été bloqué pour des raisons de sécurité. Contactez l'assistance pour le récupérer."
"TID_ACCOUNT_LOCKED_TEXT2","Saisissez le code de déblocage ici :"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Touchez pour confirmer."
"TID_NOT_ENOUGH_GEMS_TITLE","Pas assez de gemmes"
"TID_NOT_ENOUGH_GEMS_INFO","\n\nVous n'avez plus de gemmes. Vous pouvez en acheter au magasin."
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Aller au magasin"
"TID_COIN_DOUBLER_TITLE","Acheter doubleur de jetons"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Ajouter des jetons au doubleur"
"TID_COIN_DOUBLER_INFO","Double les <c2edd1b><AMOUNT></c> prochains jetons gagnés lors de combats."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Ajoute <c2edd1b><AMOUNT></c> jetons au doubleur de jetons.\n\nLe doubleur de jetons double les jetons gagnés lors de combats."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Dégâts par dynamite"
"TID_STARS_1","Attention, vous avez une <ce662f9>gemme</c> !"
"TID_STARS_2","Attention, vous avez des <ce662f9>gemmes</c> !"
"TID_STARS_3","Attention, vous avez beaucoup de <ce662f9>gemmes</c> !"
"TID_STARS_4","Attention, vous avez une tonne de <ce662f9>gemmes</c> !"
"TID_GATCHA_BUTTON_TITLE","BOÎTE BRAWL"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","GROSSE BOÎTE"
"TID_EVENT_LOCKED","Bloqué"
"TID_SPECIAL_EVENT_TITLE_TOP","ÉVÉNEMENT SPÉCIAL"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","actif pendant"
"TID_SPECIAL_EVENT_STATUS_FUTURE","début dans"
"TID_EVENT_COMING_UP_INFO","Cet événement commencera dans <TIME>."
"TID_ROCKET_BEACH_SKIN","BROCK À LA PLAGE"
"TID_CACTUS_PINK_SKIN_OLD","SPIKE ROSE"
"TID_SHAMAN_PANDA_SKIN","NITA PANDA"
"TID_CROW_WHITE_SKIN","CORBAC BLANC"
"TID_BULL_HAIR_SKIN","BULL VIKING"
"TID_TRICKSHOT_GOLD_SKIN_OLD","RICOCHET MÉDAILLE D'OR"
"TID_BARKEEP_GOLD_SKIN","BARTABA D'OR"
"TID_GUNSLINGER_ROCKSTAR_SKIN","COLT LE ROCKEUR"
"TID_STAT_HEAL","Soins"
"TID_LUCHADOR_RUDO_SKIN","EL GRO COSTO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Acheter"
"TID_EVENTS_NEW_EVENT","Nouvel événement"
"TID_SETTINGS_BRAWLHINTS","Indices de combat"
"TID_COLLECTED_COINS_INFO","Vous avez récupéré <CURRENT> jetons pour un maximum de <MAX> dans <PLANET>."
"TID_COLLECTED_COINS_INFO_CAPPED","Vous avez récupéré tous les jetons disponibles dans <PLANET>."
"TID_FIRST_WIN_INFO","Gagnez un <cff8E1b>jeton star</c> grâce à votre première victoire face à des adversaires."
"TID_TICKET_COUNTER_INFO","Dépensez vos tickets ici !"
"TID_NOT_ENOUGH_TICKETS","Pas assez de tickets"
"TID_EVENT_LIST_GAME_ROOMS","NOUVELLE ÉQUIPE"
"TID_EVENT_LIST_WELCOME","Bienvenue dans Brawl Stars !"
"TID_COOP","Brawl coopératif"
"TID_COOP_NOT_SUPPORTED","Le brawl coopératif n'est pas disponible pour cet événement."
"TID_PRACTISE_NOT_SUPPORTED","L'entraînement n'est pas disponible pour cet événement."
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Nouvelle connexion Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Voulez-vous associer votre partie à ce compte Facebook ?"
"TID_BUTTON_OKAY","O.K."
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Débloquez <HERO> pour utiliser cet avatar."
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Invitez vos amis\npour jouer ensemble."
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Vous pouvez utiliser plusieurs tickets par partie pour obtenir de meilleures récompenses."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Dernier survivant"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Trois joueurs vs robots bandits"
"TID_HIGHSTAKES_REWARDS","Récompenses x<COUNT>"
"TID_HIGHSTAKES_COST","Tickets : <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Quitter Brawl Stars ?"
"TID_POPUP_ANDROID_EXIT","Voulez-vous vraiment quitter Brawl Stars ?"
"TID_ROOM_NOT_SUPPORTED","Les équipes ne sont pas disponibles pour cet événement."
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Échec de l'achat"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Le serveur de facturation ne répond pas. Veuillez réessayer plus tard."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","O.K."
"TID_IAP_NOT_AVAILABLE","Veuillez activer les achats intégrés dans les paramètres de votre appareil."
"TID_NEWS_TITLE","INFOS"
"TID_STAT_DAMAGE_PER_ARROW","Dégâts par flèche"
"TID_STAT_DAMAGE_PER_MINE","Dégâts par piège"
"TID_STAT_DAMAGE_PER_SPIKE","Dégâts par épine"
"TID_STAT_DAMAGE_PER_DAGGER","Dégâts par dague"
"TID_FRIENDS_FACEBOOK_CONNECTED","Connecté à Facebook"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Connectez-vous à Facebook pour trouver vos amis dans le jeu."
"TID_FRIENDS_CONNECT_INFO","Connectez-vous aux réseaux sociaux pour voir vos amis ici !"
"TID_FRIENDS_NO_FRIENDS","Aucun ami"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","ENVOYER DEMANDE D'AMI"
"TID_FRIENDS_TITLE_1_NO_COUNT","AMIS"
"TID_FRIENDS_TITLE_1","AMIS (<COUNT>)"
"TID_FRIENDS_TITLE_2","AMIS SUGGÉRÉS"
"TID_FRIENDS_TITLE_3","INVITATIONS"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","<COUNT> PARTIES JOUÉES ENSEMBLE RÉCEMMENT"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","UNE PARTIE JOUÉE ENSEMBLE RÉCEMMENT"
"TID_FRIENDS_NO_ENTRIES_TAB_2","AUCUN AMI SUGGÉRÉ"
"TID_FRIENDS_NO_ENTRIES_TAB_3","AUCUNE INVITATION"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","Vous ne pouvez pas supprimer les amis de vos comptes de réseaux sociaux."
"TID_FRIEND_REQUEST_ACCEPT","ACCEPTER"
"TID_FRIEND_REQUEST_REJECT","REFUSER"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","DANS UN CLUB"
"TID_FRIEND_REQUEST_REASON_2","DANS UNE ÉQUIPE"
"TID_FRIEND_REQUEST_REASON_3","<AMOUNT> PARTIES JOUÉES ENSEMBLE RÉCEMMENT"
"TID_FRIEND_REQUEST_REASON_4","<AMOUNT> PARTIES JOUÉES ENSEMBLE RÉCEMMENT"
"TID_FRIEND_POPOVER_PROFILE","PROFIL"
"TID_FRIEND_POPOVER_REMOVE","SUPPRIMER"
"TID_FRIEND_POPOVER_SPECTATE","REGARDER"
"TID_FRIEND_POPOVER_YOU","C'est vous."
"TID_REMOVE_FRIEND_POPUP_REMOVE","SUPPRIMER"
"TID_REMOVE_FRIEND_POPUP_CANCEL","ANNULER"
"TID_REMOVE_FRIEND_POPUP_TITLE","CONFIRMER LA SUPPRESSION"
"TID_REMOVE_FRIEND_POPUP_BODY","Voulez-vous vraiment supprimer <NAME> de votre liste d'amis ?"
"TID_UNLOCK_SKIN_CONTENT","\n\nACHETER SKIN : <NAME>"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Connexion perdue"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Un autre appareil se connecte à cette partie."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Recharger"
"TID_BAD_CONNECTION","Mauvaise connexion réseau"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Ce compte Facebook est déjà associé à une autre partie de Brawl Stars. L'associer à la partie en cours à la place ?"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","Alerte Kakao"
