"TID","KR"
"TID_SHOP_WELCOME_TITLE","WELCOME TO THE SHOP"
"TID_SHOP_WELCOME","게임 진행도에 따라 상점에 새로운 상품이 등장합니다!\n\n일일 상품을 자주 확인하세요!"
"TID_SHOP_SPECIAL_OFFER","특별 상품"
"TID_SHOP_COIN_BOOSTERS","부스터"
"TID_SHOP_GEM_PACKS","보석 팩"
"TID_SHOP_PURCHASED","구매 완료"
"TID_SHOP_OBTAINED","획득 불가"
"TID_SHOP_INVALIDATED","만료됨"
"TID_SHOP_ACTIVE","사용 중"
"TID_SHOP_DOUBLE_COINS_TITLE","토큰 더블러"
"TID_SHOP_DOUBLE_COINS_INFO","추가될 토큰 수:"
"TID_SHOP_DOUBLE_COINS_INFO_2","전투에서 획득하는 토큰을 두 배로!"
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","전투에서 획득하는\n토큰 <AMOUNT>개를 두 배로!"
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","남은 토큰:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","보석이 부족합니다!"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","해당 상품을 이미 구매했습니다!"
"TID_SHOP_OFFER_PURCHASE_ERROR_4","해당 상품을 구매할 수 없습니다. 이미 구매한 아이템이 포함되어있습니다."
"TID_SHOP_OFFER_TITLE","기간 한정 특별 상품"
"TID_SHOP_GEM_PACK_1_TITLE","보석 한 줌"
"TID_SHOP_GEM_PACK_2_TITLE","보석 주머니"
"TID_SHOP_GEM_PACK_3_TITLE","보석 가방"
"TID_SHOP_GEM_PACK_4_TITLE","보석 통"
"TID_SHOP_GEM_PACK_5_TITLE","보석 상자"
"TID_SHOP_GEM_PACK_6_TITLE","보석 금고"
"TID_SHOP_HEROES_OF_RARITY","브롤러 보장"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c> 브롤러"
"TID_SHOP_HERO_OF_RARITY_BOX","브롤러 상자"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> PP"
"TID_SHOP_GATCHA_BOXES","상자"
"TID_SHOP_GATCHA_BOX_1","대형 상자"
"TID_SHOP_GATCHA_BOX_2","브롤 상자"
"TID_SHOP_GATCHA_BOX_3","메가 상자"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","오늘은 상자를 더 구매할 수 없습니다!"
"TID_SHOP_TICKETS","이벤트 티켓"
"TID_SHOP_TICKET_PACK_0","티켓 팩"
"TID_SHOP_TICKET_PACK_1","티켓 더미"
"TID_SHOP_TICKET_PACK_2","티켓 묶음"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","코인 팩"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","코인 한 줌"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","코인 주머니"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","코인 가방"
"TID_HERO_LVL_MATERIAL_RECEIVED","코인 <AMOUNT>개 구매"
"TID_SHOP_DAILY_OFFERS","일일 상품"
"TID_SHOP_SKINS","스킨"
"TID_SHOP_BRAWLIDAYS_SKINS","브롤리데이 스킨"
"TID_SHOP_LUNAR_BRAWL_SKINS","설날 브롤 스킨"
"TID_SHOP_LEGENDARY_SKINS","스타 상점"
"TID_SHOP_STAR_BOXES","스타 상자"
"TID_SHOP_FREE","무료"
"TID_SHOP_CLAIM","받기"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","무료 상자"
"TID_SHOP_OFFER_TITLE_1","코인"
"TID_SHOP_OFFER_TITLE_6","브롤 상자"
"TID_SHOP_OFFER_TITLE_7","티켓"
"TID_SHOP_OFFER_TITLE_8","PP"
"TID_SHOP_OFFER_TITLE_9","토큰 더블러"
"TID_SHOP_OFFER_TITLE_10","메가 상자"
"TID_SHOP_OFFER_TITLE_12","PP"
"TID_SHOP_OFFER_TITLE_14","대형 상자"
"TID_SHOP_OFFER_TITLE_15","브롤 상자"
"TID_SHOP_OFFER_TITLE_16","보석"
"TID_SHOP_OFFER_DESC_GOLD","코인을 사용해 브롤러를 업그레이드하세요!"
"TID_SHOP_OFFER_ANY_BRAWLER","보유한 브롤러 중 하나"
"TID_PURCHASE_OFFER_POPUP_TITLE","구매 확인"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","무료 보상"
"TID_SHOP_OFFER_NEW_HERO_LABEL","브롤러"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","스킨"
"TID_SHOP_OFFER_HERO_POWER_TITLE","PP"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","구매할 수 없습니다. 이벤트마다 1번만 구매할 수 있습니다."
"TID_SHOP_OFFER_NEW","신규"
"TID_GATCHA_BOX_TITLE_2","브롤 상자"
"TID_GATCHA_BOX_TITLE_3","메가 상자"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","신규 브롤러"
"TID_GATCHA_BOX_INFO_2","새 브롤러, 스타 파워, 코인 및 브롤러 2명의 PP가 포함되어 있습니다. 일부 상자에는 보너스 토큰 더블러가 들어있습니다!"
"TID_GATCHA_BOX_INFO_3","\n\n일반 브롤 상자의 <AMOUNT>배 크기"
"TID_SHOP_OFFER_INFO_0","무료입니다!"
"TID_SHOP_OFFER_INFO_1","코인 <AMOUNT>개.\n브롤러 업그레이드에 사용하세요!"
"TID_SHOP_OFFER_INFO_2","무작위 <RARITY> 브롤러를 잠금 해제하세요!"
"TID_SHOP_OFFER_INFO_3","새 브롤러를 잠금 해제하세요!"
"TID_SHOP_OFFER_INFO_6","브롤 상자에는 브롤러, PP, 코인 등이 들어 있습니다!"
"TID_SHOP_OFFER_INFO_7","이벤트 티켓 <AMOUNT>장.\n티켓 이벤트 참가에 사용하세요!"
"TID_SHOP_OFFER_INFO_8","<AMOUNT> PP 포함.\nPP를 모아 브롤러 업그레이드를 잠금 해제하세요!"
"TID_SHOP_OFFER_INFO_9","전투에서 획득하는 토큰 <AMOUNT>개를 두 배로!"
"TID_SHOP_OFFER_INFO_10","일반 브롤 상자보다 10배 더 많은 아이템이 들어있습니다!"
"TID_SHOP_OFFER_INFO_12","PP를 획득할 수 있는 브롤러를 선택해야 합니다."
"TID_SHOP_OFFER_INFO_13","신규 이벤트 슬롯 잠금 해제"
"TID_SHOP_OFFER_INFO_14","일반 브롤 상자보다 3배 더 많은 아이템이 들어있습니다!"
"TID_SHOP_OFFER_HOR_NEW","신규"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","브롤러"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","신규 <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","브롤러"
"TID_SHOP_SKIN_OFFER","스킨 특별 상품"
"TID_SHOP_OFFER_EXPIRED","상품 만료"
"TID_SKINS_AD_TITLE","신규 스킨"
"TID_SKINS_AD_OK","확인"
"TID_SKINS_AD_INFO","브롤러 화면에서 신규 스킨을 확인하세요!"
"TID_TERMS_OF_SERVICE_BUTTON","이용 약관"
"TID_IMMUNE","면역"
"TID_BATTLE_END_PROCEED","다음"
"TID_HINT_TAP_TO_MOVE_1","중앙에서 <ce662f9>보석</c>을 모으세요!"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","적을 향해 조준하세요!"
"TID_HINT_SHOOT_1","중앙에서 <ce662f9>보석</c>이 나옵니다!"
"TID_HINT_DRAG_TO_ULTI_1","빨간색 조이스틱으로 특수 공격을 사용하세요!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","새 Game Center 로그인"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","진행 중인 게임 정보를 이 Game Center 계정에 저장하시겠습니까?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google 계정 알림"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","게임(이름: <name>, XP 레벨: <number>)을 불러오시겠습니까?\n경고: 현재 게임 진행 상황을 잃게 됩니다."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","게임 불러오기"
"TID_BUTTON_VILLAGE_LOAD","불러오기"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center 알림"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","게임(이름: <name>, XP 레벨: <number>)을 불러오시겠습니까?\n경고: 현재 게임 진행 상황을 잃게 됩니다."
"TID_BUTTON_AVATAR_LOAD","불러오기"
"TID_SETTINGS_SCREEN_TITLE","설정"
"TID_SETTINGS_MUSIC","음악"
"TID_SETTINGS_SFX","효과음"
"TID_SETTINGS_OFF","OFF"
"TID_SETTINGS_ON","ON"
"TID_SETTINGS_LANGUAGE","언어"
"TID_ACCOUNT","기기"
"TID_LINK_DEVICE_BUTTON","기기 연동"
"TID_SETTINGS_FACEBOOK","친구"
"TID_CHANGE_NAME_BUTTON","이름 변경"
"TID_CREDITS_BUTTON","제작진"
"TID_PRIVACY_POLICY_BUTTON","개인정보\n보호정책"
"TID_PARENTS_GUIDE_BUTTON","보호자용\n가이드"
"TID_MULTIDEVICE_INFO","Game Center 계정으로 로그인해서 진행 상황을 안전하게 유지하고 다양한 iOS 기기에서 플레이하세요."
"TID_SETTINGS_GOOGLE","Google Play 로그인"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","연동됨"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","연동하기"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","연동됨"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","연동하기"
"TID_FAQ_BUTTON","도움말 및 지원"
"TID_ABOUT","Credits\n\n<names>\n\nBrawl Stars ™ <version>\nCopyright 2016-2020 Supercell Ltd. All Rights Reserved.\n<extracopyright>\n이 소프트웨어의 모든 이용은 www.supercell.com의 이용 약관과 개인정보 보호정책을 따릅니다."
"TID_IAP_TRANSACTION_PENDING","거래 대기 중입니다. 잠시 기다려 주세요."
"TID_RATE_APP_TITLE","브롤스타즈 평가하기"
"TID_RATE_APP_MESSAGE","App Store에서 브롤스타즈에 대한 평점과 리뷰를 남겨주세요!"
"TID_BUTTON_RATE_APP_LATER","나중에"
"TID_BUTTON_RATE_APP_REVIEW","평가하기"
"TID_BUTTON_RATE_APP_NEVER","평가 안 함"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","계정 잠금 해제 실패"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","지금은 계정을 잠금 해제할 수 없습니다. 나중에 다시 시도해 주세요!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","다시 시도"
"TID_ACCOUNT_LOCKED_INVALID_CODE","잘못된 잠금 해제 코드입니다!"
"TID_ACCOUNT_LOCKED_TITLE","계정 잠김"
"TID_ACCONT_LOCKED_TEXT","보안상의 이유로 계정이 잠겼습니다. 고객 지원팀에 문의해 계정을 복구하세요."
"TID_ACCOUNT_LOCKED_TEXT2","잠금 해제 코드 입력:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","탭해서 계속하기"
"TID_NOT_ENOUGH_GEMS_TITLE","보석 부족"
"TID_NOT_ENOUGH_GEMS_INFO","\n\n보석이 부족합니다.\n상점에서 보석을 더 구매하세요!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","상점으로 이동"
"TID_COIN_DOUBLER_TITLE","토큰 더블러 구매"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","토큰 더블러에 토큰을 추가하세요!"
"TID_COIN_DOUBLER_INFO","전투에서 획득하는 토큰 <c2edd1b><AMOUNT></c>개를 두 배로!"
"TID_COIN_DOUBLER_INFO_WITH_COINS","토큰 더블러에 토큰 <c2edd1b><AMOUNT></c>개를 추가하세요!\n\n토큰 더블러는 전투에서 획득하는 토큰 개수를 두 배로 늘려줍니다!"
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","다이너마이트당 피해량"
"TID_STARS_1","주의: <ce662f9>보석</c> 1개를 가지고 있습니다!"
"TID_STARS_2","주의: <ce662f9>보석</c>을 가지고 있습니다!"
"TID_STARS_3","주의: 많은 <ce662f9>보석</c>을 가지고 있습니다!"
"TID_STARS_4","주의: 아주 많은 <ce662f9>보석</c>을 가지고 있습니다!"
"TID_GATCHA_BUTTON_TITLE","브롤 상자"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","대형 상자"
"TID_EVENT_LOCKED","잠김"
"TID_SPECIAL_EVENT_TITLE_TOP","특별 이벤트:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","진행 시간:"
"TID_SPECIAL_EVENT_STATUS_FUTURE","시작까지:"
"TID_EVENT_COMING_UP_INFO","해당 이벤트는 <TIME> 후 열립니다."
"TID_ROCKET_BEACH_SKIN","해변의 브록"
"TID_CACTUS_PINK_SKIN_OLD","핑크 스파이크"
"TID_SHAMAN_PANDA_SKIN","판다 니타"
"TID_CROW_WHITE_SKIN","화이트 크로우"
"TID_BULL_HAIR_SKIN","바이킹 불"
"TID_TRICKSHOT_GOLD_SKIN_OLD","골드 리코셰"
"TID_BARKEEP_GOLD_SKIN","골드 발리"
"TID_GUNSLINGER_ROCKSTAR_SKIN","락스타 콜트"
"TID_STAT_HEAL","치유량"
"TID_LUCHADOR_RUDO_SKIN","엘 루도 프리모"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","구매"
"TID_EVENTS_NEW_EVENT","신규 이벤트!"
"TID_SETTINGS_BRAWLHINTS","전투 힌트"
"TID_COLLECTED_COINS_INFO","<PLANET>에서 토큰 <CURRENT>개(최대 <MAX>개)를 모았습니다!"
"TID_COLLECTED_COINS_INFO_CAPPED","<PLANET>에서 획득할 수 있는 토큰을 전부 모았습니다!"
"TID_FIRST_WIN_INFO","다른 플레이어를 상대로 첫 승을 거둬 <cff8E1b>스타 토큰</c>을 획득하세요!"
"TID_TICKET_COUNTER_INFO","이벤트 티켓을 사용해 입장하세요!"
"TID_NOT_ENOUGH_TICKETS","티켓이 부족합니다!"
"TID_EVENT_LIST_GAME_ROOMS","신규 팀"
"TID_EVENT_LIST_WELCOME","브롤스타즈에 오신 걸 환영합니다!"
"TID_COOP","협동전"
"TID_COOP_NOT_SUPPORTED","해당 이벤트에서는 협동전을 이용할 수 없습니다."
"TID_PRACTISE_NOT_SUPPORTED","해당 이벤트에서는 연습 모드를 이용할 수 없습니다."
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","새 Facebook 로그인"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","\n해당 Facebook 계정에\n현재 게임을 연동할까요?"
"TID_BUTTON_OKAY","확인"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","<HERO> 잠금 해제 필요!"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","친구를 초대하고\n함께 플레이하세요!"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","티켓을 여러 장 사용해 더 좋은 보상을 받을 수 있습니다!"
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","최후의 1인"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","플레이어 3명 vs 로보 도적단"
"TID_HIGHSTAKES_REWARDS","보상 x <COUNT>"
"TID_HIGHSTAKES_COST","티켓: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","브롤스타즈 종료"
"TID_POPUP_ANDROID_EXIT","정말로 브롤스타즈를 종료할까요?"
"TID_ROOM_NOT_SUPPORTED","해당 이벤트는 팀으로 플레이할 수 없습니다."
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","구매 실패"
"TID_ERROR_POP_UP_PURCHASE_FAILED","결제 서버가 응답하지 않습니다. 나중에 다시 시도해주세요."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","확인"
"TID_IAP_NOT_AVAILABLE","기기의 제한 설정에서 인앱 구매를 허용해 주세요."
"TID_NEWS_TITLE","뉴스"
"TID_STAT_DAMAGE_PER_ARROW","화살당 피해량"
"TID_STAT_DAMAGE_PER_MINE","덫당 피해량"
"TID_STAT_DAMAGE_PER_SPIKE","가시당 피해량"
"TID_STAT_DAMAGE_PER_DAGGER","단검당 피해량"
"TID_FRIENDS_FACEBOOK_CONNECTED","Facebook 연동됨"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Facebook에 연동해\nFacebook 친구를 이곳에서 확인하세요!"
"TID_FRIENDS_CONNECT_INFO","소셜 네트워크에 연동해\n이곳에서 친구들을 확인해 보세요!"
"TID_FRIENDS_NO_FRIENDS","친구 없음"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","친구 요청 전송"
"TID_FRIENDS_TITLE_1_NO_COUNT","친구"
"TID_FRIENDS_TITLE_1","친구 <COUNT>명"
"TID_FRIENDS_TITLE_2","추천 친구"
"TID_FRIENDS_TITLE_3","친구 초대"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","최근에 함께한 게임 수: <COUNT>"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","최근에 함께한 게임 수: 1"
"TID_FRIENDS_NO_ENTRIES_TAB_2","추천 친구가 없습니다."
"TID_FRIENDS_NO_ENTRIES_TAB_3","친구 초대가 없습니다."
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","소셜 네트워크의 친구는 삭제할 수 없습니다."
"TID_FRIEND_REQUEST_ACCEPT","수락"
"TID_FRIEND_REQUEST_REJECT","거절"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","클럽에서 요청"
"TID_FRIEND_REQUEST_REASON_2","팀에서 요청"
"TID_FRIEND_REQUEST_REASON_3","최근에 함께한 게임 수: <AMOUNT>"
"TID_FRIEND_REQUEST_REASON_4","최근에 함께한 게임 수: <AMOUNT>"
"TID_FRIEND_POPOVER_PROFILE","프로필"
"TID_FRIEND_POPOVER_REMOVE","삭제"
"TID_FRIEND_POPOVER_SPECTATE","관전"
"TID_FRIEND_POPOVER_YOU","자기 자신입니다."
"TID_REMOVE_FRIEND_POPUP_REMOVE","삭제"
"TID_REMOVE_FRIEND_POPUP_CANCEL","취소"
"TID_REMOVE_FRIEND_POPUP_TITLE","친구 삭제 확인"
"TID_REMOVE_FRIEND_POPUP_BODY","정말로 <NAME> 님을 친구 목록에서 삭제할까요?"
"TID_UNLOCK_SKIN_CONTENT","\n\n<NAME> 스킨 구매"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","연결 실패"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","이미 다른 기기에 연결 중입니다."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","다시 불러오기"
"TID_BAD_CONNECTION","네트워크 연결 불량"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook 알림"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","\n해당 Facebook 계정은\n이미 다른 브롤스타즈 계정과 연동되어 있습니다.\n현재 게임과 연동할까요?"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","Kakao 알림"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT","해당 Kakao 계정은 이미 다른 브롤스타즈 계정과 연동되어 있습니다. 현재 게임과 연동할까요?"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE","LINE 알림"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT","해당 LINE 계정은 이미 다른 브롤스타즈 계정과 연동되어 있습니다. 현재 게임과 연동할까요?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","무료 이벤트 보상을 받았습니다."
"TID_GEM_BUY_CONFIRMATION","보석 <AMOUNT>개를 받았습니다!"
"TID_BLOCKED_TEAM_READY","준비 완료 상태에서는 표시할 수 없습니다."
"TID_TEAM_CANNOT_INVITE_WHILE_READY","준비 완료 상태에서는 초대할 수 없습니다."
"TID_SHOTGUN_BANDITA_SKIN","도적 쉘리"
"TID_SHUTDOWN_STARTED","5분 후 서버 점검으로 게임이 종료됩니다."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","죄송합니다. 현재 서버 점검 중입니다. 몇 시간 후에 다시 시도해 주세요."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","죄송합니다, 현재 서버 점검 중입니다. 2시간 후에 다시 시도해주세요."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","죄송합니다. 현재 서버 점검 중입니다. 1시간 30분 정도 후에 다시 시도해 주세요."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","죄송합니다. 현재 서버 점검 중입니다. 1시간 정도 후에 다시 시도해 주세요."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","죄송합니다. 현재 서버 점검 중입니다. <value>분 정도 후에 다시 시도해 주세요."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","죄송합니다. 현재 서버 점검 중입니다. 몇 분 후에 다시 시도해 주세요."
"TID_SHUTDOWN_BATTLE_DISABLED","몇 분간 서버 점검으로 게임이 종료됩니다. 점검이 완료될 때까지 게임을 시작할 수 없습니다."
"TID_TEAM_SEARCH_NO_TEAM_CODE","팀 코드를 입력하세요."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","가입 요청을 수락 또는 거절할 수 있는 권한이 없습니다."
"TID_CLAN_RESPONSE_71","장로는 연속으로 추방할 수 없고 일정 시간 대기해야 합니다."
"TID_STAT_MAX_DAMAGE","최대 사거리 피해량"
"TID_STAT_DAMAGE_PER_BOMB","수류탄당 피해량"
"TID_ELDER_KICK_FAIL_COOLDOWN","최근에 클럽 멤버를 추방했습니다. <time> 후에 다시 시도해주세요."
"TID_LUCHADOR_KING_SKIN","엘 레이 프리모"
"TID_PLAYER_DEFEATED_BR","패배"
"TID_BALL_1","뒷마당 월드컵"
"TID_HINT_GET_BALL","<cdaa520>공</c>을 잡으세요!"
"TID_LASER_BALL_INTRO_TEXT","두 골을 넣어 승리하세요!"
"TID_AFK_WARNING","전투가 진행 중입니다! 어서 움직이세요!"
"TID_AFK_DISCONNECTED_MSG","장기간 입력이 없거나 네트워크 상태가 좋지 않아 게임과의 연결이 끊어졌습니다."
"TID_AFK_BANNED_MSG","장기간 입력이 없거나 네트워크 연결이 좋지 않아 전투에서 제외되었습니다. 해당 전투가 끝나면 다시 참가할 수 있습니다."
"TID_AFK_DISCONNECTED_TITLE","자리 비움 연결 해제"
"TID_AFK_BANNED_TITLE","전투에서 제외됨"
"TID_AFK_RELOAD","다시 불러오기"
"TID_GAME_MODE_7","빅 게임"
"TID_GAME_MODE_7_DESC","플레이어 1명이 빅 브롤러가 되고, 5명의 플레이어는 빅 브롤러를 최대한 빨리 처치해야 합니다!\n\n빅 브롤러는 엄청난 공격력과 많은 HP를 가지게 되며, HP는 시간이 지나면서 서서히 줄어듭니다. 빅 브롤러는 사냥꾼들을 피해 최대한 오래 살아남아야 합니다!\n\n5명의 사냥꾼은 최대한 빨리 빅 브롤러를 처치해야 합니다!"
"TID_BOSS_INTRO_TEXT_ATTACK","빅 브롤러를 처치하세요!"
"TID_BOSS_INTRO_TEXT_DEFEND","빅 브롤러가 되었습니다!"
"TID_BOSS_1","재앙의 협곡"
"TID_SEASON_END_POPUP_TITLE","시즌 종료"
"TID_SEASON_END_POPUP_REWARD","시즌 종료 보상"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","주요 변경 사항!"
"TID_COIN_META_MIGRATION_OK","플레이 튜토리얼"
"TID_COIN_META_MIGRATION_TXT_1","브롤스타즈 신규 업그레이드 시스템: 이제 PP로 브롤러를 레벨 업할 수 있습니다! 현재 게임 진행도는 브롤러 레벨로 전환됩니다."
"TID_COIN_META_MIGRATION_TXT_2","사용하지 않은 업그레이드 토큰 대신 브롤 상자를 받습니다. 게임 진행도 손실을 막기 위해 해당 가치보다 더 많이 받게 됩니다."
"TID_COIN_META_MIGRATION_TXT_3","이제 게임을 가로로 플레이하고 듀얼 조이스틱으로 조정하세요!"
"TID_COIN_META_MIGRATION_TXT_4","코인 부스터가 사라지고 보석으로 대체됩니다!"
"TID_BOLTS_MIGRATION_TITLE","주요 변경 사항!"
"TID_BOLTS_MIGRATION_OK","확인"
"TID_BOLTS_MIGRATION_INFO","신규 브롤러 업그레이드 시스템은 엘릭서를 사용하지 않습니다. 엘릭서 및 지난 브롤러 업그레이드에 따라 업그레이드 토큰 <BOLTS>개가 지급되었습니다. 이제 업그레이드 토큰을 사용해서 브롤러를 업그레이드하세요!\n\n중복 브롤러 및 칩 또한 게임에서 삭제되었습니다. 칩이 보석 <GEMS>개로 변환되어 지급되었습니다!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","엘릭서가 업그레이드 토큰으로 변경되었습니다!"
"TID_BOLTS_MIGRATION_CHIP_GEM","칩이 보석으로 변경되었습니다!"
"TID_STAT_HEALING_PER_SEC","초당 치유량"
"TID_STAT_DAMAGE_PER_CARD","카드당 피해량"
"TID_OVERTIME","오버타임!"
"TID_STARTER_PACK_XP_REQ","XP <XPLEVEL>레벨 도달 기념\n특별 상품"
"TID_VALUE","가치"
"TID_SHOP_ONE_TIME_PURCHASE","1회 한정 구매 상품입니다!"
"TID_HINT_MAKE_GOAL_1","<ccc0033>빨간색 조이스틱</c>을 드래그하면 공을 조준할 수 있습니다!"
"TID_BALL_2","트리플 드리블"
"TID_BALL_3","핀홀 필드"
"TID_STARTER_PACK_1","5레벨 팩"
"TID_STARTER_PACK_2","15레벨 팩"
"TID_STARTER_PACK_3","25레벨 팩"
"TID_IAP_XMAS2018_PACK","홀리데이 팩"
"TID_IAP_XMAS2018_PACK_DESC","호, 호, 호!"
"TID_STARTER_PACK_0","웰컴 팩"
"TID_STARTER_PACK_0_DESC","브롤스타즈의 시작을\n축하합니다!"
"TID_IAP_LNY2019_PACK","설날 맞이 특별 상품"
"TID_IAP_LNY2019_PACK_DESC","새해 복 많이 받으세요!"
"TID_IAP_MARCH2019_PACK","3월 특별 상품"
