"TID","MS"
"TID_GATCHA_TEMPORARILY_DISABLED","Pembukaan Kotak Brawl dinyahdayakan buat sementara waktu"
"TID_SHOP_WELCOME_TITLE","SELAMAT DATANG KE KEDAI"
"TID_SHOP_WELCOME","Bahagian baharu di kedai akan buka kunci apabila anda maju dalam permainan!\n\nPastikan anda semak kembali dengan kerap untuk tawaran baharu!"
"TID_SHOP_SPECIAL_OFFER","TAWARAN KHAS"
"TID_SHOP_COIN_BOOSTERS","PENGGALAK"
"TID_SHOP_GEM_PACKS","PEK PERMATA"
"TID_SHOP_PURCHASED","SUDAH DIBELI"
"TID_SHOP_OBTAINED","SUDAH MILIKI"
"TID_SHOP_INVALIDATED","Tamat Tempoh"
"TID_SHOP_ACTIVE","Aktif"
"TID_SHOP_DOUBLE_COINS_TITLE","GANDAAN TOKEN"
"TID_SHOP_DOUBLE_COINS_INFO","Menggandakan yang seterusnya"
"TID_SHOP_DOUBLE_COINS_INFO_2","anda dapat dari pertempuran"
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Menggandakan <AMOUNT> token seterusnya yang anda dapat daripada pertempuran."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Baki Token:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Tidak cukup permata."
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Tawaran ini telah dibeli"
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Tidak boleh beli tawaran ini. Anda telah memiliki satu atau lebih item tawaran ini."
"TID_SHOP_OFFER_TITLE","Tawaran Masa Terhad"
"TID_SHOP_GEM_PACK_1_TITLE","Segenggam Permata"
"TID_SHOP_GEM_PACK_2_TITLE","Sekantung Permata"
"TID_SHOP_GEM_PACK_3_TITLE","Satu Beg Permata"
"TID_SHOP_GEM_PACK_4_TITLE","Satu Tong Permata"
"TID_SHOP_GEM_PACK_5_TITLE","Satu krat Permata"
"TID_SHOP_GEM_PACK_6_TITLE","Kekubah Permata"
"TID_SHOP_HEROES_OF_RARITY","BRAWLER TERJAMIN"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c> BRAWLER"
"TID_SHOP_HERO_OF_RARITY_BOX","Kotak Brawler"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> KUASA"
"TID_SHOP_GATCHA_BOXES","KOTAK"
"TID_SHOP_GATCHA_BOX_1","KOTAK BESAR"
"TID_SHOP_GATCHA_BOX_2","KOTAK BRAWL"
"TID_SHOP_GATCHA_BOX_3","KOTAK MEGA"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Tidak boleh beli kotak lagi hari ini"
"TID_SHOP_TICKETS","TIKET ACARA"
"TID_SHOP_TICKET_PACK_0","Sepaket Tiket"
"TID_SHOP_TICKET_PACK_1","Setimbun Tiket"
"TID_SHOP_TICKET_PACK_2","Segulung Tiket"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","PEK SYILING"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Segenggam Permata"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Sekantung Permata"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Satu Beg Syiling"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> syiling dibeli"
"TID_SHOP_DAILY_OFFERS","TAWARAN HARIAN"
"TID_SHOP_SKINS","KULIT"
"TID_SHOP_BRAWLIDAYS_SKINS","KULIT CUTI BRAWLER"
"TID_SHOP_LUNAR_BRAWL_SKINS","KULIT BRAWL TAHUN BAHARU CINA"
"TID_SHOP_LEGENDARY_SKINS","KEDAI BINTANG"
"TID_SHOP_STAR_BOXES","KOTAK BINTANG"
"TID_SHOP_FREE","PERCUMA"
"TID_SHOP_CLAIM","TUNTUT"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","KOTAK PERCUMA"
"TID_SHOP_OFFER_TITLE_1","SYILING"
"TID_SHOP_OFFER_TITLE_6","KOTAK BRAWL"
"TID_SHOP_OFFER_TITLE_7","TIKET"
"TID_SHOP_OFFER_TITLE_8","MATA KUASA"
"TID_SHOP_OFFER_TITLE_9","GANDAAN TOKEN"
"TID_SHOP_OFFER_TITLE_10","KOTAK MEGA"
"TID_SHOP_OFFER_TITLE_12","MATA KUASA"
"TID_SHOP_OFFER_TITLE_14","KOTAK BESAR"
"TID_SHOP_OFFER_TITLE_15","KOTAK BRAWL"
"TID_SHOP_OFFER_TITLE_16","PERMATA"
"TID_SHOP_OFFER_DESC_GOLD","Guna syiling untuk naik taraf Brawler anda."
"TID_SHOP_OFFER_ANY_BRAWLER","UNTUK SEBARANG\nBRAWLER"
"TID_PURCHASE_OFFER_POPUP_TITLE","Sahkan pembelian"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","GANJARAN PERCUMA"
"TID_SHOP_OFFER_NEW_HERO_LABEL","BRAWLER"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","KULIT"
"TID_SHOP_OFFER_HERO_POWER_TITLE","MATA KUASA"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Tidak boleh beli. Hanya 1 pembelian bagi setiap pek dibenarkan untuk setiap acara."
"TID_SHOP_OFFER_NEW","BAHARU"
"TID_GATCHA_BOX_TITLE_2","KOTAK BRAWL"
"TID_GATCHA_BOX_TITLE_3","KOTAK MEGA"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","BRAWLER BAHARU"
"TID_GATCHA_BOX_INFO_2","Mengandungi satu Brawler baharu atau Kuasa Bintang atau Syiling dan Mata Kuasa untuk dua Brawler. Sesetengah kotak mengandungi Gandaan Token bonus!"
"TID_GATCHA_BOX_INFO_3","\n\n<AMOUNT> kali saiz satu Kotak Brawl."
"TID_SHOP_OFFER_INFO_0","Ia percuma. Nikmatinya!"
"TID_SHOP_OFFER_INFO_1","Mengandungi <AMOUNT> syiling. Guna syiling untuk naik taraf Brawler anda."
"TID_SHOP_OFFER_INFO_2","Membuka kunci Brawler <RARITY> rawak!"
"TID_SHOP_OFFER_INFO_3","Buka kunci Brawler baharu"
"TID_SHOP_OFFER_INFO_6","Kotak Brawl mengandungi Brawler, mata kuasa, syiling dan banyak lagi!"
"TID_SHOP_OFFER_INFO_7","Mengandungi <AMOUNT> Tiket Acara. Guna Tiket Acara untuk main Acara Bertiket."
"TID_SHOP_OFFER_INFO_8","Mengandungi <AMOUNT> mata kuasa. Kumpul mata kuasa untuk buka kunci naik taraf Brawler!"
"TID_SHOP_OFFER_INFO_9","Gandakan <AMOUNT> token seterusnya yang didapati daripada Pertempuran!"
"TID_SHOP_OFFER_INFO_10","Kotak Mega mengandungi hadiah sepuluh kali lebih daripada Kotak Brawl biasa!"
"TID_SHOP_OFFER_INFO_12","Anda boleh pilih Brawler yang akan menerima Mata Kuasa."
"TID_SHOP_OFFER_INFO_13","Buka kunci slot acara baharu."
"TID_SHOP_OFFER_INFO_14","Kotak Besar mengandungi hadiah tiga kali lebih daripada Kotak Brawl biasa!"
"TID_SHOP_OFFER_HOR_NEW","BAHARU"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","BRAWLER"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","BAHARU <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","BRAWLER"
"TID_SHOP_SKIN_OFFER","TAWARAN KULIT"
"TID_SHOP_OFFER_EXPIRED","Tawaran telah tamat tempoh"
"TID_SKINS_AD_TITLE","KULIT BAHARU TERSEDIA"
"TID_SKINS_AD_OK","OK"
"TID_SKINS_AD_INFO","Semak Kulit baharu di skrin Brawler!"
"TID_TERMS_OF_SERVICE_BUTTON","Terma Perkhidmatan"
"TID_IMMUNE","imun"
"TID_BATTLE_END_PROCEED","SETERUSNYA"
"TID_HINT_TAP_TO_MOVE_1","Kumpul <ce662f9>PERMATA</c> dari tengah peta"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Sasarkan Super ke arah musuh!"
"TID_HINT_SHOOT_1","<ce662f9>PERMATA</c> muncul dari lubang di tengah!"
"TID_HINT_DRAG_TO_ULTI_1","Sekarang tembak SUPER anda dengan kawalan merah!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Log Masuk Game Center Baharu"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Adakah anda ingin menyimpan permainan anda sekarang dengan akaun Game Center ini?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Pemberitahuan Akaun Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Adakah anda ingin memuatkan permainan <name> dengan mata pengalaman tahap <number>? Amaran: kemajuan permainan semasa akan hilang."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Muat permainan?"
"TID_BUTTON_VILLAGE_LOAD","Muat"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Pemberitahuan Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Adakah anda ingin memuatkan permainan <name> dengan mata pengalaman tahap <number>? Amaran: kemajuan permainan semasa akan hilang."
"TID_BUTTON_AVATAR_LOAD","Muat"
"TID_SETTINGS_SCREEN_TITLE","Tetapan"
"TID_SETTINGS_MUSIC","MUSIK"
"TID_SETTINGS_SFX","KESAN BUNYI"
"TID_SETTINGS_OFF","MATI"
"TID_SETTINGS_ON","HIDUP"
"TID_SETTINGS_LANGUAGE","BAHASA"
"TID_ACCOUNT","Peranti"
"TID_LINK_DEVICE_BUTTON","pautkan peranti"
"TID_SETTINGS_FACEBOOK","RAKAN"
"TID_CHANGE_NAME_BUTTON","Tukar Nama"
"TID_CREDITS_BUTTON","Kredit"
"TID_PRIVACY_POLICY_BUTTON","Dasar Privasi"
"TID_PARENTS_GUIDE_BUTTON","Panduan Ibu Bapa"
"TID_MULTIDEVICE_INFO","Daftar masuk menggunakan akaun Game Center anda untuk melindungi perkembangan anda dan bermain dengan berbilang peranti iOS."
"TID_SETTINGS_GOOGLE","Daftar masuk Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Disambungkan"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Sambung"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","DISAMBUNGKAN"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","SAMBUNG"
"TID_FAQ_BUTTON","Bantuan dan sokongan"
"TID_ABOUT","Kredit\n\n<names>\n\nBrawl Stars ™ <version>\nHak Cipta 2016-2020 Supercell Ltd. Hak Cipta Terpelihara.\n<extracopyright>\nSemua penggunaan perisian ini adalah tertakluk kepada Terma dan Syarat serta Dasar Privasi di www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","Sila tunggu. Transaksi belum selesai."
"TID_RATE_APP_TITLE","Menilai Brawl Stars"
"TID_RATE_APP_MESSAGE","Sila menilai atau semak semula Brawl Stars di App Store untuk memberi kami maklum balas bernilai!"
"TID_BUTTON_RATE_APP_LATER","Kemudian"
"TID_BUTTON_RATE_APP_REVIEW","Semak Semula"
"TID_BUTTON_RATE_APP_NEVER","Tidak Sekali-kali"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Buka kunci akaun tidak tersedia"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Buka kunci akaun tidak tersedia buat sementara waktu. Sila cuba sebentar lagi!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Cuba lagi"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Kod buka kunci tidak sah!"
"TID_ACCOUNT_LOCKED_TITLE","Akaun Dikunci"
"TID_ACCONT_LOCKED_TEXT","Akaun anda telah dikunci atas sebab keselamatan. Hubungi pihak sokongan untuk memulihkan akaun anda."
"TID_ACCOUNT_LOCKED_TEXT2","Masukkan kod buka kunci di sini:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Ketik untuk teruskan"
"TID_NOT_ENOUGH_GEMS_TITLE","Tidak cukup permata."
"TID_NOT_ENOUGH_GEMS_INFO","\n\nAnda kehabisan permata. Pergi ke kedai untuk mendapatkan lebih!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Pergi ke kedai"
"TID_COIN_DOUBLER_TITLE","Beli Gandaan Token"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Tambah token ke Gandaan Token"
"TID_COIN_DOUBLER_INFO","Menggandakan <c2edd1b><AMOUNT></c> token seterusnya yang anda dapat dari pertempuran."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Tambah <c2edd1b><AMOUNT></c> token pada Gandaan Token anda.\n\nGandaan Token menggandakan token yang anda dapat dari pertempuran."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","kerosakan setiap dinamit"
"TID_STARS_1","Perhatian: anda ada satu <ce662f9>PERMATA</c>!"
"TID_STARS_2","Perhatian: anda ada <ce662f9>PERMATA</c>!"
"TID_STARS_3","Perhatian: anda ada banyak <ce662f9>PERMATA</c>!"
"TID_STARS_4","Perhatian: anda ada timbunan <ce662f9>PERMATA</c>!"
"TID_GATCHA_BUTTON_TITLE","KOTAK BRAWL"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","KOTAK BESAR"
"TID_EVENT_LOCKED","Dikunci"
"TID_SPECIAL_EVENT_TITLE_TOP","ACARA KHAS:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","Aktif selama"
"TID_SPECIAL_EVENT_STATUS_FUTURE","Bermula dalam"
"TID_EVENT_COMING_UP_INFO","Acara ini akan bermula dalam <TIME>"
"TID_ROCKET_BEACH_SKIN","BROCK PANTAI"
"TID_CACTUS_PINK_SKIN_OLD","SPIKE MERAH JAMBU"
"TID_SHAMAN_PANDA_SKIN","NITA PANDA"
"TID_CROW_WHITE_SKIN","CROW PUTIH"
"TID_BULL_HAIR_SKIN","BULL VIKING"
"TID_TRICKSHOT_GOLD_SKIN_OLD","RICOCHET PINGAT EMAS"
"TID_BARKEEP_GOLD_SKIN","BARLEY EMAS"
"TID_GUNSLINGER_ROCKSTAR_SKIN","COLT BINTANG"
"TID_STAT_HEAL","Menyembuh"
"TID_LUCHADOR_RUDO_SKIN","EL RUDO PRIMO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Beli"
"TID_EVENTS_NEW_EVENT","Acara Baharu!"
"TID_SETTINGS_BRAWLHINTS","petua pertempuran"
"TID_COLLECTED_COINS_INFO","Anda telah mengumpul <CURRENT> token daripada maksimum <MAX> daripada <PLANET>."
"TID_COLLECTED_COINS_INFO_CAPPED","Anda telah kumpul semua token tersedia di <PLANET>."
"TID_FIRST_WIN_INFO","Dapatkan <cff8E1b>Token Bintang</c> dari kemenangan pertama anda menentang pemain lain."
"TID_TICKET_COUNTER_INFO","Guna Tiket untuk berlawan di sini!"
"TID_NOT_ENOUGH_TICKETS","Tidak cukup tiket."
"TID_EVENT_LIST_GAME_ROOMS","PASUKAN BAHARU"
"TID_EVENT_LIST_WELCOME","Selamat datang ke Brawl Stars!"
"TID_COOP","Pergaduhan Ko-op"
"TID_COOP_NOT_SUPPORTED","Pergaduhan Ko-op tidak disokong dalam acara ini."
"TID_PRACTISE_NOT_SUPPORTED","Latihan tidak disokong dalam acara ini"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Log masuk Facebook baharu"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Adakah anda ingin memautkan permainan semasa anda dengan akaun Facebook ini?"
"TID_BUTTON_OKAY","Okey"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Ikon ini memerlukan <HERO>"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Jemput rakan dan\nmain bersama."
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Anda boleh guna berbilang tiket dalam satu permainan untuk dapat ganjaran lebih baik."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 lwn 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Yang Terakhir"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 lwn 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Tiga pemain lwn Bandit Robo"
"TID_HIGHSTAKES_REWARDS","Ganjaran x<COUNT>"
"TID_HIGHSTAKES_COST","Tiket: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Keluar dari Brawl Stars?"
"TID_POPUP_ANDROID_EXIT","Adakah anda pasti ingin keluar dari Brawl Stars?"
"TID_ROOM_NOT_SUPPORTED","Pasukan tidak disokong dalam acara ini"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Pembelian gagal"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Pelayan pengebilan tidak memberikan respons. Sila cuba lagi kemudian."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","Ok"
"TID_IAP_NOT_AVAILABLE","Sila dayakan Pembelian Dalam Aplikasi dalam tetapan pengehadan peranti anda."
"TID_NEWS_TITLE","BERITA"
"TID_STAT_DAMAGE_PER_ARROW","Kerosakan setiap anak panah"
"TID_STAT_DAMAGE_PER_MINE","Kerosakan setiap perangkap"
"TID_STAT_DAMAGE_PER_SPIKE","Kerosakan setiap duri"
"TID_STAT_DAMAGE_PER_DAGGER","Kerosakan setiap pisau belati"
"TID_FRIENDS_FACEBOOK_CONNECTED","Facebook disambungkan"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Sambung ke Facebook untuk lihat rakan Facebook anda di sini!"
"TID_FRIENDS_CONNECT_INFO","Sambung ke rangkaian sosial untuk melihat rakan anda di sini!"
"TID_FRIENDS_NO_FRIENDS","Tiada rakan"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","HANTAR PERMINTAAN RAKAN"
"TID_FRIENDS_TITLE_1_NO_COUNT","RAKAN"
"TID_FRIENDS_TITLE_1","RAKAN (<COUNT>)"
"TID_FRIENDS_TITLE_2","RAKAN DISYORKAN"
"TID_FRIENDS_TITLE_3","JEMPUTAN RAKAN"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","<COUNT> PERMAINAN BERSAMA BARU-BARU INI"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","SATU PERMAINAN BERSAMA BARU-BARU INI"
"TID_FRIENDS_NO_ENTRIES_TAB_2","TIADA RAKAN DISYORKAN"
"TID_FRIENDS_NO_ENTRIES_TAB_3","TIADA JEMPUTAN RAKAN"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","Tidak boleh mengeluarkan rakan dari rangkaian sosial anda."
"TID_FRIEND_REQUEST_ACCEPT","TERIMA"
"TID_FRIEND_REQUEST_REJECT","TOLAK"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","DARIPADA KELAB"
"TID_FRIEND_REQUEST_REASON_2","DARIPADA PASUKAN"
"TID_FRIEND_REQUEST_REASON_3","<AMOUNT> PERMAINAN BERSAMA BARU-BARU INI"
"TID_FRIEND_REQUEST_REASON_4","<AMOUNT> PERMAINAN BERSAMA BARU-BARU INI"
"TID_FRIEND_POPOVER_PROFILE","PROFIL"
"TID_FRIEND_POPOVER_REMOVE","KELUARKAN"
"TID_FRIEND_POPOVER_SPECTATE","TONTON"
"TID_FRIEND_POPOVER_YOU","Ini anda"
"TID_REMOVE_FRIEND_POPUP_REMOVE","KELUARKAN"
"TID_REMOVE_FRIEND_POPUP_CANCEL","BATAL"
"TID_REMOVE_FRIEND_POPUP_TITLE","SAHKAN PENYINGKIRAN RAKAN"
"TID_REMOVE_FRIEND_POPUP_BODY","Adakah anda pasti ingin membuang <NAME> daripada senarai rakan anda?"
"TID_UNLOCK_SKIN_CONTENT","\n\nBELI KULIT <NAME>"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Sambungan hilang"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Peranti lain sedang menyambung ke permainan ini."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Muat semula"
"TID_BAD_CONNECTION","sambungan rangkaian lemah"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Pemberitahuan Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Akaun Facebook ini sudah dipautkan ke permainan Brawl Stars lain. Pautkannya ke permainan anda sekarang?"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","Pemberitahuan Kakao"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT","Akaun Kakao ini sudah dipautkan ke permainan Brawl Stars lain. Pautkannya ke permainan anda sekarang?"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE","Pemberitahuan LINE"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT","Akaun LINE ini sudah dipautkan ke permainan Brawl Stars lain. Pautkannya ke permainan anda sekarang?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","Ganjaran acara percuma telah dituntut"
"TID_GEM_BUY_CONFIRMATION","<AMOUNT> permata diterima!"
"TID_BLOCKED_TEAM_READY","Tidak boleh dipaparkan ketika bersedia"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","Tidak boleh menjemput ketika bersedia"
"TID_SHOTGUN_BANDITA_SKIN","BANDITA SHELLY"
"TID_SHUTDOWN_STARTED","Permainan akan ditutup untuk rehat penyelenggaraan pendek dalam 5 minit"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa beberapa jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam dua jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira satu setengah jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira satu jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira <value> minit."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa beberapa minit."
"TID_SHUTDOWN_BATTLE_DISABLED","Permainan akan ditutup untuk penyelenggaraan dalam masa beberapa minit. Permainan baharu tidak akan dapat dimulakan sehingga penyelenggaraan tamat."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Masukkan kod pasukan."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Anda tiada hak untuk terima atau menolak permintaan penyertaan."
"TID_CLAN_RESPONSE_71","Senior mempunyai masa menunggu di antara penyingkiran"
"TID_STAT_MAX_DAMAGE","Kerosakan julat maksimum"
"TID_STAT_DAMAGE_PER_BOMB","Kerosakan setiap grenad"
"TID_ELDER_KICK_FAIL_COOLDOWN","Anda telah membuang ahli kelab baru-baru ini. Cuba lagi dalam <time>."
"TID_LUCHADOR_KING_SKIN","PRIMO EL REY"
"TID_PLAYER_DEFEATED_BR","Brawler ditewaskan"
"TID_BALL_1","Halaman Belakang"
"TID_HINT_GET_BALL","Dapatkan <cdaa520> Bola</c>!"
"TID_LASER_BALL_INTRO_TEXT","Jaringkan dua gol untuk menang!"
"TID_AFK_WARNING","Amaran! Sila bergerak!"
"TID_AFK_DISCONNECTED_MSG","Anda dinyahsambungkan dari pertempuran sebab melahu atau rangkaian lemah."
"TID_AFK_BANNED_MSG","Anda disekat dari pertempuran semasa sebab melahu atau rangkaian lemah. Anda akan dibenarkan kembali ke dalam permainan apabila pertempuran tamat."
"TID_AFK_DISCONNECTED_TITLE","Nyahsambung Sebab Melahu"
"TID_AFK_BANNED_TITLE","Disekat dari pertempuran"
"TID_AFK_RELOAD","Muat semula"
"TID_GAME_MODE_7","PERMAINAN BESAR"
"TID_GAME_MODE_7_DESC","Lima pemain cuba mengalahkan BRAWLER BESAR milik seorang pemain.\n\nSebagai BRAWLER BESAR, anda mempunyai kelebihan kuasa besar dan banyak kesihatan yang hilang dengan perlahan. Lawan pemburu dan kekal dalam permainan selagi boleh!\n\nSebagai seorang daripada lima orang pemburu, anda perlu bekerjasama bersama pasukan anda untuk menewaskan BRAWLER BESAR secepat mungkin!"
"TID_BOSS_INTRO_TEXT_ATTACK","Kalahkan BRAWLER BESAR!"
"TID_BOSS_INTRO_TEXT_DEFEND","Anda BRAWLER BESAR!"
"TID_BOSS_1","Ngarai Bencana"
"TID_SEASON_END_POPUP_TITLE","MUSIM TELAH TAMAT"
"TID_SEASON_END_POPUP_REWARD","GANJARAN AKHIR MUSIM"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","Perubahan Penting!"
"TID_COIN_META_MIGRATION_OK","MAIN TUTORIAL"
"TID_COIN_META_MIGRATION_TXT_1","Brawl Stars mempunyai sistem naik taraf baharu di mana Brawler boleh naik taraf selepas mendapat Mata Kuasa yang mencukupi. Perkembangan semasa anda telah ditukar ke tahap Brawler."
"TID_COIN_META_MIGRATION_TXT_2","Anda menerima Kotak Brawl untuk Token Naik Taraf yang tidak diguna dan banyak lagi untuk memastikan anda tidak hilang perkembangan."
"TID_COIN_META_MIGRATION_TXT_3","Permainan kini dimainkan dalam orientasi landskap dan dikawal dengan dua kayu ria."
"TID_COIN_META_MIGRATION_TXT_4","PENGGALAK SYILING dah tiada dan ditukarkan kepada permata."
"TID_BOLTS_MIGRATION_TITLE","Perubahan Penting!"
"TID_BOLTS_MIGRATION_OK","Ok"
"TID_BOLTS_MIGRATION_INFO","Sistem naik taraf Brawler baharu tidak lagi menggunakan Eliksir. Anda telah dibayar balik <BOLTS> Token Naik Taraf untuk Eliksir dan naik taraf Brawler yang lalu. Guna Token Naik Taraf untuk naik taraf Brawler anda!\n\nBrawler pendua dan cip juga telah dikeluarkan dari permainan. Anda telah dibayar balik <GEMS> permata untuk cip anda. Berseronoklah!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","ELIKSIR ANDA TELAH MENJADI TOKEN NAIK TARAF"
"TID_BOLTS_MIGRATION_CHIP_GEM","CIP ANDA TELAH DITUKAR MENJADI PERMATA"
"TID_STAT_HEALING_PER_SEC","Penyembuhan sesaat"
"TID_STAT_DAMAGE_PER_CARD","Kerosakan setiap kad"
"TID_OVERTIME","Lebih masa!"
"TID_STARTER_PACK_XP_REQ","Tawaran khas kerana mencapai tahap pengalaman <XPLEVEL>"
"TID_VALUE","nilai"
"TID_SHOP_ONE_TIME_PURCHASE","Tawaran ini hanya untuk pembelian SATU kali!"
"TID_HINT_MAKE_GOAL_1","SERET <ccc0033>KAWALAN MERAH</c> untuk menyasar pada bola!"
"TID_BALL_2","Gelecek Tigaan"
"TID_BALL_3","Medan Sempit"
"TID_STARTER_PACK_1","Pek Tahap 5"
