Name,Character,Model,CameraModel,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,EnterAnim,ProfileAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,HappyEffect,SadEffect,HeadRotationIngame,HatScaleIngame,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,UltiProjectile,MainAttackEffect,UltiAttackEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,MeleeHitEffect,SpawnEffect,UltiLoopEffect,UltiLoopEffect2,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaGold,Ninja,leon_geo.scw,leon_base_cam.scw,LeonIdle,LeonWalk,LeonAttack,LeonSecondary,LeonRecoil,LeonRecoil2,LeonRecoil,,LeonReload,LeonPushback,LeonWin,LeonWinloop,LeonLose,LeonLoseloop,LeonIdle,LeonWin,LeonWinloop,LeonWin,LeonIdle,LeonProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,,ninja_attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaSilver,Ninja,leon_geo.scw,leon_base_cam.scw,LeonIdle,LeonWalk,LeonAttack,LeonSecondary,LeonRecoil,LeonRecoil2,LeonRecoil,,LeonReload,LeonPushback,LeonWin,LeonWinloop,LeonLose,LeonLoseloop,LeonIdle,LeonWin,LeonWinloop,LeonWin,LeonIdle,LeonProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RocketGirlRanger,RocketGirl,brock_ranger_geo.glb,brock_ranger_portrait.scw,BrockIdle,BrockWalk,BrockPrimary,BrockSecondary,BrockRecoil,,BrockRecoil2,,BrockIdle,BrockPushback,BrockRangerWin,BrockWinloop,BrockLose,BrockLoseloop,BrockIdle,BrockRangerWin,BrockWinloop,BrockRangerWin,BrockIdle,BrockRangerProfile,,,,,,,,,,,,,,,,,,,,,,Brock005Projectile,Brock005UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpeedyTracksuit,Speedy,max_tracksuit_geo.glb,max_portrait.scw,MaxTracksuitIdle,MaxTracksuitWalk,MaxTracksuitPrimary,MaxSecondary,MaxTracksuitRecoil,,MaxSecondaryRecoil,,MaxTracksuitReload,MaxTracksuitPushback,MaxTracksuitWin,MaxTracksuitWinloop,MaxTracksuitLose,MaxTracksuitLoseloop,MaxTracksuitIdle,MaxTracksuitWin,MaxTracksuitWinloop,MaxTracksuitWin,MaxTracksuitIdle,MaxTracksuitPortrait,,,,MaxStill,MaxStill,MaxWin,MaxWinLoop,MaxLose,MaxLoseLoop,MaxWinLoop,MaxWin,MaxWinLoop,MaxWin,MaxWin,,,,,,,,,,max_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerLevelerKnight,PowerLeveler,surge_knight_geo.glb,surge_portrait.scw,SurgeIdle,SurgeKnightWalk,,SurgeSecondary,SurgeAttackRecoil,,,,SurgeReload,SurgePushback,SurgeKnightWin,SurgeKnightWinloop,SurgeKnightLose,SurgeKnightLoseloop,SurgeIdle,SurgeKnightWin,SurgeKnightWinloop,SurgeKnightWin,SurgeIdle,SurgeProfile,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClusterBombPetMonster,ClusterBombPet,bombhead_crab_geo.glb,portrait_cam.scw,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,,BombheadMonsterIdle,,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,BombheadMonsterIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerRetroAddon,,peep_geo.scw,,PeepIdle,,,,,,,,,,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepPortrait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PercenterDefault,Percenter,colette_geo.scw,colette_portrait.scw,ColetteIdle,ColetteWalk,ColetteAttack,ColetteSuper,ColetteRecoil,,ColetteIdle,,ColetteIdle,ColetteIdle,ColetteWin,ColetteIdle,ColetteLose,ColetteLoseloop,ColetteIdle,ColetteWin,ColetteIdle,ColetteWin,ColetteIdle,ColettePortrait,,,,ColetteIdle,ColetteIdle,ColetteHappy,ColetteIdle,ColetteLose,ColetteLoseLoop,ColetteIdle,ColetteHappy,ColetteIdle,ColetteHappy,ColetteIdle,,,,,,true,,,,colette_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FireDudeDefault,FireDude,amber_geo.scw,amber_portrait.scw,AmberIdle,AmberWalk,AmberAttack,AmberAttack,AmberRecoil,,AmberRecoil,,,AmberPushback,AmberWin,AmberWinloop,AmberLose,AmberLoseloop,AmberIdle,AmberWin,AmberWinloop,AmberWin,AmberIdle,AmberPortrait,,,,AmberFace,AmberFace,AmberWin,AmberFace,AmberLose,AmberLoseLoop,AmberFace,AmberWin,AmberFace,AmberFace,AmberFace,amber_def_lobby_fire,amber_def_lose,,,,,,,,amber_def_atk,amber_def_ulti,true,,,,,,,,,,,,,,,amber_def_ingame_fire,,,,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MummyGiftShop,Mummy,emz_giftshop_geo.scw,emz_giftshop_cam.scw,EmzGiftshopIdle,EmzGiftshopWalk,EmzGiftshopPrimary,EmzGiftshopPrimary,EmzGiftshopRecoil,EmzGiftshopSecondary,EmzGiftshopRecoil,EmzGiftshopSecondaryRecoil,EmzGiftshopReload,EmzGiftshopPushback,EmzGiftshopWin,EmzGiftshopWinloop,EmzGiftshopLose,EmzGiftshopLoseloop,EmzGiftshopIdle,EmzGiftshopWin,EmzGiftshopWinloop,EmzGiftshopWin,EmzGiftshopIdle,EmzGiftshopProfile,,,,EmzIdle,EmzFront,EmzWin,EmzFront,EmzLose,EmzLoseLoop,EmzIdle,EmzWin,EmzFront,EmzIdle,EmzFront,,,,,,true,,Emz002Projectile,,emz_002_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SandstormGiftShop,Sandstorm,sandy_sugar_addict_geo.scw,sandy_sugar_addict_cam.scw,SandyGiftshopIdle,SandyGiftshopWalk,SandyGiftshopAttack,SandyGiftshopAttack,SandyGiftshopRecoil,,SandyGiftshopRecoil,,SandyGiftshopReload,SandyGiftshopPushBack,SandyGiftshopWin,SandyGiftshopWinloop,SandyGiftshopLose,SandyGiftshopLose,SandyGiftshopIdle,SandyGiftshopWin,SandyGiftshopWinloop,SandyGiftshopWin,SandyGiftshopIdle,SandyGiftshopProfile,,,,SandyIdle,SandyWalk,SandyWin,SandyWinloop,SandyWinloop,SandyWinloop,SandyIdle,SandyWin,SandyWinloop,SandyIdle,SandyProfile,,,,,,,true,Sandy002Projectile,Sandy002UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallyMoon,Wally,sprout_moon_geo.scw,sprout_moon_cam.scw,SproutMoonIdle,SproutMoonWalk,SproutMoonPrimary,SproutMoonPrimary,SproutMoonRecoil,,SproutMoonRecoil,,SproutMoonReload,SproutMoonPushback,SproutMoonWin,SproutMoonWinloop,SproutMoonLose,SproutMoonLoseloop,SproutMoonIdle,SproutMoonWin,SproutMoonWinloop,SproutMoonWin,SproutMoonIdle,SproutMoonPortrait,,,,,,,,,,,,,,,,,,,,true,true,Sprout002Projectile,Sprout002UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusMask,Cactus,spike_mask_geo.scw,spike_base_cam.scw,SpikeIdle,SpikeWalk,SpikePrimary,SpikeSecondary,SpikeRecoil,,SpikeRecoil2,,SpikeReload,SpikeIdle,SpikeWin,SpikeWinloop,SpikeLose,SpikeLoseloop,SpikeIdle,SpikeWin,SpikeWinloop,SpikeWin,SpikeIdle,SpikeProfile,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PercenterTrixie,Percenter,colette_trixie_geo.scw,colette_demon_portrait.scw,ColetteTrixieIdle,ColetteTrixieWalk,ColetteTrixieAttack,ColetteTrixieSuper,ColetteTrixieRecoil,,ColetteTrixieIdle,,ColetteTrixieIdle,ColetteTrixieIdle,ColetteTrixieWin,ColetteTrixieWinloop,ColetteTrixieLose,ColetteTrixieLoseloop,ColetteTrixieIdle,ColetteTrixieWin,ColetteTrixieWinloop,ColetteTrixieWin,ColetteTrixieIdle,ColetteTrixiePortrait,,,,Colette002Idle,Colette002Idle,Colette002Happy,Colette002Idle,Colette002Lose,Colette002LoseLoop,Colette002Idle,Colette002Happy,Colette002Idle,Colette002Happy,Colette002Idle,,,,,,true,,Colette002Projectile,,colette_002_atk,,,,,,,colette_002_ulti,colette_002_ulti_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PocoStarr,DeadMariachi,poco_starr_geo.scw,poco_starr_portrait.scw,PocoIdle,PocoWalk,PocoAttack,PocoSecondary,PocoRecoil,,PocoRecoil,,PocoReload,PocoPushback,PocoWin,PocoWinloop,PocoLose,PocoLoseloop,PocoIdle,PocoWin,PocoWinloop,PocoWin,PocoIdle,PocoStarrPortrait,,,,,,,,,,,,,,,,,,,,,,,,,,,poco_003_atk_root,poco_003_atk_root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorAtomic,Luchador,primo_geo.scw:torsoGeo+braceletGeo_02+legsGeo+beltGeo,primo_portrait.scw,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LouchadorWin,LouchadorWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,LouchadorIdle,LouchadorProfile,,,,,,,,,,,,,,,primo_004_lobby_aura,primo_004_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RosaRosaBrawloween,Rosa,rosa_brawloween_geo.scw,rosa_base_cam.scw,RosaBrawloweenIdle,RosaBrawloweenWalk,RosaBrawloweenAttack,RosaBrawloweenIdle,RosaBrawloweenAttackRecoil,RosaBrawloweenAttackRecoil2,RosaBrawloweenUltRecoil,RosaBrawloweenUltRecoil2,,RosaBrawloweenIdle,RosaBrawloweenWin,RosaBrawloweenWinloop,RosaBrawloweenLose,RosaBrawloweenLoseloop,RosaBrawloweenIdle,RosaBrawloweenWin,RosaBrawloweenWinloop,RosaBrawloweenWin,RosaBrawloweenIdle,RosaBrawloweenProfile,,,,,,,,,,,,,,,,,,,,,,Rosa002Projectile,,rosa_002_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowDudeDemonic,BowDude,bo_demonic_geo.scw,bo_base_cam.scw,BoDemonIdle,BoDemonWalk,BoDemonAttack,BoDemonSecondary,BoDemonRecoil,,BoDemonRecoil2,,,BoDemonIdle,BoDemonWin,BoDemonWinloop,BoDemonLose,BoDemonLoseloop,BoDemonIdle,BoDemonWin,BoDemonWinloop,BoDemonWin,BoDemonIdle,BoDemonProfile,,,,,,,,,,,,,,,,,,,,,,Bo004Projectile,Bo004UltiProjectile,,,true,,,,,,,MineDemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GunslingerPlayer,Gunslinger,colt_player_geo.scw,colt_base_cam.scw,ColtPlayerIdle,ColtPlayerWalk,GunslingerPrimary,GunslingerSecondary,GunslingerRecoil,GunslingerRecoil2,GunslingerRecoil,GunslingerRecoil2,GunslingerReload,GunslingerPushback,ColtPlayerWin,ColtPlayerWinloop,ColtPlayerlose,ColtPlayerLoseloop,GunslingerIdle,ColtPlayerWin,ColtPlayerWinloop,ColtPlayerWin,GunslingerIdle,GunslingerProfile,,,,Colt002Face,ColtFace,Colt002Happy,Colt002Face,Colt002Sad,ColtSadLoop,Colt002Face,Colt002Happy,Colt002Face,Colt002Happy,Colt002Still,,,,,,,,Colt004Projectile,Colt004UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BullDudeGold,BullDude,bull_geo.scw,bull_base_cam.scw,BullRockIdle,BullRockWalk,BullRockPrimary,BullRockSecondary,BullRockRecoil,,BullRockRecoil,,BullRockReload,BullRockPushback,BullRockWin,BullRockWinloop,BullRockLose,BullRockLoseloop,BullRockIdle,BullRockWin,BullRockWinloop,BullRockWin,BullRockIdle,BullRockProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,true,,,,bull_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BullDudeSilver,BullDude,bull_geo.scw,bull_base_cam.scw,BullRockIdle,BullRockWalk,BullRockPrimary,BullRockSecondary,BullRockRecoil,,BullRockRecoil,,BullRockReload,BullRockPushback,BullRockWin,BullRockWinloop,BullRockLose,BullRockLoseloop,BullRockIdle,BullRockWin,BullRockWinloop,BullRockWin,BullRockIdle,BullRockProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepTrueGold,Barkeep,barkeep_geo.scw,barley_base_cam.scw,BarkeepIdle,BarkeepWalk,BarkeepPrimary,BarkeepSecondary,BarkeepRecoil,,BarkeepRecoil,,BarkeepReload,BarkeepPushback,BarkeepWin,BarkeepWinloop,BarkeepLose,BarkeepLoseloop,BarkeepWinidleloop,BarkeepWin,BarkeepWinidleloop,BarkeepWin,BarkeepIdle,BarkeepProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,,barkeep_attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepTrueSilver,Barkeep,barkeep_geo.scw,barley_base_cam.scw,BarkeepIdle,BarkeepWalk,BarkeepPrimary,BarkeepSecondary,BarkeepRecoil,,BarkeepRecoil,,BarkeepReload,BarkeepPushback,BarkeepWin,BarkeepWinloop,BarkeepLose,BarkeepLoseloop,BarkeepWinidleloop,BarkeepWin,BarkeepWinidleloop,BarkeepWin,BarkeepIdle,BarkeepProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseballZombibi,Baseball,bibi_zombibi_geo.scw,bibi_base_cam.scw,BibiIdle,BibiWalk,BibiPrimary,BibiSecondary,BibiRecoil,,BibiRecoil2,,,BibiPushback,BibiWin,BibiWinloop,BibiLose,BibiLoseloop,BibiIdle,BibiWin,BibiWinloop,BibiWin,BibiIdle,BibiProfile,,,,Bibi003Still,Bibi003Still,Bibi003Win,Bibi003WinLoop,Bibi003Lose,Bibi003LoseLoop,Bibi003WinLoop,Bibi003Win,Bibi003WinLoop,Bibi003Win,Bibi003Still,,,,,,,,,Bibi003UltiProjectile,bibi_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotDudeTrueGold,TrickshotDude,rico_geo.scw,rico_base_cam.scw,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,RicoWin,RicoWinloop,RicoLose,RicoLoseloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,RicoIdle,RicoProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,,rico_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotDudeSilver,TrickshotDude,rico_geo.scw,rico_base_cam.scw,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,RicoWin,RicoWinloop,RicoLose,RicoLoseloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,RicoIdle,RicoProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HammerDudeGold,HammerDude,frank_geo.scw,frank_base_cam.scw,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,FrankIdle,FrankProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,,hammer_dude_attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HammerDudeSilver,HammerDude,frank_geo.scw,frank_base_cam.scw,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,FrankIdle,FrankProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UndertakerGold,Undertaker,mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo,mortis_base_cam.scw,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,UndertakerWin,UndertakerWinloop,UndertakerLose,UndertakerLoseloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,UndertakerIdle,UndertakerProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,true,true,,,,,,gen_gold_atk_mortis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UndertakerSilver,Undertaker,mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo,mortis_base_cam.scw,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,UndertakerWin,UndertakerWinloop,UndertakerLose,UndertakerLoseloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,UndertakerIdle,UndertakerProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UndertakerHatGold,Undertaker,mortis_geo.scw:hatGeo+headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo,mortis_base_cam.scw,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,UndertakerWin,UndertakerWinloop,UndertakerLose,UndertakerLoseloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,UndertakerIdle,UndertakerProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,true,true,,,,,,gen_gold_atk_mortis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UndertakerHatSilver,Undertaker,mortis_geo.scw:hatGeo+headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo,mortis_base_cam.scw,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,UndertakerWin,UndertakerWinloop,UndertakerLose,UndertakerLoseloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,UndertakerIdle,UndertakerProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceDudeDefault,IceDude,lou_geo.scw,lou_portrait.scw,LouIdle,LouWalk,LouAttack,LouSuper,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouWin,LouWinloop,LouLose,LouLoseloop,LouIdle,LouWin,LouWinloop,LouWin,LouIdle,LouPortrait,,,,LouWinLoop,LouWinLoop,LouWin,LouWinLoop,LouLose,LouLoseLoop,LouWinLoop,LouWin,LouWinLoop,LouWin,LouStill,,,,,,,,,,lou_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceDudeKing,IceDude,lou_king_geo.scw,lou_king_portrait.scw,LouIdle,LouWalk,LouAttack,LouAttack,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouKingWin,LouKingWinloop,LouKingLose,LouKingLoseloop,LouIdle,LouKingWin,LouKingWinloop,LouKingWin,LouIdle,LouKingPortrait,,,,Lou002WinLoop,Lou002WinLoop,Lou002Win,Lou002WinLoop,Lou002Lose,Lou002LoseLoop,Lou002WinLoop,Lou002Win,Lou002WinLoop,Lou002Win,Lou002Still,,,,,,,,Lou002Projectile,Lou002UltiProjectile,lou_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpeedyLine,Speedy,max_cony_geo.scw,max_cony_portrait.scw,MaxLineIdle,MaxLineWalk,MaxLinePrimary,MaxLineSecondary,MaxLineRecoil,,MaxLineSecondaryRecoil,,MaxLineReload,MaxLinePushback,MaxLineWin,MaxLineWinloop,MaxLineLose,MaxLineLoseloop,MaxLineIdle,MaxLineWin,MaxLineWinloop,MaxLineWin,MaxLineIdle,MaxLinePortrait,,,,Max002WinLoop,Max002WinLoop,Max002Win,Max002WinLoop,Max002Lose,Max002LoseLoop,Max002WinLoop,Max002Win,Max002WinLoop,Max002Win,Max002Still,max_002_lobby_sparkle,max_002_lobby_sad_tears,,,,,,Max002Projectile,,max_002_atk,,,max_002_use,max_002_ulti_use,,,,,,LL_Kill,No_vo,LL_Start,No_vo,LL_Hurt,LL_Die,No_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerLine,Controller,nani_line_friends_geo.scw,nani_line_friends_portrait.scw,NaniLineIdle,NaniLineWalk,NaniLineAttack,NaniLineSecondary,NaniLineRecoil,,,,NaniLineReload,NaniLinePushback,NaniLineWin,NaniLineWinloop,NaniLineLose,NaniLineLoseloop,NaniLineIdle,NaniLineWin,NaniLineWinloop,NaniLineWin,NaniLineIdle,NaniLinePortrait,,,,,,,,,,,,,,,,,,,true,true,,Nani003Projectile,Nani003UltiProjectile,jessie_003_atk,,,leon_003_atk,,,,,,,LL_Kill,No_vo,LL_Start,No_vo,LL_Hurt,LL_Die,No_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SniperLine,Sniper,piper_line_friends_geo.scw,piper_line_friends_portrait.scw,SniperLineIdle,SniperLineWalk,SniperLineAttack,SniperLineSecondary,SniperLineRecoil,,SniperLineRecoil,,SniperLineReload,SniperLinePushback,SniperLineWin,SniperLineWinloop,SniperLineLose,SniperLineLoseloop,SniperLineIdle,SniperLineWin,SniperLineWinloop,SniperLineWin,SniperLineIdle,SniperLineProfile,,,,PiperStillOpen,PiperStillOpen,Piper003Win,Piper003WinLoop,Piper003Lose,Piper003LoseLoop,Piper003WinLoop,Piper003Win,Piper003WinLoop,Piper003Win,PiperStillClosed,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerLineAddon,,peep_line_friends_geo.scw,,PeepLineIdle,,,,,,,,,,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepPortrait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
